 WL        Abs       T%
 200.0  0.264274  54.415924
 201.0  0.238859  57.695366
 202.0  0.236949  57.949680
 203.0  0.255937  55.470619
 204.0  0.245490  56.821091
 205.0  0.258796  55.106606
 206.0  0.280989  52.361378
 207.0  0.259223  55.052540
 208.0  0.286690  51.678570
 209.0  0.262483  54.640854
 210.0  0.284261  51.968403
 211.0  0.260357  54.908886
 212.0  0.258391  55.158073
 213.0  0.266880  54.090343
 214.0  0.274779  53.115440
 215.0  0.248479  56.431389
 216.0  0.270565  53.633327
 217.0  0.233372  58.428974
 218.0  0.229456  58.958130
 219.0  0.241908  57.291759
 220.0  0.224842  59.587894
 221.0  0.222583  59.898670
 222.0  0.226974  59.296097
 223.0  0.226575  59.350597
 224.0  0.244362  56.968967
 225.0  0.282199  52.215683
 226.0  0.266861  54.092777
 227.0  0.242770  57.178112
 228.0  0.249246  56.331909
 229.0  0.243623  57.065926
 230.0  0.243157  57.127159
 231.0  0.284943  51.886757
 232.0  0.301692  49.923897
 233.0  0.298800  50.257370
 234.0  0.307305  49.282719
 235.0  0.287248  51.612099
 236.0  0.307705  49.237381
 237.0  0.289087  51.394089
 238.0  0.314045  48.523773
 239.0  0.306141  49.414993
 240.0  0.280051  52.474525
 241.0  0.289908  51.297039
 242.0  0.301847  49.905975
 243.0  0.298426  50.300747
 244.0  0.294547  50.751945
 245.0  0.316765  48.220909
 246.0  0.274727  53.121887
 247.0  0.289878  51.300602
 248.0  0.256682  55.375523
 249.0  0.308357  49.163483
 250.0  0.309411  49.044334
 251.0  0.261262  54.794666
 252.0  0.283145  52.102093
 253.0  0.266762  54.105015
 254.0  0.307782  49.228638
 255.0  0.329779  46.797333
 256.0  0.284161  51.980286
 257.0  0.320728  47.782864
 258.0  0.325016  47.313431
 259.0  0.292544  50.986538
 260.0  0.315601  48.350307
 261.0  0.304663  49.583458
 262.0  0.314182  48.508564
 263.0  0.309085  49.081207
 264.0  0.320979  47.755238
 265.0  0.347080  44.969677
 266.0  0.368922  42.763969
 267.0  0.376202  42.053101
 268.0  0.402173  39.612007
 269.0  0.438444  36.438133
 270.0  0.481979  32.962563
 271.0  0.523026  29.989822
 272.0  0.549619  28.208546
 273.0  0.601405  25.037724
 274.0  0.623647  23.787739
 275.0  0.640416  22.886723
 276.0  0.671623  21.299879
 277.0  0.687667  20.527344
 278.0  0.695119  20.178150
 279.0  0.709351  19.527618
 280.0  0.723481  18.902493
 281.0  0.735429  18.389553
