 WL        Abs       T%
 200.0  0.165199  68.359886
 201.0  0.143264  71.901169
 202.0  0.129815  74.162636
 203.0  0.144124  71.758873
 204.0  0.122172  75.479347
 205.0  0.127308  74.591873
 206.0  0.132590  73.690300
 207.0  0.119277  75.984062
 208.0  0.150444  70.722198
 209.0  0.157856  69.525467
 210.0  0.132599  73.688736
 211.0  0.107289  78.110832
 212.0  0.090308  81.225372
 213.0  0.117283  76.333763
 214.0  0.104883  78.544640
 215.0  0.134070  73.439583
 216.0  0.105666  78.403229
 217.0  0.094768  80.395515
 218.0  0.103721  78.755219
 219.0  0.121553  75.587013
 220.0  0.105561  78.422150
 221.0  0.080907  83.002945
 222.0  0.107214  78.124214
 223.0  0.096672  80.043846
 224.0  0.120355  75.795776
 225.0  0.133421  73.549408
 226.0  0.129368  74.239014
 227.0  0.150247  70.754349
 228.0  0.095402  80.278267
 229.0  0.138421  72.707474
 230.0  0.149671  70.848236
 231.0  0.129767  74.170815
 232.0  0.150532  70.707886
 233.0  0.158575  69.410461
 234.0  0.155472  69.908249
 235.0  0.157976  69.506248
 236.0  0.136874  72.966965
 237.0  0.141044  72.269592
 238.0  0.148308  71.070984
 239.0  0.130486  74.048149
 240.0  0.142652  72.002647
 241.0  0.166467  68.160522
 242.0  0.149657  70.850456
 243.0  0.160305  69.134483
 244.0  0.130528  74.040878
 245.0  0.150802  70.664001
 246.0  0.154787  70.018463
 247.0  0.153968  70.150742
 248.0  0.135945  73.123192
 249.0  0.181418  65.854004
 250.0  0.173896  67.004440
 251.0  0.181554  65.833382
 252.0  0.171898  67.313438
 253.0  0.153006  70.306267
 254.0  0.169958  67.614891
 255.0  0.191731  64.308647
 256.0  0.164498  68.470230
 257.0  0.184600  65.373314
 258.0  0.200565  63.013706
 259.0  0.182722  65.656548
 260.0  0.199991  63.097115
 261.0  0.185348  65.260681
 262.0  0.214285  61.054123
 263.0  0.212091  61.363380
 264.0  0.208594  61.859432
 265.0  0.230533  58.812206
 266.0  0.238394  57.757164
 267.0  0.263608  54.499378
 268.0  0.287213  51.616306
 269.0  0.303274  49.742313
 270.0  0.355708  44.085117
 271.0  0.384605  41.247223
 272.0  0.428675  37.267033
 273.0  0.447938  35.650215
 274.0  0.484127  32.799908
 275.0  0.500086  31.616493
 276.0  0.518252  30.321295
 277.0  0.539304  28.886602
 278.0  0.549921  28.188938
 279.0  0.558395  27.644238
 280.0  0.568720  26.994808
 281.0  0.580493  26.272848
 282.0  0.584147  26.052731
 283.0  0.590430  25.678526
 284.0  0.598517  25.204775
 285.0  0.606102  24.768396
 286.0  0.611007  24.490246
 287.0  0.616524  24.181078
 288.0  0.623124  23.816380
 289.0  0.630563  23.411892
 290.0  0.638446  22.990784
 291.0  0.646681  22.558966
 292.0  0.652325  22.267673
 293.0  0.663571  21.698483
 294.0  0.674585  21.155121
 295.0  0.686135  20.599892
 296.0  0.703051  19.812929
 297.0  0.725683  18.806908
 298.0  0.701879  19.866499
 299.0  0.707541  19.609144
 300.0  0.713351  19.348555
 301.0  0.718428  19.123709
 302.0  0.726275  18.781252
 303.0  0.733913  18.453854
 304.0  0.739413  18.221609
 305.0  0.748164  17.858149
 306.0  0.755109  17.574812
 307.0  0.761636  17.312649
 308.0  0.768412  17.044632
 309.0  0.774677  16.800549
 310.0  0.779329  16.621546
 311.0  0.807418  15.580526
 312.0  0.814559  15.326447
 313.0  0.823509  15.013822
 314.0  0.832304  14.712827
 315.0  0.840479  14.438479
 316.0  0.848111  14.186944
 317.0  0.854365  13.984108
 318.0  0.862272  13.731820
 319.0  0.868321  13.541886
 320.0  0.873991  13.366217
 321.0  0.880608  13.164137
 322.0  0.884465  13.047731
 323.0  0.888405  12.929903
 324.0  0.893528  12.778261
 325.0  0.896690  12.685563
 326.0  0.899223  12.611789
 327.0  0.901047  12.558930
 328.0  0.904500  12.459493
 329.0  0.905957  12.417743
 330.0  0.906368  12.405993
 331.0  0.907829  12.364354
 332.0  0.908213  12.353410
 333.0  0.907484  12.374180
 334.0  0.907494  12.373895
 335.0  0.905952  12.417896
 336.0  0.902964  12.503637
 337.0  0.899467  12.604708
 338.0  0.894680  12.744411
 339.0  0.836730  14.563634
 340.0  0.012277  97.212753
 341.0  0.015058  96.592255
 342.0  0.047773  89.583237
 343.0  0.011657  97.351685
 344.0 -0.003145 100.726845
 345.0  0.029231  93.490913
 346.0  0.027938  93.769638
 347.0  0.058832  87.330925
 348.0  0.066572  85.788200
 349.0  0.049626  89.201950
 350.0  0.097756  79.844398
 351.0  0.100423  79.355522
 352.0  0.121082  75.669006
 353.0  0.149174  70.929337
 354.0  0.168851  67.787346
 355.0  0.178107  66.357971
 356.0  0.219949  60.263000
 357.0  0.229371  58.969719
 358.0  0.236943  57.950459
 359.0  0.260658  54.870842
 360.0  0.289837  51.305405
 361.0  0.293882  50.829697
 362.0  0.349376  44.732563
 363.0  0.334450  46.296734
 364.0  0.369613  42.695965
 365.0  0.394241  40.342113
 366.0  0.421142  37.919090
 367.0  0.427101  37.402328
 368.0  0.444502  35.933384
 369.0  0.447191  35.711605
 370.0  0.407030  39.171516
 371.0  0.120180  75.826408
 372.0  0.084492  82.320503
 373.0  0.078975  83.372971
 374.0  0.088924  81.484657
 375.0  0.035806  92.086143
 376.0  0.055471  88.009300
 377.0  0.088248  81.611710
 378.0  0.110121  77.603043
 379.0  0.093871  80.561836
 380.0  0.099159  79.586815
 381.0  0.122730  75.382401
 382.0  0.206104  62.215088
 383.0  0.166177  68.206001
 384.0  0.149580  70.863113
 385.0  0.146229  71.411926
 386.0  0.117811  76.241142
 387.0  0.119354  75.970596
 388.0  0.175491  66.758804
 389.0  0.153456  70.233376
 390.0  0.172116  67.279724
 391.0  0.159253  69.302254
 392.0  0.155933  69.833992
 393.0  0.143681  71.832207
 394.0  0.156817  69.692039
 395.0  0.137109  72.927376
 396.0  0.191592  64.329201
 397.0  0.197149  63.511276
 398.0  0.273138  53.316570
 399.0  0.318071  48.076019
 400.0  0.363830  43.268284
 401.0  0.435795  36.661095
 402.0  0.506546  31.149717
 403.0  0.547027  28.377396
 404.0  0.618759  24.056973
 405.0  0.661749  21.789669
 406.0  0.705297  19.710728
 407.0  0.724242  18.869408
 408.0  0.770841  16.949583
 409.0  0.781968  16.520853
 410.0  0.816817  15.246953
 411.0  0.828303  14.848989
 412.0  0.852913  14.030943
 413.0  0.864609  13.658130
 414.0  0.885166  13.026683
 415.0  0.900218  12.582922
 416.0  0.905447  12.432357
 417.0  0.926225  11.851534
 418.0  0.929288  11.768262
 419.0  0.939744  11.488300
 420.0  0.954147  11.113555
 421.0  0.961785  10.919815
 422.0  0.968863  10.743271
 423.0  0.983362  10.390530
 424.0  0.988581  10.266418
 425.0  1.006895   9.842500
 426.0  1.019418   9.562737
 427.0  1.033117   9.265805
 428.0  1.062328   8.663067
 429.0  1.091762   8.095387
 430.0  1.143754   7.182012
 431.0  1.044609   9.023841
 432.0  1.042377   9.070333
 433.0  1.046189   8.991058
 434.0  1.047042   8.973413
 435.0  1.049266   8.927590
 436.0  1.050538   8.901467
 437.0  1.049127   8.930441
 438.0  1.055209   8.806252
 439.0  1.053017   8.850809
 440.0  1.051793   8.875797
 441.0  1.054955   8.811406
 442.0  1.053023   8.850683
 443.0  1.053319   8.844647
 444.0  1.054249   8.825731
 445.0  1.049989   8.912730
 446.0  1.048252   8.948457
 447.0  1.045418   9.007032
 448.0  1.035849   9.207695
 449.0  1.025224   9.435731
 450.0  1.006964   9.840933
 451.0  0.879025  13.212204
 452.0  0.889041  12.910986
 453.0  0.895930  12.707781
 454.0  0.907919  12.361785
 455.0  0.911983  12.246648
 456.0  0.924339  11.903133
 457.0  0.934452  11.629152
 458.0  0.943930  11.378102
 459.0  0.953144  11.139246
 460.0  0.970740  10.696943
 461.0  0.987808  10.284700
 462.0  1.010163   9.768714
 463.0  1.040960   9.099969
 464.0  1.074382   8.425939
 465.0  1.130888   7.397954
 466.0  1.036964   9.184096
 467.0  1.045303   9.009434
 468.0  1.045916   8.996712
 469.0  1.053950   8.831809
 470.0  1.056075   8.788703
 471.0  1.056966   8.770703
 472.0  1.062990   8.649886
 473.0  1.063498   8.639764
 474.0  1.062452   8.660604
 475.0  1.065236   8.605253
 476.0  1.066637   8.577544
 477.0  1.074455   8.424519
 478.0  1.073632   8.440487
 479.0  1.068925   8.532465
 480.0  1.064641   8.617053
 481.0  1.062949   8.650699
 482.0  1.055991   8.790403
 483.0  1.049450   8.923798
 484.0  1.045904   8.996959
 485.0  1.038812   9.145084
 486.0  1.033304   9.261804
 487.0  1.027157   9.393843
 488.0  1.019684   9.556875
 489.0  1.013239   9.699762
 490.0  1.004592   9.894815
 491.0  0.996620  10.078135
 492.0  0.989542  10.243721
 493.0  0.980246  10.465354
 494.0  0.972040  10.664968
 495.0  0.961874  10.917583
 496.0  0.953614  11.127209
 497.0  0.944626  11.359891
 498.0  0.936451  11.575754
 499.0  0.914029  12.189075
 500.0  0.902396  12.520001
 501.0  0.889186  12.906677
 502.0  0.877234  13.266806
 503.0  0.863378  13.696882
 504.0  0.848567  14.172076
 505.0  0.833933  14.657727
 506.0  0.817585  15.220016
 507.0  0.801396  15.798064
 508.0  0.784787  16.413939
 509.0  0.767100  17.096199
 510.0  0.749835  17.789551
 511.0  0.732275  18.523563
 512.0  0.713798  19.328690
 513.0  0.695462  20.162216
 514.0  0.677742  21.001894
 515.0  0.659575  21.899050
 516.0  0.641726  22.817812
 517.0  0.624051  23.765614
 518.0  0.606884  24.723824
 519.0  0.590595  25.668779
 520.0  0.574946  26.610542
 521.0  0.559797  27.555138
 522.0  0.545356  28.486803
 523.0  0.531991  29.377081
 524.0  0.518950  30.272646
 525.0  0.507101  31.109915
 526.0  0.496710  31.863249
 527.0  0.487724  32.529400
 528.0  0.480345  33.086800
 529.0  0.475417  33.464424
 530.0  0.448129  35.634514
 531.0  0.438533  36.430691
 532.0  0.429797  37.170898
 533.0  0.421768  37.864475
 534.0  0.414410  38.511482
 535.0  0.407227  39.153748
 536.0  0.400167  39.795456
 537.0  0.393425  40.418041
 538.0  0.387512  40.972038
 539.0  0.381059  41.585453
 540.0  0.375381  42.132694
 541.0  0.369646  42.692741
 542.0  0.364048  43.246590
 543.0  0.358789  43.773510
 544.0  0.353987  44.260212
 545.0  0.349204  44.750286
 546.0  0.344292  45.259312
 547.0  0.340110  45.697250
 548.0  0.335743  46.159031
 549.0  0.331593  46.602295
 550.0  0.327276  47.067760
 551.0  0.323329  47.497478
 552.0  0.319372  47.932236
 553.0  0.315388  48.373962
 554.0  0.311738  48.782242
 555.0  0.308453  49.152634
 556.0  0.304850  49.562149
 557.0  0.301401  49.957317
 558.0  0.297946  50.356323
 559.0  0.294641  50.740993
 560.0  0.291606  51.096813
 561.0  0.288808  51.427082
 562.0  0.285801  51.784443
 563.0  0.282870  52.135113
 564.0  0.280300  52.444519
 565.0  0.277498  52.783993
 566.0  0.274486  53.151291
 567.0  0.272003  53.456074
 568.0  0.269417  53.775284
 569.0  0.266762  54.105133
 570.0  0.264148  54.431713
 571.0  0.261548  54.758568
 572.0  0.259144  55.062561
 573.0  0.256495  55.399406
 574.0  0.253874  55.734688
 575.0  0.251455  56.046070
 576.0  0.249328  56.321228
 577.0  0.246893  56.637905
 578.0  0.244678  56.927528
 579.0  0.242540  57.208393
 580.0  0.240579  57.467262
 581.0  0.238750  57.709827
 582.0  0.236997  57.943317
 583.0  0.235352  58.163124
 584.0  0.234092  58.332119
 585.0  0.233556  58.404217
 586.0  0.048022  89.531860
 587.0  0.050874  88.945839
 588.0  0.050371  89.049004
 589.0  0.047853  89.566689
 590.0  0.052971  88.517570
 591.0  0.049638  89.199432
 592.0  0.053827  88.343117
 593.0  0.054550  88.196312
 594.0  0.053651  88.378990
 595.0  0.059949  87.106606
 596.0  0.065691  85.962448
 597.0  0.069851  85.142929
 598.0  0.076769  83.797417
 599.0  0.085202  82.186127
 600.0  0.092575  80.802544
 601.0  0.106883  78.183792
 602.0  0.114124  76.891052
 603.0  0.126700  74.696449
 604.0  0.138139  72.754646
 605.0  0.146523  71.363678
 606.0  0.154906  69.999344
 607.0  0.162860  68.729050
 608.0  0.164820  68.419502
 609.0  0.168656  67.817924
 610.0  0.173677  67.038284
 611.0  0.173442  67.074570
 612.0  0.173123  67.123924
 613.0  0.173466  67.070938
 614.0  0.173213  67.109947
 615.0  0.172791  67.175171
 616.0  0.172600  67.204765
 617.0  0.172414  67.233604
 618.0  0.168898  67.780052
 619.0  0.167407  68.013214
 620.0  0.166114  68.215927
 621.0  0.165105  68.374619
 622.0  0.164359  68.492165
