 WL        Abs       T%
 200.0  0.221828  60.002884
 201.0  0.173443  67.074402
 202.0  0.189825  64.591454
 203.0  0.155632  69.882507
 204.0  0.175770  66.715996
 205.0  0.158363  69.444366
 206.0  0.212468  61.310162
 207.0  0.180754  65.954689
 208.0  0.220294  60.215248
 209.0  0.188440  64.797768
 210.0  0.230530  58.812531
 211.0  0.194855  63.847717
 212.0  0.184345  65.411667
 213.0  0.230446  58.823944
 214.0  0.190200  64.535645
 215.0  0.220764  60.149998
 216.0  0.191031  64.412346
 217.0  0.200202  63.066345
 218.0  0.213821  61.119347
 219.0  0.210059  61.651150
 220.0  0.208299  61.901520
 221.0  0.207574  62.004967
 222.0  0.190899  64.431946
 223.0  0.191581  64.330750
 224.0  0.184523  65.384850
 225.0  0.239535  57.605659
 226.0  0.221113  60.101788
 227.0  0.202160  62.782753
 228.0  0.243527  57.078537
 229.0  0.252271  55.940834
 230.0  0.217584  60.592030
 231.0  0.218700  60.436588
 232.0  0.214984  60.955959
 233.0  0.225926  59.439404
 234.0  0.243316  57.106243
 235.0  0.235327  58.166557
 236.0  0.238197  57.783375
 237.0  0.241457  57.351265
 238.0  0.202858  62.681900
 239.0  0.224502  59.634609
 240.0  0.222476  59.913422
 241.0  0.204685  62.418762
 242.0  0.240945  57.418983
 243.0  0.238420  57.753788
 244.0  0.207978  61.947243
 245.0  0.249190  56.339130
 246.0  0.242282  57.242371
 247.0  0.228589  59.076012
 248.0  0.202257  62.768726
 249.0  0.260721  54.862904
 250.0  0.255558  55.519058
 251.0  0.218313  60.490513
 252.0  0.242579  57.203354
 253.0  0.230309  58.842499
 254.0  0.254620  55.639091
 255.0  0.254267  55.684349
 256.0  0.250491  56.170605
 257.0  0.258791  55.107304
 258.0  0.246626  56.672665
 259.0  0.259126  55.064754
 260.0  0.259123  55.065205
 261.0  0.283075  52.110474
 262.0  0.282292  52.204563
 263.0  0.291288  51.134315
 264.0  0.270527  53.637993
 265.0  0.277639  52.766869
 266.0  0.301292  49.969795
 267.0  0.305171  49.525486
 268.0  0.352040  44.459003
 269.0  0.392250  40.527523
 270.0  0.416044  38.366817
 271.0  0.460238  34.654652
 272.0  0.491094  32.277988
 273.0  0.527785  29.662998
 274.0  0.553731  27.942736
 275.0  0.565906  27.170300
 276.0  0.595051  25.406748
 277.0  0.603542  24.914835
