 WL        Abs       T%
 502.0  0.512143  30.750832
 503.0  0.507357  31.091570
 504.0  0.503071  31.399965
 505.0  0.498844  31.707050
 506.0  0.494554  32.021843
 507.0  0.490357  32.332748
 508.0  0.486415  32.627625
 509.0  0.481886  32.969612
 510.0  0.477919  33.272163
 511.0  0.473664  33.599735
 512.0  0.469362  33.934219
 513.0  0.465577  34.231251
 514.0  0.461210  34.577187
 515.0  0.456750  34.934162
 516.0  0.452927  35.243031
 517.0  0.448930  35.568882
 518.0  0.444930  35.898010
 519.0  0.440918  36.231102
 520.0  0.437211  36.541718
 521.0  0.433154  36.884701
 522.0  0.429429  37.202389
 523.0  0.425882  37.507450
 524.0  0.422183  37.828293
 525.0  0.418299  38.168175
 526.0  0.414425  38.510086
 527.0  0.410464  38.862968
 528.0  0.406952  39.178547
 529.0  0.403368  39.503220
 530.0  0.399797  39.829300
 531.0  0.396285  40.152706
 532.0  0.392570  40.497631
 533.0  0.389251  40.808334
 534.0  0.385561  41.156590
 535.0  0.382071  41.488586
 536.0  0.378226  41.857563
 537.0  0.374624  42.206150
 538.0  0.371261  42.534306
 539.0  0.367695  42.884937
 540.0  0.364052  43.246212
 541.0  0.360970  43.554241
 542.0  0.357709  43.882469
 543.0  0.354105  44.248100
 544.0  0.350442  44.622906
 545.0  0.347080  44.969738
 546.0  0.343503  45.341618
 547.0  0.340032  45.705441
 548.0  0.336812  46.045635
 549.0  0.333691  46.377628
 550.0  0.330839  46.683262
 551.0  0.327470  47.046822
 552.0  0.324345  47.386517
 553.0  0.321467  47.701576
 554.0  0.318369  48.043068
 555.0  0.315431  48.369209
 556.0  0.312498  48.696941
 557.0  0.309481  49.036430
 558.0  0.306621  49.360416
 559.0  0.303750  49.687851
 560.0  0.300824  50.023731
 561.0  0.297845  50.368034
 562.0  0.295021  50.696598
 563.0  0.292013  51.048996
 564.0  0.289262  51.373371
 565.0  0.286194  51.737614
 566.0  0.283292  52.084404
 567.0  0.280435  52.428226
 568.0  0.277282  52.810223
 569.0  0.274794  53.113647
 570.0  0.271887  53.470352
 571.0  0.268912  53.837906
 572.0  0.266303  54.162323
 573.0  0.263370  54.529274
 574.0  0.260885  54.842171
 575.0  0.258062  55.199833
 576.0  0.255459  55.531727
 577.0  0.253018  55.844734
