3.991989e+002,9.875944e+001
4.011274e+002,9.889974e+001
4.030559e+002,9.901628e+001
4.049844e+002,9.802499e+001
4.069129e+002,9.715749e+001
4.088414e+002,9.675416e+001
4.107699e+002,9.652112e+001
4.126984e+002,9.644240e+001
4.146269e+002,9.617324e+001
4.165554e+002,9.583615e+001
4.184839e+002,9.564758e+001
4.204124e+002,9.531179e+001
4.223409e+002,9.471076e+001
4.242694e+002,9.388355e+001
4.261979e+002,9.293657e+001
4.281264e+002,9.188666e+001
4.300549e+002,9.071700e+001
4.319834e+002,8.949593e+001
4.339119e+002,8.836070e+001
4.358404e+002,8.735866e+001
4.377689e+002,8.642744e+001
4.396974e+002,8.556757e+001
4.416259e+002,8.483509e+001
4.435544e+002,8.425701e+001
4.454829e+002,8.386195e+001
4.474114e+002,8.359875e+001
4.493399e+002,8.345463e+001
4.512684e+002,8.344267e+001
4.531969e+002,8.344450e+001
4.551254e+002,8.338725e+001
4.570539e+002,8.334193e+001
4.589824e+002,8.338097e+001
4.609109e+002,8.349137e+001
4.628394e+002,8.361012e+001
4.647679e+002,8.369651e+001
4.666964e+002,8.377675e+001
4.686248e+002,8.388400e+001
4.705533e+002,8.399924e+001
4.724818e+002,8.409689e+001
4.744103e+002,8.410406e+001
4.763388e+002,8.400613e+001
4.782673e+002,8.380222e+001
4.801958e+002,8.348867e+001
4.821243e+002,8.308327e+001
4.840528e+002,8.267159e+001
4.859813e+002,8.230124e+001
4.879098e+002,8.196562e+001
4.898383e+002,8.166760e+001
4.917668e+002,8.140889e+001
4.936953e+002,8.121651e+001
4.956238e+002,8.109248e+001
4.975523e+002,8.096970e+001
4.994808e+002,8.078139e+001
5.014093e+002,8.049361e+001
5.033378e+002,8.015607e+001
5.052663e+002,7.976485e+001
5.071948e+002,7.930514e+001
5.091233e+002,7.875157e+001
5.110518e+002,7.812659e+001
5.129803e+002,7.743497e+001
5.149088e+002,7.668532e+001
5.168373e+002,7.590676e+001
5.187657e+002,7.511990e+001
5.206943e+002,7.434212e+001
5.226227e+002,7.358183e+001
5.245513e+002,7.282806e+001
5.264797e+002,7.208036e+001
5.284083e+002,7.138885e+001
5.303367e+002,7.079819e+001
5.322653e+002,7.029385e+001
5.341937e+002,6.986958e+001
5.361223e+002,6.951572e+001
5.380507e+002,6.925085e+001
5.399792e+002,6.911785e+001
5.419077e+002,6.911609e+001
5.438362e+002,6.920516e+001
5.457647e+002,6.934247e+001
5.476932e+002,6.951876e+001
5.496217e+002,6.975283e+001
5.515502e+002,7.003727e+001
5.534787e+002,7.034532e+001
5.554072e+002,7.064934e+001
5.573357e+002,7.093627e+001
5.592642e+002,7.117037e+001
5.611927e+002,7.133720e+001
5.631212e+002,7.144054e+001
5.650497e+002,7.152053e+001
5.669782e+002,7.163982e+001
5.689067e+002,7.175620e+001
5.708352e+002,7.180746e+001
5.727637e+002,7.178082e+001
5.746922e+002,7.171792e+001
5.766207e+002,7.164241e+001
5.785492e+002,7.155084e+001
5.804777e+002,7.143035e+001
5.824062e+002,7.124876e+001
5.843347e+002,7.100832e+001
5.862632e+002,7.068921e+001
5.881917e+002,7.030709e+001
5.901202e+002,6.989047e+001
5.920486e+002,6.947540e+001
5.939772e+002,6.909045e+001
5.959056e+002,6.871372e+001
5.978342e+002,6.832751e+001
5.997626e+002,6.795901e+001
6.016912e+002,6.764047e+001
6.036196e+002,6.737605e+001
6.055482e+002,6.717461e+001
6.074766e+002,6.702383e+001
6.094052e+002,6.687565e+001
6.113336e+002,6.671351e+001
6.132621e+002,6.653512e+001
6.151906e+002,6.634907e+001
6.171191e+002,6.616919e+001
6.190476e+002,6.600127e+001
6.209761e+002,6.583672e+001
6.229046e+002,6.567099e+001
6.248331e+002,6.552609e+001
6.267616e+002,6.541483e+001
6.286901e+002,6.532574e+001
6.306186e+002,6.526861e+001
6.325471e+002,6.525485e+001
6.344756e+002,6.526922e+001
6.364041e+002,6.529109e+001
6.383326e+002,6.531606e+001
6.402611e+002,6.534933e+001
6.421896e+002,6.536649e+001
6.441181e+002,6.537511e+001
6.460466e+002,6.536475e+001
6.479750e+002,6.530675e+001
6.499036e+002,6.521947e+001
6.518320e+002,6.515078e+001
6.537606e+002,6.509432e+001
6.556890e+002,6.504530e+001
6.576176e+002,6.503836e+001
6.595460e+002,6.506818e+001
6.614745e+002,6.512721e+001
6.634030e+002,6.520877e+001
6.653315e+002,6.528376e+001
6.672600e+002,6.531197e+001
6.691885e+002,6.524413e+001
6.711170e+002,6.509083e+001
6.730455e+002,6.484822e+001
6.749740e+002,6.452416e+001
6.769025e+002,6.418251e+001
6.788310e+002,6.385765e+001
6.807595e+002,6.352528e+001
6.826880e+002,6.316888e+001
6.846165e+002,6.279462e+001
6.865450e+002,6.239388e+001
6.884735e+002,6.207582e+001
6.904020e+002,6.158857e+001
6.923305e+002,6.106551e+001
6.942590e+002,6.057953e+001
6.961875e+002,6.010927e+001
6.981160e+002,5.969544e+001
7.000445e+002,5.937696e+001
7.019730e+002,5.920115e+001
7.039015e+002,5.919715e+001
7.058300e+002,5.932537e+001
7.077585e+002,5.951767e+001
7.096870e+002,5.973533e+001
7.116155e+002,5.996352e+001
7.135439e+002,6.017675e+001
7.154725e+002,6.033669e+001
7.174009e+002,6.042849e+001
7.193295e+002,6.044313e+001
7.212579e+002,6.039164e+001
7.231865e+002,6.030881e+001
7.251149e+002,6.020408e+001
7.270435e+002,6.009785e+001
7.289719e+002,6.001088e+001
7.309005e+002,5.994974e+001
7.328289e+002,5.990533e+001
7.347574e+002,5.987788e+001
7.366859e+002,5.988536e+001
7.386144e+002,5.993382e+001
7.405429e+002,6.000811e+001
7.424714e+002,6.008864e+001
7.443999e+002,6.016422e+001
7.463284e+002,6.021480e+001
7.482569e+002,6.023798e+001
7.501854e+002,6.024701e+001
7.521139e+002,6.021695e+001
7.540424e+002,6.013861e+001
7.559709e+002,6.002697e+001
7.578994e+002,5.989951e+001
7.598279e+002,5.976568e+001
7.617564e+002,5.963299e+001
7.636849e+002,5.951175e+001
7.656134e+002,5.940890e+001
7.675419e+002,5.932981e+001
7.694704e+002,5.926949e+001
7.713989e+002,5.921521e+001
7.733274e+002,5.915860e+001
7.752559e+002,5.909393e+001
7.771844e+002,5.901197e+001
7.791129e+002,5.889599e+001
7.810414e+002,5.874216e+001
7.829698e+002,5.852734e+001
7.848984e+002,5.819341e+001
7.868268e+002,5.766463e+001
7.887554e+002,5.687157e+001
7.906838e+002,5.597062e+001
7.926124e+002,5.489153e+001
7.945408e+002,5.321856e+001
7.964694e+002,5.104179e+001
7.983978e+002,4.861613e+001
8.003264e+002,4.654110e+001
8.022548e+002,4.464758e+001
8.041833e+002,4.301918e+001
8.061118e+002,4.192430e+001
8.080403e+002,4.157991e+001
8.099688e+002,4.215865e+001
8.118973e+002,4.366451e+001
8.138258e+002,4.608577e+001
8.157543e+002,4.943021e+001
8.176828e+002,5.268416e+001
8.196113e+002,5.640305e+001
8.215398e+002,5.953569e+001
8.234683e+002,6.198620e+001
8.253968e+002,6.368204e+001
8.273253e+002,6.468774e+001
8.292538e+002,6.515298e+001
8.311823e+002,6.558257e+001
8.331108e+002,6.555300e+001
8.350393e+002,6.541931e+001
8.369678e+002,6.551974e+001
8.388963e+002,6.580653e+001
8.408248e+002,6.605068e+001
8.427533e+002,6.608688e+001
8.446818e+002,6.635551e+001
8.466103e+002,6.615937e+001
8.485388e+002,6.576057e+001
8.504673e+002,6.544434e+001
8.523958e+002,6.505469e+001
8.543243e+002,6.462997e+001
8.562527e+002,6.422095e+001
