41.02	387.011
40.97	390.924
40.92	398.139
40.87	397.147
40.82	394.506
40.77	426.659
40.72	377.959
40.67	391.08
40.62	416.158
40.57	399.716
40.52	377.623
40.47	415.262
40.42	406.835
40.37	384.43
40.32	361.309
40.27	369.616
40.22	376.595
40.17	423.125
40.12	408.912
40.07	407.411
40.02	372.465
39.97	396.15
39.92	395.046
39.87	354.894
39.82	360.792
39.77	357.991
39.72	339.388
39.67	419.02
39.62	403.954
39.57	352.225
39.52	375.926
39.47	399.932
39.42	384.53
39.37	367.167
39.32	376.106
39.27	362.845
39.22	344.314
39.17	361.797
39.12	395.118
39.07	366.891
39.02	386.823
38.97	379.04
38.92	364.898
38.87	384.546
38.82	362.577
38.77	397.723
38.72	381.805
38.67	345.89
38.62	397.735
38.57	406.755
38.52	400.944
38.47	389.768
38.42	343.902
38.37	362.753
38.32	346.983
38.27	327.171
38.22	365.85
38.17	376.635
38.12	401.405
38.07	357.151
38.02	386.283
37.97	370.992
37.92	345.422
37.87	350.848
37.82	361.933
37.77	385.838
37.72	376.343
37.67	370.636
37.62	358.547
37.57	399.108
37.52	358.295
37.47	348.964
37.42	383.609
37.37	351.769
37.32	364.542
37.27	387.319
37.22	408.776
37.17	380.768
37.12	360.56
37.07	351.024
37.02	363.229
36.97	347.739
36.92	347.047
36.87	340.376
36.82	372.845
36.77	385.858
36.72	387.967
36.67	390.688
36.62	406.218
36.57	421.373
36.52	376.615
36.47	399.504
36.42	406.579
36.37	368.119
36.32	338.435
36.27	373.089
36.22	379.352
36.17	383.165
36.12	356.21
36.07	345.474
36.02	335.75
35.97	346.186
35.92	343.325
35.87	370.292
35.82	384.09
35.77	358.175
35.72	372.181
35.67	382.169
35.62	352.757
35.57	357.455
35.52	387.223
35.47	382.741
35.42	410.3
35.37	389.736
35.32	406.735
35.27	382.909
35.22	379.572
35.17	373.205
35.12	345.258
35.07	415.25
35.02	358.055
34.97	353.337
34.92	387.131
34.87	390.792
34.82	355.298
34.77	361.521
34.72	377.215
34.67	356.403
34.62	375.366
34.57	342.769
34.52	383.365
34.47	380.024
34.42	354.594
34.37	366.895
34.32	332.081
34.27	385.742
34.22	347.131
34.17	411.593
34.12	387.111
34.07	397.971
34.02	359.016
33.97	353.229
33.92	400.592
33.87	394.326
33.82	364.15
33.77	402.745
33.72	370.132
33.67	370.828
33.62	364.618
33.57	324.394
33.52	348.567
33.47	368.083
33.42	350.808
33.37	367.227
33.32	360.708
33.27	355.294
33.22	338.683
33.17	402.949
33.12	366.05
33.07	394.234
33.02	370.272
32.97	332.537
32.92	369.7
32.87	375.63
32.82	333.169
32.77	319.132
32.72	372.845
32.67	335.298
32.62	382.897
32.57	383.886
32.52	380.136
32.47	396.17
32.42	379.4
32.37	391.176
32.32	425.358
32.27	385.686
32.22	361.945
32.17	369.54
32.12	417.055
32.07	387.951
32.02	389.644
31.97	373.966
31.92	377.339
31.87	395.81
31.82	394.642
31.77	398.279
31.72	386.523
31.67	369.328
31.62	413.661
31.57	343.137
31.52	382.233
31.47	366.975
31.42	366.511
31.37	425.582
31.32	385.422
31.27	390.404
31.22	393.005
31.17	393.513
31.12	386.483
31.07	381.777
31.02	380.476
30.97	373.245
30.92	373.886
30.87	389.66
30.82	397.435
30.77	383.874
30.72	401.052
30.67	405.238
30.62	417.343
30.57	420.368
30.52	443.806
30.47	427.571
30.42	439.416
30.37	425.67
30.32	442.209
30.27	457.067
30.22	442.313
30.17	439.076
30.12	404.986
30.07	425.51
30.02	391.585
29.97	407.363
29.92	425.222
29.87	448.263
29.82	433.385
29.77	426.098
29.72	430.132
29.67	435.858
29.62	467.511
29.57	455.718
29.52	475.398
29.47	416.375
29.42	392.745
29.37	448.571
29.32	448.639
29.27	472.049
29.22	461.309
29.17	505.098
29.12	496.967
29.07	499.172
29.02	488.527
28.97	485.974
28.92	486.839
28.87	487.223
28.82	480.88
28.77	463.745
28.72	419.124
28.67	447.195
28.62	504.958
28.57	501.497
28.52	499.508
28.47	512.585
28.42	517.991
28.37	549.492
28.32	540.912
28.27	509.86
28.22	545.83
28.17	550.376
28.12	568.583
28.07	528.679
28.02	572.093
27.97	569.388
27.92	595.21
27.87	537.951
27.82	511.757
27.77	521.905
27.72	532.357
27.67	572.273
27.62	624.258
27.57	639.92
27.52	579.7
27.47	602.533
27.42	640.792
27.37	597.111
27.32	640.476
27.27	611.813
27.22	613.485
27.17	624.186
27.12	614.682
27.07	649.044
27.02	609.736
26.97	620.424
26.92	687.279
26.87	636.042
26.82	689.804
26.77	656.487
26.72	656.198
26.67	672.817
26.62	672.605
26.57	693.217
26.52	678.707
26.47	679.956
26.42	696.046
26.37	663.918
26.32	662.025
26.27	682.721
26.22	666.663
26.17	718.347
26.12	722.345
26.07	698.179
26.02	742.901
25.97	749.184
25.92	709.464
25.87	705.85
25.82	770.86
25.77	787.843
25.72	749.732
25.67	774.814
25.62	766.022
25.57	754.862
25.52	760.928
25.47	758.335
25.42	750.676
25.37	724.922
25.32	765.266
25.27	811.24
25.22	801.248
25.17	741.621
25.12	832.809
25.07	815.182
25.02	759.884
24.97	800.76
24.92	816.238
24.87	812.001
24.82	818.375
24.77	786.791
24.72	771.969
24.67	772.797
24.62	785.81
24.57	773.137
24.52	779.44
24.47	770.804
24.42	781.417
24.37	801.084
24.32	794.446
24.27	782.405
24.22	829.012
24.17	877.987
24.12	809.028
24.07	790.812
24.02	804.594
23.97	772.637
23.92	811.329
23.87	760.2
23.82	808.407
23.77	750.96
23.72	726.755
23.67	805.158
23.62	810.124
23.57	819.884
23.52	810.548
23.47	762.637
23.42	776.323
23.37	840.468
23.32	832.285
23.27	845.426
23.22	855.602
23.17	877.263
23.12	841.004
23.07	813.946
23.02	828.956
22.97	827.075
22.92	804.878
22.87	834.258
22.82	840.732
22.77	818.743
22.72	824.682
22.67	820.064
22.62	778.083
22.57	837.471
22.52	872.789
22.47	809.904
22.42	829.32
22.37	836.263
22.32	819.8
22.27	865.306
22.22	821.353
22.17	825.226
22.12	782.773
22.07	808.411
22.02	817.371
21.97	790.052
21.92	767.003
21.87	820.432
21.82	757.035
21.77	840.64
21.72	751.981
21.67	817.019
21.62	759.692
21.57	787.443
21.52	776.214
21.47	756.367
21.42	748.475
21.37	742.589
21.32	766.571
21.27	791.909
21.22	756.975
21.17	705.534
21.12	698.283
21.07	722.521
21.02	691.581
20.97	708.747
20.92	708.339
20.87	785.174
20.82	720.108
20.77	688.679
20.72	693.033
20.67	697.867
20.62	664.458
20.57	749.948
20.52	701.973
20.47	653.589
20.42	691.685
20.37	679.056
20.32	617.411
20.27	632.705
20.22	599.932
20.17	574.23
20.12	559.524
20.07	569.164
20.02	570.156
19.97	519.74
19.92	513.834
19.87	548.647
19.82	529.856
19.77	540.632
19.72	520.748
19.67	460.296
19.62	509.252
19.57	457.439
19.52	463.121
19.47	449.808
19.42	398.944
19.37	392.877
19.32	395.698
19.27	363.597
19.22	415.386
19.17	431.845
19.12	377.187
19.07	380.068
19.02	331.725
18.97	328.984
18.92	382.977
18.87	373.89
18.82	348.375
18.77	344.07
18.72	315.286
18.67	325.37
18.62	312.273
18.57	305.318
18.52	339.652
18.47	325.846
18.42	314.462
18.37	340.524
18.32	298.223
18.27	301.004
18.22	328.743
18.17	303.085
18.12	283.521
18.07	304.23
18.02	305.922
17.97	263.177
17.92	302.973
17.87	290.048
17.82	309.764
17.77	305.758
17.72	323.005
17.67	295.578
17.62	323.725
17.57	337.715
17.52	381.293
17.47	354.274
17.42	345.13
17.37	345.986
17.32	307.775
17.27	334.754
17.22	342.521
17.17	376.415
17.12	363.033
17.07	362.685
17.02	400.436
16.97	348.784
16.92	394.438
16.87	366.331
16.82	365.462
16.77	384.238
16.72	403.966
16.67	374.89
16.62	388.94
16.57	399.308
16.52	405.466
16.47	430.704
16.42	445.926
16.37	437.083
16.32	429.128
16.27	468.155
16.22	439.128
16.17	409.664
16.12	461.172
16.07	461.569
16.02	468.735
15.97	467.371
15.92	467.003
15.87	442.249
15.82	441.553
15.77	441.805
15.72	380.94
15.67	425.79
15.62	422.449
15.57	420.628
15.52	425.938
15.47	416.911
15.42	378.395
15.37	396.879
15.32	416.943
15.27	426.483
15.22	366.299
15.17	345.13
15.12	327.843
15.07	319.152
15.02	320.26
14.97	304.318
14.92	284.846
14.87	324.002
14.82	327.011
14.77	326.451
14.72	297.463
14.67	324.97
14.62	300.704
14.57	294.13
14.52	282.693
14.47	314.782
14.42	302.105
14.37	336.315
14.32	281.12
14.27	280.388
14.22	303.99
14.17	279.34
14.12	306.543
14.07	336.943
14.02	348.439
13.97	345.706
13.92	320.008
13.87	321.645
13.82	337.751
13.77	365.478
13.72	313.277
13.67	321.981
13.62	352.913
13.57	309.308
13.52	309.888
13.47	336.715
13.42	331.068
13.37	298.743
13.32	301
13.27	339.784
13.22	329.656
13.17	304.946
13.12	281.02
13.07	294.102
13.02	292.233
12.97	318.619
12.92	284.058
12.87	292.565
12.82	252.405
12.77	261.589
12.72	302.177
12.67	273.521
12.62	239.88
12.57	269.26
12.52	273.79
12.47	276.018
12.42	285.558
12.37	263.249
12.32	242.705
12.27	251.765
12.22	220.26
12.17	208.84
12.12	217.483
12.07	253.802
12.02	238.267
11.97	203.99
11.92	195.186
11.87	204.73
11.82	239.112
11.77	206.343
11.72	221.176
11.67	213.681
11.62	188.78
11.57	202.705
11.52	233.289
11.47	209.072
11.42	209.5
11.37	218.291
11.32	238.279
11.27	205.938
11.22	196.887
11.17	228.427
11.12	210.652
11.07	230.66
