B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              difference
 536.82             8410.44             8504.265            8463.598            8504.265           -93.82422 
 536.77             8581.64             8505.305            8463.752            8505.305            76.33496 
 536.72             8415.68             8506.375            8463.905            8506.375           -90.69531 
 536.67             8234.04             8507.476            8464.059            8507.476           -273.4355 
 536.62             8522.9              8508.61             8464.213            8508.61             14.29004 
 536.57             8330.97             8509.779            8464.366            8509.779           -178.8096 
 536.52             8419.8              8510.985            8464.521            8510.985           -91.18555 
 536.47             8103.28             8512.232            8464.674            8512.232           -408.9526 
 536.42             8467.23             8513.521            8464.828            8513.521           -46.29102 
 536.37             8857.56             8514.855            8464.981            8514.855            342.7041 
 536.32             8504.35             8516.239            8465.136            8516.239           -11.88965 
 536.27             8460.1              8517.676            8465.289            8517.676           -57.57617 
 536.22             8526.67             8519.171            8465.442            8519.171            7.499023 
 536.17             8249.47             8520.729            8465.597            8520.729           -271.2598 
 536.12             8340.67             8522.356            8465.75             8522.356           -181.6865 
 536.07             8265.26             8524.061            8465.904            8524.061           -258.8008 
 536.02             8301.52             8525.85             8466.058            8525.85            -224.3301 
 535.97             8243                8527.736            8466.212            8527.736           -284.7363 
 535.92             8375.13             8529.725            8466.365            8529.725           -154.5947 
 535.87             8540.14             8531.833            8466.519            8531.833            8.306641 
 535.82             8212.6              8534.076            8466.673            8534.076           -321.4766 
 535.77             8457.92             8536.469            8466.826            8536.469           -78.54883 
 535.72             8577                8539.038            8466.98             8539.038            37.96191 
 535.67             8386.54             8541.797            8467.134            8541.797           -155.2568 
 535.62             8774.48             8544.778            8467.288            8544.778            229.7021 
 535.57             8540.45             8548.01             8467.441            8548.01            -7.55957 
 535.52             8772.82             8551.527            8467.595            8551.527            221.293 
 535.47             8782.65             8555.378            8467.749            8555.378            227.2725 
 535.42             8636.49             8559.594            8467.902            8559.594            76.89648 
 535.37             8554.14             8564.234            8468.057            8564.234           -10.09473 
 535.32             8317.49             8569.354            8468.21             8569.354           -251.8643 
 535.27             8163.39             8575.021            8468.364            8575.021           -411.6313 
 535.22             8431.78             8581.313            8468.518            8581.313           -149.5332 
 535.17             8559.31             8588.299            8468.671            8588.299           -28.98926 
 535.12             8623.53             8596.075            8468.825            8596.075            27.45508 
 535.07             8595.57             8604.741            8468.979            8604.741           -9.170898 
 535.02             8824.32             8614.407            8469.133            8614.407            209.9131 
 534.97             8619.49             8625.206            8469.286            8625.206           -5.71582 
 534.92             8464.93             8637.245            8469.44             8637.245           -172.3154 
 534.87             8826.8              8650.675            8469.594            8650.675            176.125 
 534.82             8852.06             8665.65             8469.747            8665.65             186.4092 
 534.77             9044.41             8682.335            8469.901            8682.335            362.0752 
 534.72             9017.89             8700.924            8470.055            8700.924            316.9658 
 534.67             8591.7              8721.559            8470.209            8721.559           -129.8584 
 534.62             8875.32             8744.451            8470.362            8744.451            130.8691 
 534.57             8968.37             8769.804            8470.517            8769.804            198.5664 
 534.52             8572.15             8797.822            8470.67             8797.822           -225.6719 
 534.47             8866.79             8828.76             8470.823            8828.76             38.03027 
 534.42             8955.1              8862.758            8470.978            8862.758            92.3418 
 534.37             8831.09             8900.066            8471.131            8900.066           -68.97656 
 534.32             9106.09             8940.901            8471.285            8940.901            165.1885 
 534.27             9040.22             8985.472            8471.438            8985.472            54.74805 
 534.22             9356.28             9034.042            8471.593            9034.042            322.2383 
 534.17             9371.59             9086.683            8471.746            9086.683            284.9072 
 534.12             9195.33             9143.626            8471.899            9143.626            51.7041 
 534.07             9422.6              9205.03             8472.054            9205.03             217.5693 
 534.02             9444.44             9271.024            8472.207            9271.024            173.416 
 533.97             9367.38             9341.807            8472.361            9341.807            25.57324 
 533.92             9516.35             9417.274            8472.515            9417.274            99.0752 
 533.87             9895.84             9497.552            8472.669            9497.552            398.2881 
 533.82             9769.73             9582.635            8472.822            9582.635            187.0957 
 533.77             9736.82             9672.477            8472.976            9672.477            64.34375 
 533.72             9985.06             9767.104            8473.13             9767.104            217.9551 
 533.67             10118.2             9866.14             8473.283            9866.14             252.0605 
 533.62             9803.61             9969.5              8473.438            9969.5             -165.8896 
 533.57             9935.91             10076.93            8473.591            10076.93           -141.0156 
 533.52             10478.2             10188.11            8473.745            10188.11            290.0928 
 533.47             10670.6             10302.81            8473.898            10302.81            367.7881 
 533.42             10758.3             10420.33            8474.052            10420.33            337.9746 
 533.37             10284.4             10540.29            8474.206            10540.29           -255.8896 
 533.32             10471.9             10662.15            8474.359            10662.15           -190.248 
 533.27             11083               10785.29            8474.514            10785.29            297.7139 
 533.22             10658.5             10909.18            8474.667            10909.18           -250.6758 
 533.17             10848.3             11032.79            8474.821            11032.79           -184.4854 
 533.12             10896.1             11155.47            8474.975            11155.47           -259.375 
 533.07             10978.4             11276.41            8475.128            11276.41           -298.0098 
 533.02             11152.1             11394.71            8475.282            11394.71           -242.6074 
 532.97             11200.2             11509.58            8475.436            11509.58           -309.3799 
 532.92             11330.3             11619.79            8475.59             11619.79           -289.4932 
 532.87             11612.7             11724.51            8475.743            11724.51           -111.8086 
 532.82             11886.4             11822.74            8475.897            11822.74            63.66016 
 532.77             11984.2             11913.5             8476.051            11913.5             70.70313 
 532.72             11724.5             11995.91            8476.204            11995.91           -271.4102 
 532.67             11832               12068.85            8476.358            12068.85           -236.8535 
 532.62             11988.6             12131.57            8476.512            12131.57           -142.9688 
 532.57             12124.6             12183.28            8476.666            12183.28           -58.68066 
 532.52             12199.7             12223.32            8476.819            12223.32           -23.62305 
 532.47             12292.6             12251.19            8476.974            12251.19            41.40625 
 532.42             12354.5             12266.44            8477.127            12266.44            88.05566 
 532.37             12149.8             12268.91            8477.281            12268.91           -119.1104 
 532.32             12061.3             12258.56            8477.435            12258.56           -197.2568 
 532.27             12182.1             12235.53            8477.588            12235.53           -53.43066 
 532.22             12406.7             12200.1             8477.742            12200.1             206.6006 
 532.17             12096.4             12152.83            8477.896            12152.83           -56.42773 
 532.12             12518.2             12094.3             8478.05             12094.3             423.8994 
 532.07             12516               12025.25            8478.203            12025.25            490.7461 
 532.02             12105.3             11946.52            8478.357            11946.52            158.7773 
 531.97             12559.8             11858.9             8478.511            11858.9             700.8994 
 531.92             11946.1             11763.56            8478.664            11763.56            182.5439 
 531.87             11996.9             11661.37            8478.818            11661.37            335.5313 
 531.82             11520.6             11553.33            8478.972            11553.33           -32.73047 
 531.77             11334.4             11440.42            8479.126            11440.42           -106.0225 
 531.72             11297.8             11323.47            8479.279            11323.47           -25.66699 
 531.67             11739.3             11203.69            8479.434            11203.69            535.6133 
 531.62             11237.3             11081.84            8479.587            11081.84            155.4639 
 531.57             10902.4             10958.77            8479.74             10958.77           -56.37207 
 531.52             10356.6             10835.3             8479.895            10835.3            -478.7012 
 531.47             10924.2             10712.02            8480.048            10712.02            212.1777 
 531.42             10431.5             10589.94            8480.202            10589.94           -158.4365 
 531.37             10253.5             10469.53            8480.355            10469.53           -216.0293 
 531.32             10386.2             10351.38            8480.51             10351.38            34.81934 
 531.27             10145.5             10236.01            8480.663            10236.01           -90.50586 
 531.22             10130.3             10123.73            8480.816            10123.73            6.571289 
 531.17             10077.5             10015.22            8480.971            10015.22            62.28125 
 531.12             9912.16             9910.669            8481.124            9910.669            1.491211 
 531.07             9696.9              9810.357            8481.278            9810.357           -113.457 
 531.02             9430.72             9714.502            8481.432            9714.502           -283.7822 
 530.97             9371.13             9623.159            8481.586            9623.159           -252.0293 
 530.92             9497.34             9536.661            8481.739            9536.661           -39.32129 
 530.87             9385.16             9454.957            8481.893            9454.957           -69.79688 
 530.82             9398.34             9378.067            8482.047            9378.067            20.27246 
 530.77             9332.93             9305.965            8482.2              9305.965            26.96484 
 530.72             9309.58             9238.512            8482.354            9238.512            71.06836 
 530.67             9168.43             9175.775            8482.508            9175.775           -7.345703 
 530.62             9079.49             9117.55             8482.662            9117.55            -38.05957 
 530.57             8995.83             9063.686            8482.815            9063.686           -67.85547 
 530.52             9152.24             9014.014            8482.969            9014.014            138.2266 
 530.47             9137.33             8968.297            8483.123            8968.297            169.0332 
 530.42             8885.55             8926.447            8483.276            8926.447           -40.89746 
 530.37             8880.79             8888.201            8483.431            8888.201           -7.411133 
 530.32             8825.8              8853.343            8483.584            8853.343           -27.54297 
 530.27             8813.62             8821.659            8483.738            8821.659           -8.039063 
 530.22             8823.96             8792.897            8483.892            8792.897            31.0625 
 530.17             8728.67             8766.916            8484.045            8766.916           -38.24609 
 530.12             8681.69             8743.469            8484.199            8743.469           -61.77832 
 530.07             8593.98             8722.351            8484.353            8722.351           -128.3701 
 530.02             8302.75             8703.368            8484.507            8703.368           -400.6182 
 529.97             8277.05             8686.312            8484.66             8686.312           -409.2617 
 529.92             8623.68             8671.048            8484.814            8671.048           -47.36816 
 529.87             8717.92             8657.387            8484.968            8657.387            60.5332 
 529.82             8375.38             8645.171            8485.121            8645.171           -269.791 
 529.77             8070.4              8634.257            8485.275            8634.257           -563.8569 
 529.72             8502.91             8624.496            8485.429            8624.496           -121.5859 
 529.67             8613.45             8615.791            8485.583            8615.791           -2.34082 
 529.62             8946.2              8608.014            8485.736            8608.014            338.1865 
 529.57             8879.21             8601.063            8485.891            8601.063            278.1475 
 529.52             8452.85             8594.841            8486.044            8594.841           -141.9912 
 529.47             8407.91             8589.261            8486.197            8589.261           -181.3506 
 529.42             8642.56             8584.26             8486.352            8584.26             58.2998 
 529.37             8270.92             8579.761            8486.505            8579.761           -308.8408 
 529.32             8220.11             8575.706            8486.659            8575.706           -355.5957 
 529.27             8451.86             8572.04             8486.813            8572.04            -120.1797 
 529.22             8167.48             8568.712            8486.967            8568.712           -401.2319 
 529.17             8458.5              8565.688            8487.12             8565.688           -107.1885 
 529.12             8459.45             8562.928            8487.273            8562.928           -103.4775 
 529.07             8628.19             8560.399            8487.428            8560.399            67.79102 
 529.02             8451.57             8558.074            8487.581            8558.074           -106.5039 
 528.97             8185.2              8555.927            8487.735            8555.927           -370.7266 
 528.92             8338.05             8553.939            8487.889            8553.939           -215.8896 
 528.87             8116.62             8552.093            8488.043            8552.093           -435.4727 
 528.82             8133.98             8550.369            8488.196            8550.369           -416.3892 
 528.77             8525.35             8548.755            8488.35             8548.755           -23.40527 
 528.72             8419.03             8547.239            8488.504            8547.239           -128.209 
 528.67             8104.22             8545.813            8488.657            8545.813           -441.5923 
 528.62             8365.79             8544.467            8488.812            8544.467           -178.6768 
 528.57             8157.88             8543.191            8488.965            8543.191           -385.3115 
 528.52             8389.8              8541.983            8489.119            8541.983           -152.1836 
 528.47             8291.58             8540.832            8489.272            8540.832           -249.252 
 528.42             8476.35             8539.738            8489.427            8539.738           -63.38867 
 528.37             8644.64             8538.693            8489.58             8538.693            105.9463 
 528.32             8324.86             8537.696            8489.733            8537.696           -212.8359 
 528.27             8498.62             8536.743            8489.888            8536.743           -38.12305 
 528.22             8334.12             8535.828            8490.041            8535.828           -201.708 
 528.17             8249.42             8534.954            8490.195            8534.954           -285.5342 
 528.12             8213.24             8534.115            8490.349            8534.115           -320.875 
 528.07             8125.54             8533.311            8490.503            8533.311           -407.7705 
 528.02             8437.45             8532.537            8490.656            8532.537           -95.08691 
 527.97             8331.19             8531.793            8490.81             8531.793           -200.6025 
 527.92             8225.31             8531.079            8490.964            8531.079           -305.7695 
 527.87             8466.83             8530.393            8491.117            8530.393           -63.5625 
 527.82             8300.73             8529.732            8491.271            8529.732           -229.002 
 527.77             7919.53             8529.097            8491.425            8529.097           -609.5669 
 527.72             8150.83             8528.485            8491.579            8528.485           -377.6553 
 527.67             8227.59             8527.896            8491.732            8527.896           -300.3066 
 527.62             8366.85             8527.33             8491.886            8527.33            -160.4805 
 527.57             8518.13             8526.785            8492.04             8526.785           -8.655273 
 527.52             8270.92             8526.26             8492.193            8526.26            -255.3398 
 527.47             8454.44             8525.754            8492.348            8525.754           -71.31348 
 527.42             8386.05             8525.267            8492.501            8525.267           -139.2168 
 527.37             8048.33             8524.799            8492.655            8524.799           -476.4688 
 527.32             8423.9              8524.347            8492.809            8524.347           -100.4463 
 527.27             8699.33             8523.912            8492.962            8523.912            175.418 
 527.22             8621.5              8523.493            8493.116            8523.493            98.00684 
 527.17             8381.59             8523.09             8493.27             8523.09            -141.5 
 527.12             8378.87             8522.702            8493.424            8522.702           -143.832 
 527.07             8274.88             8522.328            8493.577            8522.328           -247.4482 
 527.02             8469.99             8521.97             8493.731            8521.97            -51.97949 
 526.97             8206.76             8521.622            8493.885            8521.622           -314.8623 
 526.92             8332.22             8521.289            8494.038            8521.289           -189.0693 
 526.87             8609.06             8520.969            8494.192            8520.969            88.09082 
 526.82             8630.54             8520.66             8494.346            8520.66             109.8799 
 526.77             8362.22             8520.363            8494.5              8520.363           -158.1436 
 526.72             8362.9              8520.077            8494.653            8520.077           -157.1768 
 526.67             8537.56             8519.804            8494.808            8519.804            17.75586 
 526.62             8531.48             8519.539            8494.961            8519.539            11.94141 
 526.57             8346.1              8519.285            8495.114            8519.285           -173.1855 
 526.52             8301.67             8519.042            8495.269            8519.042           -217.3721 
 526.47             8202.73             8518.808            8495.422            8518.808           -316.0771 
 526.42             8308.09             8518.583            8495.576            8518.583           -210.4932 
 526.37             8426.2              8518.367            8495.729            8518.367           -92.16699 
 526.32             8306.23             8518.161            8495.884            8518.161           -211.9307 
 526.27             8302.46             8517.962            8496.037            8517.962           -215.502 
 526.22             7948.15             8517.771            8496.19             8517.771           -569.6206 
 526.17             8169.9              8517.589            8496.345            8517.589           -347.689 
 526.12             8162.36             8517.414            8496.498            8517.414           -355.0542 
 526.07             8176.91             8517.248            8496.652            8517.248           -340.3379 
 526.02             8316.34             8517.088            8496.806            8517.088           -200.748 
 525.97             8162.73             8516.935            8496.96             8516.935           -354.2046 
 525.92             8069.26             8516.788            8497.113            8516.788           -447.5283 
 525.87             8341.96             8516.648            8497.267            8516.648           -174.6885 
 525.82             8569.44             8516.517            8497.421            8516.517            52.92383 
 525.77             8426.97             8516.39             8497.574            8516.39            -89.41992 
 525.72             8464.92             8516.27             8497.729            8516.27            -51.34961 
 525.67             8123.75             8516.154            8497.882            8516.154           -392.4043 
 525.62             8437.51             8516.046            8498.036            8516.046           -78.53613 
 525.57             8489.48             8515.942            8498.189            8515.942           -26.46191 
 525.52             8538.86             8515.844            8498.343            8515.844            23.0166 
 525.47             8501.62             8515.752            8498.497            8515.752           -14.13184 
 525.42             8186.2              8515.664            8498.65             8515.664           -329.4639 
 525.37             8481.67             8515.582            8498.805            8515.582           -33.91211 
 525.32             8499.14             8515.504            8498.958            8515.504           -16.36426 
 525.27             8017.08             8515.432            8499.112            8515.432           -498.3516 
 525.22             8202.64             8515.362            8499.266            8515.362           -312.7227 
 525.17             8087.52             8515.298            8499.419            8515.298           -427.7778 
 525.12             8258.62             8515.239            8499.573            8515.239           -256.6191 
 525.07             8536.03             8515.184            8499.727            8515.184            20.84668 
 525.02             8586.52             8515.133            8499.881            8515.133            71.38672 
 524.97             8385.6              8515.085            8500.034            8515.085           -129.4854 
 524.92             8652.33             8515.042            8500.188            8515.042            137.2881 
 524.87             8281.38             8515.003            8500.342            8515.003           -233.623 
 524.82             8388.63             8514.968            8500.496            8514.968           -126.3379 
 524.77             8102.87             8514.935            8500.649            8514.935           -412.0645 
 524.72             8315.11             8514.906            8500.803            8514.906           -199.7959 
 524.67             8427.29             8514.882            8500.957            8514.882           -87.5918 
 524.62             8417.79             8514.859            8501.11             8514.859           -97.06934 
 524.57             8346.7              8514.842            8501.265            8514.842           -168.1416 
 524.52             8490.08             8514.826            8501.418            8514.826           -24.74609 
 524.47             8333.83             8514.814            8501.572            8514.814           -180.9844 
 524.42             8275.45             8514.805            8501.726            8514.805           -239.3545 
 524.37             8148.37             8514.798            8501.879            8514.798           -366.4277 
 524.32             8438.7              8514.795            8502.033            8514.795           -76.09473 
 524.27             7997.26             8514.795            8502.187            8514.795           -517.5352 
 524.22             8039.08             8514.797            8502.341            8514.797           -475.7168 
 524.17             8489.07             8514.802            8502.494            8514.802           -25.73145 
 524.12             8289.79             8514.811            8502.648            8514.811           -225.0205 
 524.07             8183.36             8514.82             8502.802            8514.82            -331.4604 
 524.02             8243.09             8514.832            8502.955            8514.832           -271.7422 
