B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 410.02             6491.66             7355.597            7309.165            7340.384            7319.094            7313.987            7309.626           -863.937 
 409.97             6325.56             7357.81             7310.938            7342.436            7320.966            7315.814            7311.408           -1032.25 
 409.92             6409.55             7360.395            7313.076            7344.855            7323.204            7318.008            7313.554           -950.8447 
 409.87             6380.79             7362.807            7315.036            7347.101            7325.266            7320.024            7315.523           -982.0166 
 409.82             6354.7              7365.293            7317.063            7349.418            7327.396            7322.108            7317.559           -1010.593 
 409.77             6602.03             7367.847            7319.15             7351.799            7329.588            7324.254            7319.656           -765.8169 
 409.72             6446.92             7369.875            7320.706            7353.653            7331.25             7325.869            7321.222           -922.9556 
 409.67             6253.13             7372.251            7322.602            7355.85             7333.253            7327.825            7323.127           -1119.121 
 409.62             6510.3              7375.059            7324.922            7358.477            7335.684            7330.206            7325.458           -864.7588 
 409.57             6597.09             7377.32             7326.689            7360.554            7337.562            7332.036            7327.235           -780.23 
 409.52             6488.52             7379.404            7328.271            7362.451            7339.257            7333.682            7328.829           -890.8843 
 409.47             6458.77             7381.736            7330.093            7364.591            7341.194            7335.568            7330.662           -922.9658 
 409.42             6308.28             7384.143            7331.983            7366.805            7343.201            7337.524            7332.563           -1075.863 
 409.37             6322.26             7386.89             7334.204            7369.354            7345.54             7339.812            7334.796           -1064.63 
 409.32             6396.21             7389.618            7336.399            7371.881            7347.855            7342.075            7337.004           -993.4077 
 409.27             6458.14             7392.2              7338.439            7374.259            7350.018            7344.185            7339.057           -934.0601 
 409.22             6304.98             7394.66             7340.349            7376.511            7352.052            7346.165            7340.979           -1089.68 
 409.17             6277.07             7397.465            7342.596            7379.104            7354.424            7348.484            7343.239           -1120.395 
 409.12             6293.66             7400.344            7344.907            7381.768            7356.864            7350.869            7345.565           -1106.684 
 409.07             6397.16             7403.201            7347.188            7384.406            7359.275            7353.224            7347.859           -1006.041 
 409.02             6206.71             7405.849            7349.249            7386.829            7361.468            7355.361            7349.936           -1199.139 
 408.97             6211.5              7408.922            7351.727            7389.675            7364.082            7357.917            7352.429           -1197.422 
 408.92             6303.9              7412.001            7354.201            7392.522            7366.692            7360.47             7354.919           -1108.101 
 408.87             6247.38             7414.895            7356.479            7395.18             7369.11             7362.83             7357.214           -1167.515 
 408.82             6158.13             7417.926            7358.886            7397.97             7371.658            7365.318            7359.637           -1259.796 
 408.77             6110.27             7421.167            7361.49             7400.965            7374.406            7368.006            7362.259           -1310.896 
 408.72             6375.9              7424.527            7364.205            7404.076            7377.268            7370.807            7364.993           -1048.627 
 408.67             6437.36             7427.327            7366.349            7406.622            7379.56             7373.038            7367.155           -989.9673 
 408.62             6459.31             7430.011            7368.364            7409.045            7381.727            7375.142            7369.19            -970.7012 
 408.57             6368.19             7432.662            7370.336            7411.431            7383.853            7377.205            7371.183           -1064.472 
 408.52             6252.22             7435.528            7372.511            7414.026            7386.184            7379.472            7373.378           -1183.308 
 408.47             6111.64             7438.661            7374.941            7416.884            7388.773            7381.996            7375.83            -1327.021 
 408.42             6311.46             7442.116            7377.682            7420.058            7391.676            7384.833            7378.593           -1130.656 
 408.37             6525.07             7445.157            7379.995            7422.812            7394.155            7387.245            7380.93            -920.0869 
 408.32             6194.93             7447.751            7381.849            7425.113            7396.177            7389.199            7382.809           -1252.821 
 408.27             6064.9              7451.08             7384.424            7428.143            7398.923            7391.876            7385.409           -1386.18 
 408.22             6468.32             7454.709            7387.287            7431.467            7401.96             7394.844            7388.298           -986.3892 
 408.17             6522.62             7457.483            7389.28             7433.929            7404.131            7396.944            7390.319           -934.8628 
 408.12             6524                7460.157            7391.16             7436.286            7406.191            7398.933            7392.228           -936.1572 
 408.07             6543.25             7462.847            7393.041            7438.65             7408.256            7400.925            7394.139           -919.5972 
 408.02             6867.4              7465.516            7394.885            7440.986            7410.287            7402.883            7396.014           -598.1157 
 407.97             6764.53             7467.499            7396.029            7442.63             7411.621            7404.144            7397.19            -702.9688 
 407.92             6778.03             7469.724            7397.399            7444.508            7413.186            7405.632            7398.594           -691.6938 
 407.87             6925.79             7471.938            7398.743            7446.369            7414.727            7407.098            7399.973           -546.1484 
 407.82             6919.17             7473.852            7399.769            7447.919            7415.955            7408.248            7401.036           -554.6821 
 407.77             6551.45             7475.799            7400.811            7449.496            7417.203            7409.417            7402.117           -924.3491 
 407.72             6846.64             7478.564            7402.654            7451.881            7419.254            7411.39             7404               -631.9238 
 407.67             6792.96             7480.711            7403.86             7453.639            7420.674            7412.729            7405.25            -687.751 
 407.62             6678.52             7482.995            7405.186            7455.525            7422.217            7414.19             7406.619           -804.4751 
 407.57             6551.11             7485.549            7406.762            7457.672            7424.016            7415.906            7408.242           -934.4395 
 407.52             6692.47             7488.403            7408.619            7460.109            7426.098            7417.904            7410.147           -795.9331 
 407.47             6623.51             7490.974            7410.172            7462.252            7427.882            7419.603            7411.752           -867.4639 
 407.42             6758.01             7493.718            7411.878            7464.559            7429.823            7421.458            7413.513           -735.7085 
 407.37             6886.4              7496.198            7413.297            7466.589            7431.482            7423.03             7414.988           -609.7979 
 407.32             6777.47             7498.422            7414.44             7468.353            7432.87             7424.329            7416.19            -720.9517 
 407.27             6895.63             7500.91             7415.822            7470.368            7434.501            7425.871            7417.636           -605.2798 
 407.22             6977.51             7503.166            7416.95             7472.139            7435.884            7427.163            7418.83            -525.6558 
 407.17             6912.46             7505.272            7417.904            7473.748            7437.098            7428.285            7419.854           -592.8125 
 407.12             7011.79             7507.547            7419                7475.511            7438.459            7429.553            7421.024           -495.7568 
 407.07             7010.21             7509.634            7419.884            7477.073            7439.614            7430.613            7421.986           -499.4243 
 407.02             7038.92             7511.755            7420.772            7478.653            7440.779            7431.683            7422.958           -472.835 
 406.97             6963.39             7513.841            7421.601            7480.185            7441.889            7432.696            7423.874           -550.4512 
 406.92             6844.17             7516.124            7422.595            7481.895            7443.172            7433.88             7424.961           -671.9541 
 406.87             6840.02             7518.697            7423.85             7483.88             7444.721            7435.33             7426.314           -678.6768 
 406.82             6912.83             7521.313            7425.116            7485.89             7446.289            7436.797            7427.687           -608.4829 
 406.77             6940.3              7523.808            7426.228            7487.759            7447.708            7438.114            7428.911           -583.5078 
 406.72             6965.1              7526.277            7427.282            7489.583            7449.076            7439.379            7430.084           -561.1768 
 406.67             7161.57             7528.73             7428.285            7491.372            7450.399            7440.599            7431.214           -367.1606 
 406.62             7002.83             7530.797            7428.863            7492.751            7451.307            7441.399            7431.93            -527.9673 
 406.57             6957.6              7533.247            7429.788            7494.492            7452.566            7442.552            7433               -575.647 
 406.52             6990.02             7535.839            7430.812            7496.348            7453.934            7443.812            7434.182           -545.8188 
 406.47             7135.86             7538.403            7431.768            7498.152            7455.241            7445.009            7435.306           -402.5435 
 406.42             7151.31             7540.697            7432.41             7499.658            7456.241            7445.898            7436.129           -389.3867 
 406.37             7087.09             7543.007            7433.02             7501.149            7457.218            7446.763            7436.935           -455.917 
 406.32             6939.63             7545.505            7433.77             7502.798            7458.344            7447.776            7437.896           -605.875 
 406.27             7241.8              7548.377            7434.842            7504.788            7459.801            7449.118            7439.197           -306.5771 
 406.22             7300.61             7550.649            7435.261            7506.141            7460.613            7449.814            7439.863           -250.0391 
 406.17             7422                7552.853            7435.553            7507.387            7461.308            7450.393            7440.425           -130.853 
 406.12             7053.41             7554.857            7435.583            7508.39             7461.75             7450.717            7440.748           -501.4468 
 406.07             6858.16             7557.724            7436.412            7510.211            7463.001            7451.849            7441.897           -699.5635 
 406.02             7148.31             7561.088            7437.666            7512.479            7464.689            7453.416            7443.502           -412.7783 
 405.97             6989.22             7563.899            7438.293            7514.141            7465.759            7454.365            7444.515           -574.6792 
 405.92             7093.81             7567.14             7439.268            7516.171            7467.188            7455.671            7445.913           -473.3296 
 405.87             6979.76             7570.245            7440.017            7517.999            7468.403            7456.763            7447.131           -590.4854 
 405.82             7364.47             7573.696            7441.016            7520.098            7469.879            7458.114            7448.652           -209.2256 
 405.77             7489.63             7576.426            7441.182            7521.389            7470.535            7458.645            7449.403           -86.79639 
 405.72             7380.18             7579.01             7441.077            7522.432            7470.931            7458.915            7449.962           -198.8296 
 405.67             7118.31             7581.984            7441.209            7523.737            7471.579            7459.436            7450.86            -463.6738 
 405.62             7477.51             7585.716            7441.909            7525.636            7472.807            7460.537            7452.464           -108.2065 
 405.57             7582.75             7588.918            7441.832            7526.784            7473.272            7460.874            7453.485           -6.168457 
 405.52             7552.3              7592.237            7441.526            7527.73             7473.523            7460.996            7454.566           -39.93701 
 405.47             7448.15             7596.106            7441.286            7528.769            7473.854            7461.198            7456.143           -147.9565 
 405.42             7521.81             7600.913            7441.271            7530.063            7474.425            7461.641            7458.597           -79.10254 
 405.37             7329.07             7606.599            7441.096            7531.226            7474.853            7461.94             7461.868           -277.5288 
 405.32             7685.98             7614.202            7441.339            7532.837            7475.715            7462.673            7466.995            71.77783 
 405.27             7530.62             7623.169            7440.809            7533.707            7475.821            7462.65             7473.417           -92.54932 
 405.22             7870.13             7635.412            7440.614            7534.943            7476.28             7462.981            7483.049            234.7183 
 405.17             8042.53             7650.85             7439.682            7535.476            7476.021            7462.595            7495.805            391.6797 
 405.12             7960.17             7670.977            7438.375            7535.668            7475.404            7461.853            7513.175            289.1929 
 405.07             8008.07             7697.475            7437.242            7536.07             7474.983            7461.307            7536.841            310.5952 
 405.02             7885.07             7731.142            7436.004            7536.404            7474.477            7460.677            7567.596            153.9277 
 404.97             7739.44             7773.052            7435.03             7537.038            7474.256            7460.334            7606.514           -33.6123 
 404.92             8172.57             7823.494            7434.37             7538.025            7474.371            7460.33             7653.876            349.0762 
 404.87             8215.65             7880.725            7432.768            7538.112            7473.568            7459.41             7707.938            334.9258 
 404.82             8082.71             7944.078            7431.07             7538.143            7472.692            7458.42             7768.031            138.6323 
 404.77             8067.98             8011.547            7429.656            7538.502            7472.127            7457.745            7832.143            56.43262 
 404.72             8102.68             8079.299            7428.271            7538.933            7471.615            7457.126            7896.438            23.38135 
 404.67             8037.63             8142.847            7426.809            7539.332            7471.053            7456.462            7956.425           -105.2168 
 404.62             7833.47             8197.346            7425.483            7539.917            7470.657            7455.97             8007.253           -363.8755 
 404.57             8228.59             8237.807            7424.599            7540.989            7470.73             7455.952            8043.931           -9.216797 
 404.52             8179.62             8258.556            7422.854            7541.255            7469.975            7455.113            8060.776           -78.93555 
 404.47             8124.97             8258.1              7421.213            7541.673            7469.354            7454.416            8056.295           -133.1294 
 404.42             8302.8              8236.859            7419.686            7542.261            7468.881            7453.875            8030.901            65.94043 
 404.37             8236.68             8197.369            7417.77             7542.517            7468.054            7452.989            7987.12             39.31055 
 404.32             8487.04             8144.956            7415.994            7542.969            7467.403            7452.29             7930.276            342.084 
 404.27             8316.98             8084.149            7413.67             7542.935            7466.243            7451.093            7864.889            232.8315 
 404.22             8082.76             8020.899            7411.71             7543.326            7465.485            7450.313            7796.907            61.86035 
 404.17             8499.09             7959.521            7410.254            7544.285            7465.273            7450.092            7730.634            539.5693 
 404.12             8284.27             7901.809            7407.892            7544.406            7464.199            7449.025            7667.855            382.4604 
 404.07             7686.67             7851.407            7405.991            7545.056            7463.631            7448.483            7612.21            -164.7368 
 404.02             7730.95             7810.285            7405.382            7547.072            7464.403            7449.302            7565.655           -79.33447 
 403.97             7773.2              7777.428            7404.676            7549.063            7465.126            7450.094            7527.172           -4.227539 
 403.92             7539.26             7752.446            7403.876            7551.039            7465.809            7450.87             7496.358           -213.186 
 403.87             7623.05             7735.103            7403.583            7553.603            7467.053            7452.236            7472.96            -112.0532 
 403.82             7697.85             7723.652            7403.107            7556.066            7468.171            7453.507            7455.229           -25.80176 
 403.77             7764.61             7716.954            7402.467            7558.454            7469.187            7454.709            7442.005            47.65625 
 403.72             7343.4              7713.959            7401.682            7560.785            7470.12             7455.867            7432.233           -370.5591 
 403.67             7473.33             7714.792            7401.809            7564.122            7472.031            7458.045            7426.02            -241.4619 
 403.62             7384.26             7717.516            7401.653            7567.276            7473.73             7460.06             7421.408           -333.2559 
 403.57             7139.41             7722.035            7401.691            7570.724            7475.697            7462.393            7418.294           -582.625 
 403.52             7293.94             7728.289            7402.26             7574.81             7478.273            7465.395            7416.59            -434.3486 
 403.47             6920.62             7735.128            7402.495            7578.67             7480.596            7468.208            7415.138           -814.5083 
 403.42             6880.7              7743.527            7403.54             7583.457            7483.815            7471.992            7414.884           -862.8267 
 403.37             6788.73             7752.661            7404.674            7588.453            7487.215            7476.038            7414.976           -963.9307 
 403.32             6710.29             7762.581            7406.01             7593.774            7490.913            7480.474            7415.45            -1052.291 
 403.27             6635.76             7773.244            7407.52             7599.402            7494.887            7485.291            7416.223           -1137.484 
 403.22             6344.09             7784.631            7409.194            7605.328            7499.131            7490.498            7417.256           -1440.541 
 403.17             6444.91             7797.236            7411.504            7612.032            7504.126            7496.592            7418.999           -1352.326 
 403.12             6256.51             7810.245            7413.602            7618.674            7509.029            7502.758            7420.588           -1553.735 
 403.07             6234.83             7824.313            7416.112            7625.881            7514.472            7509.653            7422.642           -1589.483 
 403.02             6357.14             7839.149            7418.674            7633.307            7520.104            7516.97             7424.792           -1482.009 
 402.97             6356.16             7854.499            7420.978            7640.639            7525.619            7524.455            7426.719           -1498.339 
 402.92             6242.02             7870.73             7423.287            7648.155            7531.292            7532.457            7428.687           -1628.71 
 402.87             6114.65             7888.225            7425.85             7656.114            7537.384            7541.339            7430.936           -1773.575 
 402.82             6021.49             7907.16             7428.694            7664.547            7543.93             7551.272            7433.494           -1885.669 
 402.77             6121.86             7927.704            7431.747            7673.396            7550.871            7562.396            7436.283           -1805.844 
 402.72             6011.61             7949.712            7434.589            7682.245            7557.795            7574.557            7438.882           -1938.103 
 402.67             6157.39             7974.045            7437.676            7691.564            7565.178            7588.585            7441.745           -1816.655 
 402.62             6093.04             8000.681            7440.453            7700.814            7572.48             7604.431            7444.315           -1907.641 
 402.57             6315.42             8030.727            7443.376            7710.454            7580.171            7623.184            7447.047           -1715.307 
 402.52             6432.23             8064.472            7445.823            7719.883            7587.652            7645.09             7449.316           -1632.242 
 402.47             6488.75             8103.229            7448.022            7729.335            7595.17             7671.44             7451.35            -1614.479 
 402.42             6439.11             8148.55             7450.103            7738.959            7602.885            7703.739            7453.276           -1709.44 
 402.37             6816.2              8202.434            7452.296            7749.004            7611.061            7743.932            7455.326           -1386.233 
 402.32             6936.83             8265.987            7453.676            7758.553            7618.802            7793.09             7456.572           -1329.157 
 402.27             7178.67             8342.332            7454.798            7768.187            7626.72             7854.251            7457.568           -1163.662 
 402.22             7266.54             8433.986            7455.396            7777.65             7634.598            7929.879            7458.049           -1167.446 
 402.17             7628.5              8544.569            7455.806            7787.303            7642.846            8023.491            7458.348           -916.0693 
 402.12             8065.57             8677.13             7455.432            7796.576            7650.967            8138.012            7457.87            -611.5601 
 402.07             8521.62             8835.111            7454.108            7805.317            7658.902            8276.767            7456.449           -313.4912 
 402.02             8993.92             9022.51             7451.792            7813.52             7666.769            8443.556            7454.042           -28.58984 
 401.97             9507.53             9242.783            7448.447            7821.16             7674.711            8641.643            7450.61             264.7471 
 401.92             9571.41             9499.325            7443.979            7828.18             7682.889            8874.134            7446.061            72.08496 
 401.87             10166.5             9796.082            7439.365            7835.594            7692.601            9144.613            7441.369            370.418 
 401.82             11158.7             10133.42            7433.448            7842.265            7703.076            9453.042            7435.379            1025.282 
 401.77             11141.5             10511.6             7425.367            7847.381            7713.976            9799.111            7427.229            629.9043 
 401.72             11591.7             10931.6             7417.305            7853.148            7728.096            10183.17            7419.102            660.0967 
 401.67             12289.2             11390.27            7408.25             7858.604            7745.218            10601.21            7409.984            898.9326 
 401.62             12451.6             11883.16            7397.661            7863.263            7765.79             11047.76            7399.336            568.4375 
 401.57             13024               12404.72            7386.697            7868.314            7792.104            11516.08            7388.317            619.2764 
 401.52             14021.5             12946.69            7374.467            7872.939            7824.726            11996.39            7376.034            1074.814 
 401.47             13819               13497.61            7360.047            7876.251            7864.346            12475.59            7361.563            321.3906 
 401.42             14587.2             14048.94            7346.035            7880.925            7915.542            12943.08            7347.503            538.2559 
 401.37             14781.2             14586.09            7330.326            7884.936            7978.511            13381.87            7331.748            195.1123 
 401.32             15112.4             15095.89            7314.162            7889.582            8056.955            13776.3             7315.54             16.5127 
 401.27             15282               15564.82            7297.245            7894.68             8153.544            14109.75            7298.581           -282.8203 
 401.22             15699.2             15979.73            7279.923            7900.653            8271.608            14366.02            7281.219           -280.5322 
 401.17             16021.9             16329.9             7261.658            7907.092            8414.017            14530.85            7262.916           -308.002 
 401.12             15954.6             16609.23            7242.653            7914.355            8584.598            14594.36            7243.875           -654.6289 
 401.07             16330.1             16817.16            7223.754            7923.42             8787.536            14552.53            7224.94            -487.0605 
 401.02             16277.3             16958.07            7203.999            7933.561            9025.663            14405.7             7205.152           -680.7744 
 400.97             16277.5             17043.51            7184.315            7945.916            9302.914            14162.19            7185.436           -766.0059 
 400.92             16792.2             17088.71            7164.588            7960.702            9622.289            13833.81            7165.678           -296.5137 
 400.87             17130.8             17110.53            7143.702            7977.227            9985.347            13434.3             7144.762            20.27148 
 400.82             17231.2             17128.07            7122.036            7996.34             10393.69            12981.08            7123.068            103.1289 
 400.77             17278               17160.06            7100.105            8019.277            10849.13            12490.87            7101.11             117.9375 
 400.72             17685.6             17222.98            7078.025            8046.97             11350.82            11980.26            7079.004            462.6211 
 400.67             18126.1             17330               7055.013            8079.797            11896.6             11462.67            7055.966            796.0996 
 400.62             18607               17492.23            7030.995            8119.204            12483.65            10950.43            7031.924            1114.773 
 400.57             18740.2             17717.22            7005.883            8166.933            13106.43            10454.71            7006.789            1022.982 
 400.52             18687.8             18010.66            6980.427            8226.278            13760.1             9984.255            6981.31             677.1406 
 400.47             18878.7             18374.03            6955.028            8300.663            14436.16            9546.402            6955.89             504.6719 
 400.42             19209.2             18805.46            6929.161            8393.547            15124.72            9144.676            6930.002            403.7422 
 400.37             19790.8             19300.88            6902.521            8509.635            15814.49            8780.978            6903.341            489.918 
 400.32             20182.9             19852.91            6874.562            8654.263            16491.11            8455.857            6875.363            329.9902 
 400.27             20758.7             20454.92            6845.689            8835.416            17141.51            8168.596            6846.472            303.7773 
 400.22             21219               21097.24            6815.507            9061.268            17749.02            7917.198            6816.271            121.7617 
 400.17             21617.8             21771.98            6784.26             9342.589            18298.19            7698.983            6785.007           -154.1836 
 400.12             21917.9             22472.23            6752.08             9691.854            18773.13            7510.685            6752.811           -554.334 
 400.07             22499.5             23191.8             6719.18             10122.6             19157.74            7349.101            6719.894           -692.2969 
 400.02             23637               23928.63            6684.945            10650.19            19437.85            7209.785            6685.644           -291.6328 
 399.97             24342               24682.52            6648.17             11289.61            19600.47            7088.092            6648.853           -340.5176 
 399.92             24861.1             25461.91            6609.785            12060.09            19639.17            6981.557            6610.454           -600.8125 
 399.87             25466.7             26280.41            6570.191            12981.34            19551.26            6887.545            6570.845           -813.7129 
 399.82             26601.3             27154.8             6529.197            14070.76            19338.5             6803.296            6529.837           -553.5039 
 399.77             28217.3             28107.47            6485.652            15346.66            19006.15            6725.345            6486.279            109.8262 
 399.72             29398.4             29161.31            6438.508            16822.81            18564.1             6650.799            6439.122            237.0938 
 399.67             30404.4             30343.58            6388.699            18514.64            18026.7             6579.028            6389.3              60.82227 
 399.62             31660               31679.68            6336.6              20433.77            17409.37            6509.156            6337.188           -19.67969 
 399.57             34144.3             33187.59            6281.662            22582.18            16728.47            6439.681            6282.239            956.7109 
 399.52             36049.7             34880.86            6221.219            24958.74            15996.84            6367.158            6221.784            1168.836 
 399.47             37633.7             36765.26            6156.508            27553.3             15232.15            6292.261            6157.063            868.4414 
 399.42             39388.3             38840.09            6088.221            30351.44            14449.31            6215.238            6088.765            548.2148 
 399.37             41602.3             41093.99            6015.979            33329.26            13660.78            6135.377            6016.512            508.3086 
 399.32             44281.6             43499.9             5938.779            36447.28            12878.21            6051.446            5939.302            781.6992 
 399.27             47310.9             46025.46            5855.6              39664.02            12109.89            5962.232            5856.113            1285.441 
 399.22             50698.2             48621.25            5765.666            42920.9             11364.35            5866.84             5766.169            2076.945 
 399.17             52609.6             51231.91            5668.189            46156.3             10647.13            5764.377            5668.684            1377.688 
 399.12             54905.7             53796.1             5566.354            49304.21            9966.162            5657.952            5566.838            1109.598 
 399.07             57069               56234.88            5459.318            52281.56            9324.793            5546.676            5459.794            834.125 
 399.02             58302.6             58469.95            5347.357            55008.79            8724.639            5430.772            5347.825           -167.3516 
 398.97             59569.1             60415.1             5232.475            57398.43            8168.945            5312.218            5232.934           -846 
 398.92             61336.6             61986.88            5114.596            59367.91            7656.809            5190.908            5115.047           -650.2813 
 398.87             62769.2             63105.92            4992.631            60839.57            7185.443            5065.727            4993.074           -336.7188 
 398.82             63264.7             63705.16            4867.291            61748.22            6753.709            4937.371            4867.727           -440.457 
 398.77             62428               63740.52            4740.604            62053.05            6360.397            4807.848            4741.031           -1312.516 
 398.72             61545.4             63192.41            4615.455            61737.41            6005.461            4680.032            4615.875           -1647.016 
 398.67             60273.2             62066.16            4491.951            60810.29            5685.346            4554.015            4492.364           -1792.961 
 398.62             59230.9             60392.73            4370.939            59306.33            5397.24             4430.631            4371.346           -1161.828 
 398.57             57837               58226.93            4251.928            57283.68            5137.325            4309.38             4252.327           -389.9297 
 398.52             55638.7             55636.66            4135.682            54813.81            4902.805            4191.015            4136.075            2.035156 
 398.47             53328.2             52705.89            4023.951            51983.73            4692.397            4077.281            4024.338            622.3125 
 398.42             50369.8             49516.43            3916.99             48878.24            4503.362            3968.422            3917.37             853.375 
 398.37             46608.6             46149.88            3816.213            45581.63            4334.454            3865.844            3816.587            458.7266 
 398.32             43373.9             42690.23            3723.381            42180.13            4185.195            3771.305            3723.749            683.6719 
 398.27             39766.4             39204.4             3637.365            38742.73            4052.364            3683.666            3637.727            562 
 398.22             37045.4             35761.78            3558.986            35340.55            3935.105            3603.746            3559.343            1283.617 
 398.17             33501.8             32414.29            3486.34             32026.97            3830.015            3529.632            3486.691            1087.512 
