B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 398.22             25059.3             25566.67            3092.642            24879.04            3696.195            3175.668            3093.697           -507.3711 
 398.17             22418.5             22873.06            3046.761            22252.7             3585.709            3127.138            3047.801           -454.5605 
 398.12             20027.7             20360.06            3006.298            19796.64            3490.84             3084.149            3007.322           -332.3594 
 398.07             17751.1             18046.95            2970.746            17531.73            3409.513            3046.189            2971.755           -295.8535 
 398.02             15921.7             15940.67            2939.875            15466.4             3340.015            3013.017            2940.869           -18.97363 
 397.97             13909.3             14046.51            2912.76             13607.1             3280.247            2983.704            2913.74            -137.2139 
 397.92             12147.8             12361.73            2889.791            11952.18            3229.532            2958.635            2890.757           -213.9268 
 397.87             10474.9             10878.52            2870.455            10494.72            3186.47             2937.287            2871.406           -403.6211 
 397.82             9708.72             9588.37             2854.571            9226.914            3150.18             2919.479            2855.51             120.3496 
 397.77             8716.58             8474.902            2840.255            8133.021            3118.149            2903.318            2841.18             241.6777 
 397.72             7602.25             7525.142            2827.981            7200.534            3090.38             2889.278            2828.893            77.1084 
 397.67             7051.19             6722.755            2818.009            6413.542            3066.721            2877.611            2818.908            328.4351 
 397.62             6250.4              6049.959            2809.167            5754.596            3045.669            2867.143            2810.054            200.4404 
 397.57             5889.81             5492.053            2801.98             5209.24             3027.504            2858.394            2802.854            397.7568 
 397.52             5755.93             5032.069            2795.53             4760.735            3011.088            2850.444            2796.393            723.8608 
 397.47             5162.97             4655.742            2789.347            4394.969            2995.797            2842.819            2790.198            507.228 
 397.42             4869.14             4350.625            2784.389            4099.638            2982.451            2836.476            2785.229            518.5146 
 397.37             4608.75             4104.237            2780.035            3862.372            2970.319            2830.788            2780.863            504.5127 
 397.32             4038.74             3906.49             2776.215            3673.161            2959.258            2825.685            2777.032            132.2498 
 397.27             4093.24             3748.876            2773.578            3523.574            2949.841            2821.812            2774.384            344.3638 
 397.22             4024.22             3622.7              2770.822            3404.963            2940.72             2817.865            2771.617            401.52 
 397.17             3901.21             3521.763            2768.204            3311.181            2932.104            2814.1              2768.989            379.447 
 397.12             3814.89             3440.889            2765.837            3237.094            2924.067            2810.627            2766.612            374.0012 
 397.07             3721.08             3375.817            2763.646            3178.465            2916.51             2807.369            2764.411            345.2632 
 397.02             3659.5              3323.04             2761.646            3131.821            2909.417            2804.339            2762.402            336.4597 
 396.97             3624.76             3279.815            2759.771            3094.435            2902.706            2801.47             2760.517            344.9453 
 396.92             3570.51             3243.899            2757.964            3064.089            2896.299            2798.704            2758.7              326.6113 
 396.87             3354.44             3213.645            2756.267            3039.157            2890.217            2796.079            2756.994            140.7947 
 396.82             3224.49             3188.139            2755.018            3018.733            2884.79             2793.933            2755.736            36.35132 
 396.77             3080.13             3166.188            2754.037            3001.647            2879.821            2792.086            2754.746           -86.05811 
 396.72             3106.53             3147.106            2753.356            2987.219            2875.333            2790.566            2754.056           -40.57617 
 396.67             3315.43             3129.966            2752.619            2974.537            2870.957            2789.018            2753.31             185.4639 
 396.62             3242.5              3113.96             2751.443            2962.807            2866.299            2787.057            2752.126            128.54 
 396.57             3269.94             3099.384            2750.417            2952.33             2861.943            2785.271            2751.092            170.5557 
 396.52             3071.65             3085.781            2749.332            2942.662            2857.667            2783.45             2749.999           -14.13135 
 396.47             3084.68             3073.464            2748.659            2934.123            2853.937            2782.063            2749.318            11.21558 
 396.42             2919.42             3061.857            2747.957            2926.145            2850.305            2780.671            2748.608           -142.437 
 396.37             3050.36             3051.227            2747.599            2919.005            2847.135            2779.642            2748.242           -.8669434 
 396.32             3071.15             3040.893            2746.967            2912.026            2843.804            2778.36             2747.602            30.25708 
 396.27             3074.99             3031.014            2746.29             2905.378            2840.534            2777.052            2746.918            43.97632 
 396.22             3111.17             3021.589            2745.603            2899.062            2837.358            2775.754            2746.224            89.58081 
 396.17             2885.01             3012.507            2744.839            2892.974            2834.201            2774.397            2745.453           -127.4968 
 396.12             2857.53             3004.278            2744.547            2887.632            2831.605            2773.527            2745.153           -146.7483 
 396.07             3121.04             2996.471            2744.311            2882.606            2829.154            2772.731            2744.91             124.5691 
 396.02             2909.6              2988.445            2743.524            2877.265            2826.234            2771.401            2744.117           -78.84473 
 395.97             2754.35             2981.177            2743.177            2872.586            2823.833            2770.525            2743.763           -226.8274 
 395.92             2909.86             2974.529            2743.154            2868.437            2821.831            2769.988            2743.733           -64.66895 
 395.87             3005.72             2967.83             2742.805            2864.153            2819.574            2769.14             2743.379            37.88965 
 395.82             3043.66             2961.197            2742.256            2859.852            2817.185            2768.106            2742.823            82.46289 
 395.77             2867.96             2954.727            2741.627            2855.637            2814.78             2767.003            2742.187           -86.76733 
 395.72             2823.69             2948.861            2741.363            2851.95             2812.802            2766.28             2741.917           -125.1711 
 395.67             2820.98             2943.308            2741.191            2848.504            2810.977            2765.661            2741.739           -122.3284 
 395.62             2815.77             2937.968            2741.024            2845.204            2809.211            2765.058            2741.566           -122.1975 
 395.57             2758.34             2932.84             2740.868            2842.051            2807.511            2764.479            2741.405           -174.4998 
 395.52             2801.13             2928.018            2740.832            2839.14             2805.981            2764.029            2741.362           -126.8877 
 395.47             2832.33             2923.288            2740.706            2836.262            2804.411            2763.5              2741.231           -90.95776 
 395.42             2646.48             2918.664            2740.514            2833.431            2802.824            2762.917            2741.034           -272.1836 
 395.37             2801.52             2914.586            2740.711            2831.094            2801.668            2762.732            2741.225           -113.0659 
 395.32             2810.01             2910.342            2740.584            2828.535            2800.233            2762.233            2741.092           -100.3318 
 395.27             2916.01             2906.224            2740.439            2826.053            2798.821            2761.724            2740.942            9.786377 
 395.22             2870.38             2902.026            2740.072            2823.442            2797.227            2761.004            2740.57            -31.64648 
 395.17             2559.43             2898.057            2739.8              2821.011            2795.766            2760.386            2740.293           -338.6267 
 395.12             2776.13             2894.861            2740.177            2819.311            2794.989            2760.426            2740.664           -118.7307 
 395.07             3005.74             2891.336            2740.102            2817.237            2793.797            2760.023            2740.584            114.4038 
 395.02             2738.04             2887.446            2739.547            2814.757            2792.157            2759.147            2740.024           -149.4055 
 394.97             2759.41             2884.226            2739.55             2812.907            2791.109            2758.837            2740.023           -124.8159 
 394.92             2801.56             2881.067            2739.508            2811.079            2790.046            2758.49             2739.977           -79.50684 
 394.87             2831.89             2877.919            2739.379            2809.226            2788.926            2758.062            2739.842           -46.0293 
 394.82             2646.01             2874.806            2739.186            2807.371            2787.77             2757.577            2739.644           -228.7964 
 394.77             2870.97             2872.172            2739.38             2805.962            2787.03             2757.487            2739.834           -1.202393 
 394.72             2694                2869.159            2739.105            2804.139            2785.847            2756.934            2739.555           -175.1589 
 394.67             2879.47             2866.6              2739.199            2802.739            2785.059            2756.756            2739.645            12.87012 
 394.62             2822.17             2863.733            2738.906            2801                2783.907            2756.197            2739.347           -41.56323 
 394.57             2616.63             2861.065            2738.732            2799.431            2782.899            2755.763            2739.169           -244.4355 
 394.52             2680.65             2858.9              2738.988            2798.335            2782.343            2755.765            2739.42            -178.2502 
 394.47             2778.02             2856.675            2739.109            2797.152            2781.676            2755.638            2739.538           -78.65503 
 394.42             2895.6              2854.316            2739.028            2795.808            2780.826            2755.314            2739.452            41.28418 
 394.37             2848.02             2851.776            2738.701            2794.258            2779.751            2754.749            2739.121           -3.756104 
 394.32             2767.97             2849.4              2738.473            2792.845            2778.795            2754.288            2738.889           -81.42993 
 394.27             2800.81             2847.251            2738.411            2791.637            2778.025            2753.999            2738.823           -46.44092 
 394.22             2840.24             2845.094            2738.281            2790.396            2777.204            2753.646            2738.689           -4.853516 
 394.17             2845.01             2842.91             2738.068            2789.106            2776.319            2753.216            2738.472            2.100098 
 394.12             2747.99             2840.77             2737.844            2787.839            2775.44             2752.779            2738.245           -92.77954 
 394.07             2763.69             2838.885            2737.823            2786.805            2774.781            2752.549            2738.22            -75.19531 
 394.02             2852.71             2837.018            2737.769            2785.769            2774.104            2752.29             2738.163            15.69214 
 393.97             2854.51             2835.014            2737.529            2784.576            2773.257            2751.85             2737.919            19.49561 
 393.92             2660.59             2833.054            2737.285            2783.407            2772.421            2751.41             2737.671           -172.4636 
 393.87             2567.56             2831.542            2737.445            2782.669            2772.003            2751.377            2737.828           -263.9817 
 393.82             2591.03             2830.269            2737.8              2782.152            2771.794            2751.544            2738.179           -239.2393 
 393.77             2764.8              2828.99             2738.106            2781.611            2771.551            2751.666            2738.482           -64.19019 
 393.72             2711.87             2827.391            2738.051            2780.732            2770.959            2751.429            2738.423           -115.5205 
 393.67             2799                2825.941            2738.105            2779.986            2770.49             2751.307            2738.474           -26.94092 
 393.62             2968.04             2824.346            2737.978            2779.08             2769.851            2751.006            2738.344            143.6938 
 393.57             2849.58             2822.436            2737.498            2777.843            2768.871            2750.355            2737.86             27.14429 
 393.52             2689.57             2820.807            2737.264            2776.873            2768.149            2749.954            2737.623           -131.2368 
 393.47             2725.31             2819.547            2737.363            2776.256            2767.772            2749.89             2737.719           -94.23706 
 393.42             2722.72             2818.246            2737.388            2775.584            2767.331            2749.754            2737.741           -95.52563 
 393.37             2733.32             2816.981            2737.419            2774.936            2766.906            2749.627            2737.769           -83.66138 
 393.32             2687.47             2815.727            2737.427            2774.284            2766.47             2749.481            2737.774           -128.2568 
 393.27             2630.49             2814.598            2737.532            2773.745            2766.139            2749.434            2737.876           -184.1077 
 393.22             2709.2              2813.617            2737.755            2773.341            2765.938            2749.508            2738.096           -104.4172 
 393.17             2850.47             2812.502            2737.815            2772.791            2765.582            2749.422            2738.153            37.96826 
 393.12             2878.32             2811.117            2737.58             2771.959            2764.939            2749.043            2737.915            67.20288 
 393.07             2678.15             2809.702            2737.286            2771.085            2764.247            2748.609            2737.618           -131.5518 
 393.02             2688.14             2808.729            2737.409            2770.643            2763.981            2748.594            2737.739           -120.5891 
 392.97             2788.51             2807.76             2737.512            2770.194            2763.703            2748.561            2737.839           -19.25049 
 392.92             2693.6              2806.607            2737.406            2769.55             2763.224            2748.321            2737.729           -113.0071 
 392.87             2721.04             2805.675            2737.497            2769.116            2762.95             2748.282            2737.818           -84.63501 
 392.82             2776.72             2804.709            2737.532            2768.638            2762.627            2748.188            2737.85            -27.98877 
 392.77             2703.63             2803.647            2737.45             2768.056            2762.195            2747.98             2737.765           -100.0176 
 392.72             2665.68             2802.761            2737.521            2767.639            2761.924            2747.927            2737.833           -137.0813 
 392.67             2763.14             2801.975            2737.67             2767.313            2761.738            2747.955            2737.981           -38.83521 
 392.62             2703.6              2801.005            2737.617            2766.794            2761.356            2747.781            2737.925           -97.40454 
 392.57             2699.72             2800.179            2737.688            2766.411            2761.105            2747.735            2737.994           -100.4595 
 392.52             2653.52             2799.381            2737.768            2766.046            2760.868            2747.699            2738.071           -145.8606 
 392.47             2664.54             2798.698            2737.944            2765.788            2760.735            2747.761            2738.244           -134.1577 
 392.42             2724.34             2798.01             2738.097            2765.518            2760.585            2747.803            2738.395           -73.66992 
 392.37             2788.14             2797.215            2738.126            2765.132            2760.317            2747.722            2738.421           -9.074951 
 392.32             2651.46             2796.304            2738.021            2764.623            2759.921            2747.509            2738.314           -144.844 
 392.27             2792.85             2795.694            2738.202            2764.407            2759.816            2747.584            2738.493           -2.844238 
 392.22             2745.06             2794.806            2738.088            2763.906            2759.422            2747.365            2738.376           -49.74634 
 392.17             2677.39             2794.033            2738.073            2763.512            2759.133            2747.248            2738.36            -116.6436 
 392.12             2825.04             2793.417            2738.2              2763.269            2758.99             2747.274            2738.484            31.62305 
 392.07             2831.35             2792.507            2738.019            2762.725            2758.544            2746.993            2738.301            38.84302 
 392.02             2848.75             2791.598            2737.824            2762.175            2758.09             2746.701            2738.104            57.15161 
 391.97             2766.63             2790.667            2737.592            2761.596            2757.604            2746.373            2737.87            -24.03687 
 391.92             2726.02             2789.92             2737.531            2761.196            2757.294            2746.218            2737.807           -63.89966 
 391.87             2858.72             2789.271            2737.555            2760.887            2757.073            2746.149            2737.829            69.44922 
 391.82             2748.13             2788.358            2737.302            2760.308            2756.579            2745.804            2737.573           -40.22803 
 391.77             2684.02             2787.688            2737.28             2759.967            2756.321            2745.691            2737.549           -103.6682 
 391.72             2660.83             2787.164            2737.391            2759.765            2756.2              2745.714            2737.658           -126.334 
 391.67             2807.08             2786.701            2737.551            2759.619            2756.132            2745.786            2737.816            20.37891 
 391.62             2722                2785.945            2737.406            2759.175            2755.763            2745.555            2737.669           -63.94482 
 391.57             2698.37             2785.377            2737.438            2758.913            2755.576            2745.503            2737.699           -87.00708 
 391.52             2797.25             2784.87             2737.52             2758.707            2755.442            2745.501            2737.779            12.37988 
 391.47             2846.77             2784.168            2737.395            2758.3              2755.105            2745.295            2737.652            62.60229 
 391.42             2686.86             2783.372            2737.166            2757.795            2754.669            2744.985            2737.421           -96.51172 
 391.37             2621.91             2782.92             2737.271            2757.629            2754.569            2745.011            2737.524           -161.0098 
 391.32             2755.57             2782.614            2737.512            2757.604            2754.61             2745.173            2737.764           -27.04395 
 391.27             2628.46             2782.039            2737.475            2757.306            2754.375            2745.059            2737.724           -153.5791 
 391.22             2591.25             2781.74             2737.702            2757.278            2754.408            2745.21             2737.95            -190.4895 
 391.17             2620.3              2781.527            2738.008            2757.333            2754.523            2745.441            2738.254           -161.2273 
 391.12             2612.21             2781.264            2738.254            2757.333            2754.582            2745.614            2738.498           -169.0542 
 391.07             2531.29             2781.027            2738.517            2757.355            2754.661            2745.804            2738.76            -249.7373 
 391.02             2734.86             2780.969            2738.95             2757.551            2754.912            2746.165            2739.19            -46.10864 
 390.97             2814.78             2780.495            2738.958            2757.327            2754.742            2746.103            2739.197            34.2854 
 390.92             2659.12             2779.863            2738.8              2756.941            2754.409            2745.876            2739.037           -120.7424 
 390.87             2780.62             2779.562            2738.967            2756.884            2754.403            2745.973            2739.202            1.057861 
 390.82             2627.21             2779.017            2738.88             2756.577            2754.146            2745.819            2739.113           -151.8069 
 390.77             2657.58             2778.799            2739.113            2756.594            2754.213            2745.986            2739.345           -121.2192 
 390.72             2699.75             2778.527            2739.283            2756.553            2754.219            2746.091            2739.514           -78.7771 
 390.67             2746.25             2778.174            2739.366            2756.428            2754.141            2746.108            2739.594           -31.92407 
 390.62             2852.53             2777.731            2739.351            2756.209            2753.967            2746.03             2739.578            74.79907 
 390.57             2687.55             2777.074            2739.115            2755.772            2753.575            2745.731            2739.341           -89.52393 
 390.52             2699.74             2776.767            2739.223            2755.683            2753.529            2745.777            2739.447           -77.0271 
 390.47             2620.73             2776.442            2739.305            2755.572            2753.46             2745.798            2739.528           -155.7122 
 390.42             2682.17             2776.289            2739.553            2755.629            2753.559            2745.986            2739.774           -94.1189 
 390.37             2828.57             2776.014            2739.673            2755.562            2753.532            2746.046            2739.892            52.55566 
 390.32             2612.87             2775.441            2739.487            2755.193            2753.202            2745.802            2739.705           -162.5708 
 390.27             2622.75             2775.323            2739.751            2755.277            2753.324            2746.009            2739.968           -152.5732 
 390.22             2679.65             2775.192            2739.996            2755.344            2753.429            2746.196            2740.211           -95.54199 
 390.17             2660.48             2774.948            2740.122            2755.296            2753.417            2746.266            2740.335           -114.4683 
 390.12             2597.8              2774.751            2740.288            2755.291            2753.448            2746.377            2740.5             -176.9507 
 390.07             2851.65             2774.69             2740.586            2755.42             2753.612            2746.62             2740.796            76.95947 
 390.02             2749.98             2774.106            2740.354            2755.022            2753.249            2746.334            2740.563           -24.12573 
 389.97             2632.37             2773.739            2740.334            2754.839            2753.099            2746.26             2740.542           -141.3684 
 389.92             2881.74             2773.622            2740.559            2754.904            2753.197            2746.433            2740.766            108.1179 
 389.87             2896.63             2772.99             2740.264            2754.452            2752.776            2746.086            2740.469            123.6394 
 389.82             2936.15             2772.333            2739.938            2753.97             2752.326            2745.709            2740.141            163.8171 
 389.77             2735.71             2771.596            2739.528            2753.408            2751.794            2745.249            2739.73            -35.88647 
 389.72             2697.1              2771.283            2739.536            2753.266            2751.682            2745.207            2739.737           -74.18286 
 389.67             2634.62             2771.055            2739.625            2753.207            2751.652            2745.246            2739.824           -136.4348 
 389.62             2926.91             2770.962            2739.844            2753.281            2751.754            2745.417            2740.042            155.9475 
 389.57             2891.92             2770.264            2739.453            2752.747            2751.249            2744.978            2739.65             121.6558 
 389.52             2805.58             2769.643            2739.135            2752.288            2750.817            2744.612            2739.33             35.93701 
 389.47             2783.54             2769.206            2738.996            2752.011            2750.566            2744.427            2739.19             14.33374 
 389.42             2853.1              2768.819            2738.903            2751.781            2750.363            2744.288            2739.096            84.28076 
 389.37             2637.58             2768.291            2738.664            2751.409            2750.016            2744.003            2738.856           -130.7109 
 389.32             2561.62             2768.217            2738.875            2751.488            2750.12             2744.17             2739.066           -206.5969 
 389.27             2797.57             2768.306            2739.246            2751.728            2750.385            2744.496            2739.435            29.26416 
 389.22             2680.55             2767.907            2739.124            2751.478            2750.159            2744.33             2739.312           -87.35718 
 389.17             2797.32             2767.756            2739.246            2751.475            2750.178            2744.409            2739.433            29.56372 
 389.12             2774.32             2767.365            2739.125            2751.229            2749.956            2744.245            2739.311            6.95459 
 389.07             2821.2              2767.026            2739.052            2751.033            2749.782            2744.129            2739.236            54.17358 
 389.02             2738.88             2766.593            2738.88             2750.741            2749.512            2743.916            2739.063           -27.71289 
