B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              difference
 304.52             2449.32             3356.675            3342.109            3343.604            3353.585            3343.704           -907.3547 
 304.47             2485.28             3355.948            3341.289            3342.792            3352.836            3342.898           -870.6677 
 304.42             2340.7              3355.256            3340.503            3342.014            3352.122            3342.127           -1014.556 
 304.37             2315.36             3354.289            3339.441            3340.959            3351.132            3341.079           -1038.928 
 304.32             2218.86             3353.246            3338.303            3339.829            3350.067            3339.955           -1134.386 
 304.27             2392.55             3352.004            3336.964            3338.498            3348.802            3338.632           -959.4539 
 304.22             2185.37             3351.026            3335.888            3337.43             3347.801            3337.571           -1165.656 
 304.17             2184.55             3349.66             3334.423            3335.974            3346.411            3336.121           -1165.11 
 304.12             2158.83             3348.254            3332.918            3334.477            3344.982            3334.632           -1189.424 
 304.07             2258.75             3346.766            3331.329            3332.896            3343.47             3333.059           -1088.016 
 304.02             2195.87             3345.411            3329.872            3331.447            3342.091            3331.618           -1149.541 
 303.97             2248.43             3343.911            3328.27             3329.853            3340.566            3330.031           -1095.481 
 303.92             2203.58             3342.463            3326.718            3328.31             3339.094            3328.496           -1138.883 
 303.87             2116.05             3340.901            3325.052            3326.652            3337.507            3326.846           -1224.851 
 303.82             2243.26             3339.149            3323.193            3324.802            3335.729            3325.005           -1095.889 
 303.77             2210.91             3337.575            3321.512            3323.129            3334.129            3323.341           -1126.665 
 303.72             2136.86             3335.906            3319.735            3321.361            3332.434            3321.582           -1199.046 
 303.67             2147.32             3334.071            3317.79             3319.425            3330.572            3319.654           -1186.75 
 303.62             2141.87             3332.211            3315.82             3317.464            3328.686            3317.702           -1190.341 
 303.57             2268.74             3330.299            3313.797            3315.449            3326.747            3315.697           -1061.559 
 303.52             2242.02             3328.565            3311.95             3313.611            3324.985            3313.868           -1086.545 
 303.47             2149.67             3326.746            3310.017            3311.687            3323.138            3311.954           -1177.076 
 303.42             2031.36             3324.727            3307.883            3309.563            3321.092            3309.839           -1293.367 
 303.37             2269.48             3322.462            3305.501            3307.19             3318.798            3307.476           -1052.982 
 303.32             2159.97             3320.559            3303.481            3305.179            3316.867            3305.476           -1160.589 
 303.27             2160.6              3318.429            3301.232            3302.94             3314.708            3303.247           -1157.829 
 303.22             2097.55             3316.257            3298.939            3300.656            3312.505            3300.974           -1218.707 
 303.17             1999.76             3313.931            3296.493            3298.219            3310.15             3298.548           -1314.171 
 303.12             2122.28             3311.39             3293.829            3295.565            3307.579            3295.905           -1189.11 
 303.07             2059.86             3309.01             3291.325            3293.071            3305.168            3293.422           -1249.15 
 303.02             2121.78             3306.477            3288.667            3290.422            3302.604            3290.785           -1184.697 
 302.97             2110.67             3304.001            3286.064            3287.829            3300.097            3288.204           -1193.332 
 302.92             2084.57             3301.461            3283.396            3285.17             3297.524            3285.557           -1216.891 
 302.87             1985.94             3298.827            3280.633            3282.417            3294.859            3282.817           -1312.887 
 302.82             2017.19             3295.975            3277.649            3279.444            3291.973            3279.856           -1278.785 
 302.77             2200.9              3293.124            3274.666            3276.47             3289.089            3276.895           -1092.224 
 302.72             2187.23             3290.539            3271.946            3273.761            3286.47             3274.199           -1103.309 
 302.67             2157.94             3287.885            3269.157            3270.982            3283.782            3271.434           -1129.945 
 302.62             2114.78             3285.135            3266.27             3268.105            3280.998            3268.571           -1170.355 
 302.57             2141.62             3282.262            3263.259            3265.105            3278.09             3265.584           -1140.642 
 302.52             2217.64             3279.387            3260.243            3262.1              3275.179            3262.594           -1061.747 
 302.47             2130.05             3276.594            3257.309            3259.177            3272.351            3259.685           -1146.544 
 302.42             2045.84             3273.605            3254.176            3256.055            3269.325            3256.578           -1227.765 
 302.37             2046.78             3270.42             3250.847            3252.736            3266.103            3253.274           -1223.64 
 302.32             2221.67             3267.185            3247.464            3249.365            3262.83             3249.918           -1045.515 
 302.27             2311.34             3264.198            3244.329            3246.24             3259.805            3246.811           -952.8582 
 302.22             2205.9              3261.319            3241.3              3243.223            3256.888            3243.809           -1055.419 
 302.17             2208.15             3258.215            3238.044            3239.978            3253.744            3240.581           -1050.065 
 302.12             2212.73             3255.066            3234.741            3236.686            3250.556            3237.306           -1042.336 
 302.07             2115.02             3251.877            3231.396            3233.353            3247.326            3233.99            -1136.857 
 302.02             2119.35             3248.471            3227.833            3229.801            3243.879            3230.457           -1129.121 
 301.97             2151.26             3245.02             3224.223            3226.202            3240.386            3226.876           -1093.76 
 301.92             2123.83             3241.571            3220.613            3222.605            3236.896            3223.297           -1117.741 
 301.87             2135.51             3238.024            3216.903            3218.906            3233.306            3219.618           -1102.514 
 301.82             2078.32             3234.445            3213.158            3215.174            3229.683            3215.904           -1156.125 
 301.77             2043.75             3230.714            3209.26             3211.288            3225.908            3212.038           -1186.964 
 301.72             2116.34             3226.868            3205.245            3207.285            3222.018            3208.056           -1110.528 
 301.67             2129.99             3223.091            3201.297            3203.349            3218.195            3204.14            -1093.101 
 301.62             2307.76             3219.283            3197.316            3199.38             3214.342            3200.193           -911.5229 
 301.57             2168.29             3215.728            3193.586            3195.663            3210.74             3196.497           -1047.438 
 301.52             2183.52             3211.885            3189.565            3191.655            3206.85             3192.511           -1028.365 
 301.47             2103.49             3208.015            3185.515            3187.617            3202.931            3188.497           -1104.525 
 301.42             2152.38             3203.954            3181.272            3183.387            3198.821            3184.29            -1051.574 
 301.37             2200.48             3199.922            3177.055            3179.183            3194.739            3180.11            -999.4419 
 301.32             2142.3              3195.917            3172.864            3175.005            3190.684            3175.956           -1053.617 
 301.27             2063.13             3191.76             3168.517            3170.671            3186.475            3171.647           -1128.63 
 301.22             2239.02             3187.41             3163.975            3166.143            3182.073            3167.145           -948.3896 
 301.17             2047.6              3183.305            3159.676            3161.857            3177.915            3162.885           -1135.705 
 301.12             2048.58             3178.816            3154.991            3157.186            3173.373            3158.24            -1130.236 
 301.07             2239.19             3174.27             3150.246            3152.454            3168.771            3153.536           -935.0803 
 301.02             2361.52             3169.993            3145.766            3147.989            3164.438            3149.099           -808.4727 
 300.97             2227.01             3165.874            3141.443            3143.679            3160.262            3144.818           -938.8635 
 300.92             2155.39             3161.473            3136.835            3139.085            3155.804            3140.253           -1006.083 
 300.87             2282.46             3156.894            3132.046            3134.31             3151.167            3135.509           -874.4341 
 300.82             2361.69             3152.477            3127.416            3129.695            3146.69             3130.924           -790.7869 
 300.77             2312.77             3148.145            3122.868            3125.161            3142.297            3126.422           -835.3748 
 300.72             2210.18             3143.677            3118.182            3120.49             3137.768            3121.783           -933.4976 
 300.67             2242.25             3138.981            3113.264            3115.587            3133.009            3116.913           -896.731 
 300.62             2146.4              3134.283            3108.342            3110.679            3128.247            3112.04            -987.8833 
 300.57             2216.75             3129.365            3103.195            3105.548            3123.264            3106.943           -912.6147 
 300.52             2253.85             3124.508            3098.108            3100.476            3118.341            3101.907           -870.6582 
 300.47             2303.59             3119.659            3093.025            3095.408            3113.425            3096.876           -816.0691 
 300.42             2339.72             3114.841            3087.969            3090.368            3108.538            3091.873           -775.1208 
 300.37             2325.15             3110.03             3082.918            3085.333            3103.657            3086.875           -784.8801 
 300.32             2219.91             3105.142            3077.785            3080.216            3098.698            3081.798           -885.2317 
 300.27             2375.61             3100.017            3072.413            3074.86             3093.501            3076.482           -724.407 
 300.22             2383.9              3095.104            3067.249            3069.711            3088.514            3071.375           -711.2039 
 300.17             2471.57             3090.153            3062.042            3064.521            3083.488            3066.228           -618.5825 
 300.12             2381.07             3085.301            3056.932            3059.427            3078.559            3061.177           -704.2305 
 300.07             2480.42             3080.243            3051.612            3054.124            3073.423            3055.919           -599.8228 
 300.02             2333.77             3075.303            3046.406            3048.935            3068.405            3050.776           -741.5334 
 299.97             2541.54             3070.062            3040.895            3043.44             3063.082            3045.328           -528.5215 
 299.92             2542.88             3065.124            3035.683            3038.246            3058.062            3040.182           -522.2439 
 299.87             2475.65             3060.141            3030.421            3033.001            3052.994            3034.987           -584.4907 
 299.82             2506.37             3054.994            3024.992            3027.59             3047.761            3029.626           -548.6235 
 299.77             2254.01             3049.849            3019.561            3022.176            3042.53             3024.265           -795.8394 
 299.72             2303.72             3044.22             3013.64             3016.273            3036.811            3018.416           -740.4998 
 299.67             2261                3038.617            3007.742            3010.393            3031.117            3012.591           -777.6169 
 299.62             2323.36             3032.883            3001.708            3004.378            3025.29             3006.631           -709.5232 
 299.57             2384.98             3027.198            2995.718            2998.406            3019.51             3000.717           -642.2175 
 299.52             2306.6              3021.562            2989.772            2992.479            3013.777            2994.85            -714.9614 
 299.47             2340.42             3015.735            2983.631            2986.356            3007.851            2988.789           -675.3149 
 299.42             2467.43             3009.909            2977.485            2980.23             3001.924            2982.725           -542.4788 
 299.37             2425                3004.245            2971.497            2974.26             2996.157            2976.821           -579.2451 
 299.32             2294.21             2998.455            2965.377            2968.16             2990.262            2970.787           -704.2454 
 299.27             2317.29             2992.385            2958.972            2961.775            2984.085            2964.47            -675.0952 
 299.22             2351.52             2986.296            2952.542            2955.365            2977.885            2958.13            -634.7759 
 299.17             2095.07             2980.207            2946.107            2948.949            2971.684            2951.787           -885.137 
 299.12             2159.75             2973.617            2939.165            2942.028            2964.979            2944.94            -813.8669 
 299.07             2182.07             2967.071            2932.262            2935.145            2958.316            2938.134           -785.0012 
 299.02             2349.14             2960.5              2925.326            2928.229            2951.624            2931.297           -611.3596 
 298.97             2306.05             2954.152            2918.608            2921.532            2945.154            2924.681           -648.1016 
 298.92             2256.39             2947.671            2911.75             2914.696            2938.547            2917.928           -691.2808 
 298.87             2187.12             2941.043            2904.74             2907.707            2931.791            2911.025           -753.9233 
 298.82             2171.51             2934.234            2897.541            2900.53             2924.85             2903.936           -762.7236 
 298.77             2208.42             2927.332            2890.243            2893.254            2917.814            2896.751           -718.9121 
 298.72             2322.43             2920.428            2882.936            2885.969            2910.772            2889.56            -597.9983 
 298.67             2190.31             2913.657            2875.754            2878.809            2903.859            2882.497           -723.3469 
 298.62             2254.19             2906.596            2868.276            2871.353            2896.654            2875.141           -652.4065 
 298.57             2121.8              2899.581            2860.834            2863.935            2889.49             2867.825           -777.7805 
 298.52             2067.35             2892.272            2853.093            2856.216            2882.03             2860.212           -824.9224 
 298.47             2003.02             2884.801            2845.181            2848.327            2874.403            2852.432           -881.7813 
 298.42             2014.51             2877.148            2837.079            2840.249            2866.591            2844.466           -862.6382 
 298.37             2070.46             2869.441            2828.914            2832.108            2858.72             2836.441           -798.9814 
 298.32             2002.07             2861.758            2820.765            2823.983            2850.869            2828.436           -859.6884 
 298.27             1970.71             2853.886            2812.417            2815.659            2842.824            2820.236           -883.1758 
 298.22             1996.82             2845.885            2803.931            2807.198            2834.646            2811.903           -849.0648 
 298.17             2111.49             2837.853            2795.406            2798.698            2826.433            2803.534           -726.3633 
 298.12             1964.08             2829.946            2786.995            2790.313            2818.339            2795.285           -865.8658 
 298.07             1955.88             2821.713            2778.249            2781.592            2809.915            2786.705           -865.8329 
 298.02             2046.14             2813.39             2769.402            2772.771            2801.395            2778.029           -767.2501 
 297.97             1944.05             2805.147            2760.625            2764.02             2792.949            2769.428           -861.0967 
 297.92             1947.92             2796.654            2751.587            2755.008            2784.248            2760.571           -848.7335 
 297.87             2018.4              2788.091            2742.467            2745.915            2775.471            2751.639           -769.6906 
 297.82             1989.2              2779.572            2733.38             2736.855            2766.732            2742.746           -790.3721 
 297.77             1941.98             2770.929            2724.157            2727.659            2757.862            2733.722           -828.9492 
 297.72             1879.51             2762.129            2714.764            2718.294            2748.827            2724.536           -882.6189 
 297.67             1861.47             2753.143            2705.173            2708.73             2739.601            2715.157           -891.6731 
 297.62             1887.05             2744.047            2695.457            2699.043            2730.256            2705.662           -856.9971 
 297.57             1937.4              2734.915            2685.692            2689.306            2720.867            2696.125           -797.515 
 297.52             1852.61             2725.791            2675.92             2679.563            2711.478            2686.59            -873.1813 
 297.47             2153.84             2716.444            2665.909            2669.582            2701.855            2676.824           -562.6035 
 297.42             2109.99             2707.537            2656.323            2660.026            2692.665            2667.492           -597.5469 
 297.37             1785.39             2698.486            2646.576            2650.309            2683.32             2658.01            -913.0963 
 297.32             1992.15             2688.805            2636.18             2639.944            2673.333            2647.889           -696.6549 
 297.27             2046.59             2679.4              2626.043            2629.837            2663.611            2638.038           -632.8104 
 297.22             1875.54             2670.017            2615.907            2619.732            2653.897            2628.201           -794.4771 
 297.17             1910.34             2660.268            2605.384            2609.241            2643.804            2617.991           -749.9281 
 297.12             2042.4              2650.505            2594.824            2598.713            2633.681            2607.76            -608.1051 
 297.07             1981.76             2640.897            2584.396            2588.317            2623.696            2597.675           -659.1372 
 297.02             1918.23             2631.119            2573.77             2577.724            2613.522            2587.412           -712.8887 
 296.97             2008.24             2621.163            2562.938            2566.926            2603.151            2576.963           -612.9229 
 296.92             2023.54             2611.296            2552.165            2556.186            2592.845            2566.594           -587.7556 
 296.87             1982.08             2601.394            2541.322            2545.377            2582.479            2556.183           -619.3141 
 296.82             1957.6              2591.362            2530.313            2534.403            2571.954            2545.632           -633.7623 
 296.77             2021.01             2581.233            2519.165            2523.29             2561.299            2534.975           -560.2229 
 296.72             2026.62             2571.159            2508.028            2512.188            2550.663            2524.364           -544.5387 
 296.67             2000.91             2561.048            2496.804            2501                2539.95             2513.707           -560.1381 
 296.62             2056.47             2550.853            2485.439            2489.671            2529.105            2502.954           -494.3826 
 296.57             2038.7              2540.716            2474.071            2478.34             2518.267            2492.252           -502.0159 
 296.52             1903.07             2530.522            2462.576            2466.882            2507.311            2481.481           -627.452 
 296.47             1844.94             2520.073            2450.75             2455.093            2496.033            2470.446           -675.1331 
 296.42             1888.44             2509.508            2438.719            2443.101            2484.562            2459.283           -621.0676 
 296.37             1936.14             2499.01             2426.658            2431.078            2473.07             2448.177           -562.8698 
 296.32             1930.64             2488.598            2414.574            2419.034            2461.566            2437.146           -557.9581 
 296.27             1973.1              2478.198            2402.377            2406.877            2449.961            2426.115           -505.0975 
 296.22             2016.19             2467.903            2390.15             2394.69             2438.335            2415.177           -451.7129 
 296.17             1987.69             2457.734            2377.894            2382.474            2426.693            2404.354           -470.0437 
 296.12             2013.69             2447.588            2365.486            2370.108            2414.911            2393.541           -433.8979 
 296.07             2096.36             2437.575            2353.02             2357.684            2403.082            2382.849           -341.2153 
 296.02             2136.58             2427.821            2340.594            2345.301            2391.306            2372.402           -291.2407 
 295.97             2082.19             2418.273            2328.136            2332.886            2379.511            2362.149           -336.0835 
 295.92             2032.29             2408.8              2315.486            2320.279            2367.536            2351.956           -376.5103 
 295.87             2136.44             2399.437            2302.647            2307.485            2355.387            2341.86            -262.9973 
 295.82             2013.56             2390.476            2289.884            2294.767            2343.326            2332.151           -376.9158 
 295.77             2072.93             2381.566            2276.808            2281.736            2330.967            2322.478           -308.6357 
 295.72             1990.96             2373.047            2263.728            2268.703            2318.619            2313.182           -382.0872 
 295.67             1979.34             2364.718            2250.403            2255.424            2306.04             2304.06            -385.3781 
 295.62             2138.04             2356.741            2236.95             2242.019            2293.349            2295.273           -218.7012 
 295.57             1941.46             2349.444            2223.663            2228.78             2280.839            2287.151           -407.9844 
 295.52             2027.86             2342.271            2209.932            2215.098            2267.902            2279.135           -314.4108 
 295.47             2046.54             2335.739            2196.24             2201.456            2255.02             2271.744           -289.1985 
 295.42             2068.11             2329.784            2182.473            2187.739            2242.079            2264.912           -261.6741 
 295.37             2170.44             2324.465            2168.634            2173.951            2229.085            2258.697           -154.0251 
 295.32             2300.47             2319.957            2154.865            2160.234            2216.178            2253.275           -19.48706 
 295.27             2195.67             2316.37             2141.216            2146.637            2203.41             2248.754           -120.7 
 295.22             2322.78             2313.336            2127.285            2132.76             2190.38             2244.767            9.444092 
 295.17             2156.22             2311.302            2113.471            2119                2177.485            2241.759           -155.082 
 295.12             2261.44             2309.814            2099.268            2104.852            2164.223            2239.275           -48.37378 
 295.07             2229.12             2309.358            2085.141            2090.78             2151.056            2237.803           -80.23804 
 295.02             2299.79             2309.752            2070.854            2076.55             2137.752            2237.158           -9.961914 
 294.97             2301.83             2311.184            2056.584            2062.338            2124.486            2237.529           -9.35376 
 294.92             2206.68             2313.571            2042.216            2048.028            2111.145            2238.831           -106.8911 
 294.87             2372.63             2316.773            2027.58             2033.451            2097.559            2240.924            55.85645 
 294.82             2333.68             2321.228            2013.124            2019.055            2084.177            2244.244            12.4519 
 294.77             2355.04             2326.611            1998.5              2004.492            2070.653            2248.467            28.42871 
 294.72             2515.41             2332.994            1983.809            1989.863            2057.086            2253.663            182.4155 
 294.67             2435.44             2340.614            1969.292            1975.409            2043.721            2260.069            94.82593 
 294.62             2541.81             2349.047            1954.541            1960.721            2030.148            2267.259            192.7632 
 294.57             2573.62             2358.546            1939.872            1946.118            2016.686            2275.487            215.0737 
 294.52             2483.1              2368.966            1925.161            1931.473            2003.211            2284.605            114.1338 
 294.47             2497.49             2380.004            1910.198            1916.577            1989.513            2294.31             117.4861 
 294.42             2513.43             2391.777            1895.16             1901.607            1975.771            2304.719            121.6533 
 294.37             2660.6              2404.218            1880.05             1886.565            1961.989            2315.762            256.3823 
 294.32             2549.38             2417.42             1865.094            1871.68             1948.395            2327.534            131.9595 
 294.27             2674.68             2430.865            1849.851            1856.509            1934.548            2339.511            243.8152 
 294.22             2734.72             2444.794            1834.726            1841.456            1920.853            2351.938            289.9255 
 294.17             2570.11             2458.98             1819.61             1826.414            1907.204            2364.583            111.1304 
 294.12             2694.97             2472.903            1804.117            1810.996            1893.216            2376.925            222.0671 
 294.07             2539.01             2486.859            1788.741            1795.696            1879.382            2389.262            52.15112 
 294.02             2569.75             2500.229            1773                1780.032            1865.226            2400.971            69.52051 
 293.97             2614.51             2513.113            1757.21             1764.322            1851.061            2412.15             101.3972 
 293.92             2603.27             2525.359            1741.398            1748.589            1836.917            2422.648            77.91089 
 293.87             2574.58             2536.689            1725.467            1732.74             1822.7              2432.183            37.89063 
 293.82             2794.58             2546.833            1709.387            1716.743            1808.379            2440.485            247.7471 
 293.77             2655.48             2556.04             1693.585            1701.026            1794.386            2447.799            99.44043 
 293.72             2642.19             2563.455            1677.45             1684.976            1780.107            2453.272            78.73511 
 293.67             2508.81             2569.096            1661.193            1668.806            1765.758            2456.917           -60.28564 
 293.62             2518.56             2572.562            1644.605            1652.307            1751.133            2458.332           -54.0022 
 293.57             2731.33             2573.877            1627.929            1635.721            1736.474            2457.539            157.4534 
 293.52             2668.79             2573.232            1611.515            1619.399            1722.136            2454.727            95.55835 
 293.47             2593.04             2569.979            1594.896            1602.873            1707.651            2449.247            23.06055 
 293.42             2499.9              2563.969            1578.045            1586.118            1692.997            2440.944           -64.06885 
 293.37             2668.6              2555.063            1560.93             1569.099            1678.144            2429.68             113.5369 
 293.32             2572.75             2543.628            1543.999            1552.267            1663.54             2415.818            29.12207 
 293.27             2567.83             2529.18             1526.8              1535.169            1648.741            2398.871            38.6499 
 293.22             2607.7              2511.869            1509.488            1517.959            1633.898            2378.988            95.83081 
 293.17             2616.01             2491.811            1492.139            1500.714            1619.094            2356.281            124.199 
 293.12             2397.48             2469.022            1474.698            1483.38             1604.279            2330.761           -71.54224 
 293.07             2443.33             2443.224            1456.776            1465.565            1589.061            2302.149            .105957 
 293.02             2328.4              2414.993            1438.819            1447.718            1573.896            2271.016           -86.59277 
 292.97             2250.08             2384.227            1420.551            1429.563            1558.506            2237.259           -134.1465 
 292.92             2186.49             2351.161            1402.031            1411.157            1542.957            2201.109           -164.6711 
 292.87             2279.8              2316.006            1383.28             1392.523            1527.276            2162.768           -36.2063 
 292.82             2415.24             2279.26             1364.568            1373.929            1511.732            2122.736            135.9797 
 292.77             2101.03             2241.192            1345.969            1355.452            1496.408            2081.271           -140.1616 
 292.72             2115.9              2201.271            1326.713            1336.318            1480.533            2037.844           -85.37061 
 292.67             2108.15             2160.258            1307.354            1317.085            1464.671            1993.21            -52.1084 
 292.62             1973                2118.317            1287.854            1297.713            1448.789            1947.521           -145.3169 
 292.57             2028.39             2075.461            1267.991            1277.982            1432.669            1900.793           -47.07092 
 292.52             1959.16             2032.187            1248.091            1258.215            1416.643            1853.512           -73.02734 
 292.47             1793.05             1988.503            1227.939            1238.199            1400.5              1805.682           -195.4534 
 292.42             1822.97             1944.408            1207.364            1217.762            1384.077            1757.295           -121.4376 
 292.37             1846.83             1900.389            1186.698            1197.238            1367.717            1708.83            -53.55945 
 292.32             1991.77             1856.629            1165.932            1176.617            1351.412            1660.464            135.1409 
 292.27             1667.62             1813.457            1145.274            1156.107            1335.383            1612.516           -145.8372 
 292.22             1653.9              1770.233            1123.92             1134.903            1318.828            1564.341           -116.3325 
 292.17             1704.56             1727.591            1102.393            1113.53             1302.283            1516.564           -23.03064 
 292.12             1700.85             1685.742            1080.803            1092.098            1285.869            1469.382            15.10791 
 292.07             1554.39             1644.719            1059.058            1070.512            1269.498            1422.824           -90.32849 
 292.02             1608.16             1604.338            1036.91             1048.528            1252.939            1376.69             3.821777 
 291.97             1521.67             1565.039            1014.698            1026.484            1236.537            1331.415           -43.36926 
 291.92             1666.42             1526.634            992.1827            1004.139            1220.065            1286.795            139.786 
 291.87             1586.41             1489.563            969.7589            981.8902            1203.936            1243.255            96.84656 
 291.82             1407.1              1453.505            947.0432            959.353             1187.772            1200.467           -46.40503 
 291.77             1437.46             1418.301            923.8603            936.3525            1171.42             1158.249            19.15918 
 291.72             1459.36             1384.346            900.5652            913.244             1155.243            1116.989            75.01404 
 291.67             1312                1351.634            877.1438            890.0132            1139.247            1076.662           -39.63416 
 291.62             1358.46             1319.879            853.3036            866.3682            1123.162            1036.956            38.58105 
 291.57             1356.13             1289.421            829.3735            842.6375            1107.327            998.2043            66.70862 
 291.52             1216.23             1260.169            805.2703            818.7384            1091.688            960.2827           -43.93872 
 291.47             1226.5              1231.883            780.7551            794.432             1076.02             922.9409           -5.382568 
 291.42             1360.78             1204.804            756.0818            769.9724            1060.605            886.3903            155.9761 
 291.37             1383.87             1179.136            731.4644            745.5737            1045.689            850.8012            204.7343 
 291.32             1319.84             1154.679            706.7147            721.0479            1031.103            815.9582            165.1608 
 291.27             1420.09             1131.273            681.6826            696.245             1016.738            781.6553            288.8165 
 291.22             1327.23             1109.188            656.6487            671.4459            1002.9              748.1397            218.0422 
 291.17             1195.48             1088.086            631.2825            646.3199            989.3023            715.0286            107.394 
 291.12             1276.12             1067.899            605.5125            620.7963            975.9277            682.2001            208.2208 
 291.07             1316.86             1048.988            579.7               595.2362            963.1742            649.9775            267.8722 
 291.02             1266.52             1031.309            553.7786            569.5735            951.0519            618.2405            235.2113 
 290.97             1310.97             1014.722            527.5914            543.6514            939.4589            586.7944            296.2482 
 290.92             1388.92             999.4355            501.2997            517.6315            928.6505            555.753             389.4846 
 290.87             1411.08             985.5794            474.9625            491.573             918.8005            525.1307            425.5005 
 290.82             1336.93             973.1323            448.4853            465.3817            909.9228            494.7983            363.7978 
 290.77             1283                962.0662            421.7018            438.8916            902.0316            464.5466            320.9338 
 290.72             1289.69             952.5565            394.6437            412.1343            895.3344            434.3752            337.1334 
 290.67             1345.68             944.9305            367.4128            385.2122            890.1935            404.3502            400.7496 
 290.62             1276.75             939.5698            340.0938            358.2105            887.0235            374.5235            337.1802 
 290.57             1337.89             936.6006            312.4723            330.9145            885.9764            344.6544            401.2894 
 290.52             1355.65             936.7471            284.7698            303.5464            887.8054            314.9348            418.903 
 290.47             1481.59             940.5031            256.9127            276.0328            893.0267            285.269             541.0869 
 290.42             1433.91             948.8314            229.0879            248.5608            902.6265            255.8199            485.0786 
 290.37             1506.81             962.4156            200.9995            220.8353            917.3088            226.2706            544.3945 
 290.32             1639.47             982.5935            172.8534            193.062             938.4284            196.81              656.8765 
 290.27             1534.43             1010.986            144.7546            165.3468            967.6238            167.5249            523.4438 
 290.22             1486.26             1048.893            116.2969            137.2833            1006.208            137.9956            437.3669 
 290.17             1672                1098.58             87.57385            108.9659            1056.46             108.3015            573.4199 
 290.12             1618.91             1163.068            58.98718            80.79694            1121.413            78.83192            455.842 
 290.07             1854.69             1244.859            30.13037            52.3698             1203.579            49.17088            609.8309 
 290.02             1832.85             1348.118            1.500122            24.18222            1307.131            19.80474            484.7323 
 289.97             1914.51             1476.318           -27.34082           -4.203096            1435.551           -9.711079            438.1915 
 289.92             2072.04             1634.349           -56.21484           -32.60773            1593.733           -39.20665            437.6914 
 289.87             2282.85             1827.697           -84.98853           -60.89742            1787.172           -68.55521            455.1533 
 289.82             2569.71             2061.956           -113.5645           -88.97475            2021.466           -97.66418            507.7542 
 289.77             2759.97             2343.871           -141.804            -116.6998            2303.363           -126.4004            416.0991 
 289.72             2940.62             2679.626           -169.8635           -144.2291            2639.052           -154.9238            260.9937 
 289.67             3262.22             3076.431           -197.7534           -171.5719            3035.745           -183.2488            185.7893 
 289.62             3628.28             3542.079           -225.2236           -198.4772            3501.238           -211.1286            86.20068 
 289.57             4028.05             4083.273           -252.1853           -224.8559            4042.235           -238.4768           -55.2229 
 289.52             4687.4              4707.751           -278.5674           -250.6356            4666.478           -265.2249           -20.35156 
 289.47             5349.5              5421.638           -303.9063           -275.3525            5380.089           -290.9111           -72.13818 
 289.42             6210.77             6230.968           -328.1724           -298.9759            6189.107           -315.5078           -20.19775 
 289.37             6824.72             7141.198           -350.9971           -321.1357            7098.987           -338.648            -316.4775 
 289.32             7647.24             8153.793           -372.7754           -342.2269            8111.197           -360.7278           -506.5527 
 289.27             8750.69             9271.566           -393.123            -361.8632            9228.548           -381.3643           -520.876 
 289.22             9781.94             10492.64           -411.5234           -379.5278            10449.16           -400.0417           -710.6973 
 289.17             10836.6             11814.1            -428.0596           -395.3022            11770.13           -416.8439           -977.499 
 289.12             12246               13230.7            -442.6514           -409.1046            13186.19           -431.6919           -984.6953 
 289.07             13895.4             14732.13           -454.6445           -420.2802            14687.06           -443.9317           -836.7344 
 289.02             15617.9             16308.4            -463.5703           -428.3581            16262.72           -453.0955           -690.5029 
 288.97             17321.6             17942.24           -469.2383           -433.1474            17895.9            -458.993            -620.6406 
 288.92             18550.9             19615.9            -471.6152           -434.6127            19568.87           -461.5917           -1064.998 
 288.87             20411.2             21307.8            -471.4551           -433.5058            21260.04           -461.6461           -896.6016 
 288.82             22336.9             22992.15           -467.6172           -428.6855            22943.62           -458.0156           -655.248 
 288.77             24350.7             24643.53           -459.916            -419.9631            24594.18           -450.5154           -292.832 
 288.72             26184.2             26230.16           -448.1211           -407.1075            26179.94           -438.9149           -45.95703 
 288.67             27983               27720.93           -432.4688           -390.3522            27669.8            -423.4511            262.0684 
 288.62             29511.6             29083.68           -412.9414           -369.6767            29031.58           -404.1066            427.916 
 288.57             30656.4             30283.36           -389.9355           -345.4764            30230.24           -381.278             373.043 
 288.52             32132               31289.13           -364.0508           -318.3469            31234.95           -355.5653            842.8652 
 288.47             33266.1             32071.95           -334.666            -287.6658            32016.63           -326.3475            1194.156 
 288.42             33724.5             32608.51           -302.3145           -253.9625            32552.01           -294.158             1115.986 
 288.37             33652               32881.35           -268.1074           -218.3442            32823.59           -260.1085            770.6523 
 288.32             33572.4             32881.28           -232.9395           -181.7034            32822.2            -225.0935            691.1211 
 288.27             33745.5             32609.49           -196.8223           -144.046             32549.02           -189.1251            1136.01 
 288.22             33267.8             32077.17           -159.3105           -104.9242            32015.23           -151.7579            1190.635 
 288.17             31933.2             31301.56           -121.5176           -65.44534            31238.07           -114.1055            631.6406 
 288.12             31771.6             30305.44           -84.93555           -27.09478            30240.32           -77.66021            1466.164 
 288.07             30017.1             29121.57           -47.57617            12.12009            29054.74           -40.43383            895.5254 
 288.02             28710.7             27777.92           -12.19336            49.45518            27709.26           -5.180534            932.7754 
 287.97             26592.2             26310.02            21.92969            85.63376            26239.43            28.81652            282.1758 
 287.92             25087.3             24748.41            53.3457             119.2202            24675.77            60.10987            338.8906 
