B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              difference
 287.87             22988.1             23124.5             83.04297            151.2167            23049.68            89.68761           -136.3984 
 287.82             21319.2             21468.67            109.9473            180.5615            21391.53            116.4755           -149.4746 
 287.77             19694.9             19806.52            134.7246            207.9419            19726.89            141.1395           -111.6172 
 287.72             17171.5             18164.22            157.3965            233.3988            18081.92            163.7009           -992.7227 
 287.67             15108.7             16560.22            176.3555            255.3539            16475.02            182.5522           -1451.519 
 287.62             13973.7             15012.18            192.3047            274.5463            14923.84            198.3963           -1038.476 
 287.57             12616.8             13538.25            206.7754            292.5452            13446.49            212.7647           -921.4453 
 287.52             11151.2             12147.73            219.3457            308.9845            12052.2             225.2351           -996.5264 
 287.47             10076.1             10850.55            229.7783            323.6855            10750.85            235.5704           -774.4531 
 287.42             8738.79             9652.023            238.6982            337.3527            9547.672            244.3953           -913.2334 
 287.37             7861.08             8553.897            245.6128            349.5911            8444.314            251.217            -692.8174 
 287.32             6821.47             7558.781            251.269             361.256             7443.28             256.7828           -737.3105 
 287.27             6082.79             6663.595            255.3564            372.1823            6541.344            260.7818           -580.8047 
 287.22             5342.68             5866.653            258.3574            383.0099            5736.662            263.6965           -523.9731 
 287.17             5059.15             5162.719            260.2432            393.9111            5023.796            265.498            -103.5688 
 287.12             4846.12             4546.552            261.7769            405.8894            4397.268            266.9494            299.5679 
 287.07             4240.6              4012.673            263.0703            419.3176            3851.333            268.1624            227.9272 
 287.02             3923.31             3552.994            263.4382            433.844             3377.574            268.4518            370.3164 
 286.97             3855.98             3161.679            263.3569            450.2949            2969.805            268.2937            694.3005 
 286.92             3723.14             2832.073            263.2476            469.5186            2620.94             268.1093            891.0667 
 286.87             3479.4              2557.409            262.9949            491.8892            2323.726            267.7833            921.991 
 286.82             3387.29             2331.741            262.4028            517.7136            2071.713            267.1195            1055.549 
 286.77             3009.38             2149.476            261.7253            547.8658            1858.689            266.3719            859.9038 
 286.72             2878.87             2005.355            260.4651            582.4529            1678.789            265.043             873.5154 
 286.67             2855.49             1895.298            259.0366            622.599             1527.225            263.5475            960.1921 
 286.62             2800.76             1815.691            257.6201            669.2521            1399.614            262.0653            985.0686 
 286.57             2604.94             1763.415            256.1616            723.0708            1292.125            260.5426            841.525 
 286.52             2335.09             1735.551            254.415             784.6705            1200.977            258.7331            599.5393 
 286.47             2274.01             1729.891            252.2458            854.6386            1123.242            256.5024            544.1187 
 286.42             2468.38             1745.097            250.0051            934.1484            1056.757            254.2014            723.2832 
 286.37             2388.85             1780.334            248.1326            1024.45             999.8796            252.2699            608.5157 
 286.32             2444.39             1834.083            246.1619            1125.655            950.5103            250.2414            610.3071 
 286.27             2277.81             1905.847            244.3242            1238.723            907.4256            248.3472            371.9629 
 286.22             2532.57             1994.504            242.238             1363.616            869.1581            246.2056            538.0659 
 286.17             2572.78             2100.233            240.6257            1501.46             835.4855            244.539             472.5469 
 286.12             2529.85             2222.172            239.1262            1652.145            805.2925            242.9863            307.6785 
 286.07             2469.16             2359.385            237.5977            1815.291            777.8829            241.4057            109.7754 
 286.02             2497.3              2511.248            236.0081            1990.776            752.7236            239.765            -13.948 
 285.97             2767.7              2676.801            234.5093            2177.98             729.6228            238.2162            90.89941 
 285.92             2932.98             2855.417            233.5212            2376.591            708.6898            237.179             77.56274 
 285.87             2893.17             3045.674            232.8728            2585.429            689.5078            236.4825           -152.5037 
 285.82             3081.48             3245.35             232.2163            2802.439            671.5646            235.7788           -163.8696 
 285.77             3214.15             3453.161            231.9446            3026.508            655.0817            235.4608           -239.0115 
 285.72             3187.93             3666.557            231.9692            3255.186            639.869             235.4401           -478.627 
 285.67             3500.34             3882.895            232.021             3485.941            625.5482            235.4474           -382.5544 
 285.62             3793.09             4100.114            232.6848            3716.802            612.6143            236.0675           -307.0237 
 285.57             3964.35             4314.882            233.939             3944.488            600.9935            237.2789           -350.5317 
 285.52             4119.77             4523.975            235.5847            4165.849            590.4135            238.8826           -404.2051 
 285.47             4395.65             4723.636            237.6021            4377.162            580.8187            240.8586           -327.9858 
 285.42             4549.05             4910.581            240.2061            4575.197            572.3733            243.4222           -361.5308 
 285.37             4547.78             5081.011            243.1953            4756.199            564.8308            246.3717           -533.2314 
 285.32             4835.17             5230.808            246.3096            4916.07             557.9095            249.4469           -395.6377 
 285.27             4952.66             5357.163            250.0488            5052.047            552.066             253.1479           -404.5029 
 285.22             5205.71             5456.492            254.1304            5160.56             547.0012            257.1918           -250.7822 
 285.17             5213.37             5526.473            258.7944            5239.319            542.9236            261.819            -313.1025 
 285.12             5557.36             5564.731            263.6274            5285.979            539.391             266.6157           -7.371094 
 285.07             5477.67             5570.653            269.2114            5299.938            536.9738            272.1641           -92.98291 
 285.02             5643.31             5543.271            274.8286            5280.258            534.9242            277.7462            100.0391 
 284.97             5531.51             5483.72             280.9004            5228.083            533.6542            283.7836            47.79004 
 284.92             5504.03             5393.057            286.9561            5144.493            532.6709            289.8055            110.9727 
 284.87             5671.46             5273.63             293.1367            5031.855            532.0951            295.953             397.8301 
 284.82             5551.96             5128.81             299.7808            4893.548            532.2582            302.5644            423.1504 
 284.77             5450.36             4961.221            306.3984            4732.219            532.6483            309.15              489.1392 
 284.72             5389.7              4774.648            313.0186            4551.658            533.2886            315.7386            615.0522 
 284.67             5382.44             4572.699            319.709             4355.488            534.2306            322.3981            809.7412 
 284.62             5130.48             4358.944            326.5601            4147.296            535.5497            329.2187            771.5356 
 284.57             4735.26             4136.74             333.1509            3930.441            536.8207            335.7796            598.52 
 284.52             4635.59             3908.876            339.2251            3707.732            537.7706            341.8243            726.7134 
 284.47             4045.89             3679.233            345.2798            3483.049            538.8931            347.8501            366.6572 
 284.42             3777.01             3449.646            350.4653            3258.244            539.3262            353.0072            327.3638 
 284.37             3630.62             3223.051            355.3154            3036.26             539.5923            357.8293            407.5688 
 284.32             3533.37             3002.167            360.0325            2819.822            539.8914            362.5188            531.2026 
 284.27             3161.29             2788.722            364.6965            2610.669            540.2905            367.1557            372.5681 
 284.22             2710.96             2584.105            368.8298            2410.193            540.3099            371.2624            126.8545 
 284.17             2436.18             2389.32             372.2839            2219.406            539.7918            374.6902            46.86011 
 284.12             2332.61             2205.522            375.3463            2039.473            539.015             377.7268            127.0881 
 284.07             2112.78             2033.913            378.303             1871.597            538.2641            380.6581            78.86731 
 284.02             1876.11             1874.488            380.9495            1715.783            537.3245            383.2795            1.622314 
 283.97             1865.05             1727.571            383.2491            1572.356            536.1584            385.5546            137.4792 
 283.92             1709.91             1593.38             385.5835            1441.542            535.1401            387.8648            116.53 
 283.87             1345.17             1471.339            387.7032            1322.771            534.0135            389.9607           -126.1689 
 283.82             1101.08             1360.813            389.2409            1215.409            532.4106            391.4749           -259.733 
 283.77             1037.2              1261.308            390.3915            1118.971            530.5181            392.6024           -224.108 
 283.72             920.838             1172.595            391.4578            1033.227            528.6383            393.6459           -251.7573 
 283.67             920.168             1093.789            392.3467            957.2977            526.6725            394.5125           -173.6213 
 283.62             867.967             1024.27             393.2541            890.5692            524.811             395.3977           -156.3029 
 283.57             696.869             963.2352            394.0909            832.2393            522.9649            396.2128           -266.3662 
 283.52             678.351             909.6001            394.6498            781.2294            520.92              396.7503           -231.2491 
 283.47             743.557             862.9006            395.1884            737.0757            518.9339            397.2678           -119.3436 
 283.42             629.962             822.4879            395.8506            699.1339            517.1459            397.9092           -192.5259 
 283.37             523.099             787.317             396.3299            666.3635            515.2453            398.3681           -264.218 
 283.32             546.969             756.7686            396.6339            638.1448            513.2396            398.6519           -209.7996 
 283.27             455.732             730.4088            396.9845            614.0496            511.3455            398.9827           -274.6768 
 283.22             528.541             707.5109            397.1838            593.3509            509.3652            399.1624           -178.9698 
 283.17             504.162             687.8331            397.5117            575.8105            507.575             399.4711           -183.6711 
 283.12             504.772             670.7517            397.8033            560.8085            505.8062            399.7436           -165.9797 
 283.07             390.666             655.9352            398.1007            548.0128            504.1014            400.0223           -265.2692 
 283.02             464.226             642.8223            398.2057            536.8669            502.2581            400.1089           -178.5963 
 282.97             435.854             631.4518            398.4385            527.4089            500.5965            400.3235           -195.5978 
 282.92             408.043             621.3871            398.6256            519.2054            498.9403            400.4926           -213.3441 
 282.87             467.897             612.4063            398.767             512.0375            497.2864            400.6164           -144.5092 
 282.82             432.503             604.4882            399.0132            505.8835            495.7859            400.845            -171.9852 
 282.77             430.472             597.3074            399.2016            500.4218            494.2726            401.0163           -166.8354 
 282.72             456.303             590.802             399.3889            495.5899            492.8033            401.1866           -134.499 
 282.67             336.375             584.9099            399.6229            491.3282            491.4235            401.404            -248.5349 
 282.62             377.851             579.2898            399.6529            487.2982            489.8799            401.4174           -201.4388 
 282.57             406.142             574.152             399.7532            483.7093            488.4476            401.5015           -168.01 
 282.52             394.338             569.4104            399.9026            480.4786            487.1021            401.6349           -175.0724 
 282.47             430.112             564.9548            400.033             477.4958            485.7756            401.7494           -134.8428 
 282.42             411.114             560.8254            400.226             474.8027            484.5479            401.9268           -149.7114 
 282.37             370.508             556.8945            400.3883            472.2739            483.3235            402.0738           -186.3865 
 282.32             304.232             553.103             400.482             469.8496            482.0651            402.1523           -248.871 
 282.27             359.194             549.3788            400.4611            467.4607            480.724             402.1164           -190.1848 
 282.22             441.757             545.9159            400.5327            465.3003            479.5078            402.1732           -104.1589 
 282.17             415.666             542.7468            400.7466            463.403             478.4645            402.3726           -127.0808 
 282.12             411.495             539.6726            400.918             461.5714            477.4077            402.5295           -128.1776 
 282.07             377.191             536.7235            401.0838            459.8352            476.3748            402.6812           -159.5325 
 282.02             320.618             533.8346            401.1919            458.1319            475.3112            402.7752           -213.2166 
 281.97             337.685             530.9617            401.2025            456.4168            474.1779            402.772            -193.2767 
 281.92             380.492             528.2214            401.2406            454.8078            473.0984            402.7964           -147.7294 
 281.87             412.755             525.6511            401.3515            453.3439            472.1163            402.8939           -112.8961 
 281.82             399.49              523.2318            401.5185            452.0056            471.2156            403.0475           -123.7418 
 281.77             305.082             520.8781            401.6641            450.7093            470.3168            403.18             -215.7961 
 281.72             352.351             518.4476            401.6476            449.3124            469.2798            403.1506           -166.0966 
 281.67             337.235             516.176             401.7103            448.0516            468.3445            403.2005           -178.941 
 281.62             339.206             513.9521            401.7462            446.8171            467.4036            403.2237           -174.7462 
 281.57             370.048             511.804             401.7841            445.6364            466.4866            403.2492           -141.756 
 281.52             383.824             509.7757            401.8742            444.5553            465.6418            403.327            -125.9517 
 281.47             346.579             507.8383            401.988             443.5443            464.8413            403.4286           -161.2592 
 281.42             309.174             505.8998            402.0378            442.5127            463.9964            403.4664           -196.7258 
 281.37             306.032             503.9549            402.0221            441.4561            463.1042            403.4388           -197.9229 
 281.32             373.77              502.061             401.9985            440.4314            462.2231            403.4036           -128.291 
 281.27             327.061             500.3357            402.0895            439.5578            461.4739            403.4829           -173.2747 
 281.22             348.269             498.5838            402.0998            438.6395            460.662             403.4818           -150.3148 
 281.17             360.494             496.9175            402.145             437.7899            459.9019            403.5157           -136.4235 
 281.12             315.176             495.319             402.2103            436.9919            459.1779            403.5699           -180.143 
 281.07             328.061             493.6895            402.1968            436.1462            458.3915            403.5454           -165.6285 
 281.02             291.447             492.124             402.2034            435.3494            457.6404            403.5411           -200.677 
 280.97             344.998             490.5376            402.145             434.5158            456.8398            403.4719           -145.5396 
 280.92             369.968             489.0821            402.1759            433.7982            456.1434            403.4922           -119.1141 
 280.87             351.261             487.7076            402.2489            433.1476            455.503             403.5547           -136.4466 
 280.82             431.303             486.3398            402.2893            432.4892            454.8445            403.5847           -55.0368 
 280.77             414.556             485.1456            402.4671            431.991             454.3365            403.7523           -70.58957 
 280.72             365.786             483.9609            402.618             431.4885            453.8154            403.8931           -118.1749 
 280.67             340.476             482.7277            402.6861            430.9244            453.2244            403.9511           -142.2517 
 280.62             361.134             481.4828            402.7101            430.3362            452.6015            403.9652           -120.3488 
 280.57             376.04              480.3048            402.7684            429.8022            452.0256            404.0137           -104.2648 
 280.52             395.258             479.1821            402.8519            429.3117            451.4866            404.0876           -83.92413 
 280.47             305.872             478.1231            402.9686            428.8727            450.9928            404.1948           -172.2511 
 280.42             306.112             476.9389            402.9316            428.2971            450.3567            404.1483           -170.8269 
 280.37             321.329             475.7796            402.8923            427.7355            449.729             404.0997           -154.4506 
 280.32             273.009             474.6714            402.8766            427.2136            449.1363            404.0748           -201.6624 
 280.27             349.59              473.5028            402.7755            426.6211            448.4682            403.9645           -123.9128 
 280.22             362.305             472.4884            402.8026            426.1719            447.9391            403.9827           -110.1834 
 280.17             385.864             471.519             402.8507            425.7576            447.4411            404.0219           -85.655 
 280.12             349.66              470.6125            402.9389            425.3966            446.9926            404.1012           -120.9525 
 280.07             375.89              469.6671            402.9648            424.9865            446.4918            404.1184           -93.77704 
 280.02             376.12              468.7872            403.0349            424.6329            446.0442            404.1799           -92.66718 
 279.97             346.609             467.9294            403.1053            424.2919            445.6064            404.2417           -121.3204 
 279.92             352.341             467.0411            403.1246            423.9113            445.1264            404.2526           -114.7001 
 279.87             338.035             466.1809            403.1525            423.5503            444.6635            404.2722           -128.1459 
 279.82             373.95              465.3149            403.1547            423.1745            444.1837            404.2661           -91.36487 
 279.77             385.534             464.5276            403.2174            422.8693            443.7725            404.3207           -78.99362 
 279.72             398.84              463.7788            403.3               422.5942            443.3894            404.3951           -64.93884 
 279.67             436.435             463.0709            403.4056            422.3518            443.0375            404.4929           -26.63593 
 279.62             422.149             462.4453            403.577             422.1841            442.7589            404.6563           -40.29636 
 279.57             442.207             461.8143            403.7258            422.0031            442.4654            404.7973           -19.60727 
 279.52             352.341             461.2351            403.9108            421.8667            442.2154            404.9746           -108.8941 
 279.47             294.598             460.5192            403.9428            421.5859            441.8199            404.999            -165.9212 
 279.42             259.004             459.7177            403.8741            421.2124            441.3307            404.9227           -200.7137 
 279.37             344.478             458.8659            403.7406            420.7818            440.7836            404.7817           -114.3879 
 279.32             387.295             458.1721            403.7503            420.502             440.3867            404.7841           -70.87714 
 279.27             366.166             457.5646            403.8327            420.3021            440.0688            404.8592           -91.39862 
 279.22             336.104             456.9348            403.8788            420.073             439.7214            404.898            -120.8308 
 279.17             387.815             456.2657            403.8724            419.7982            439.3279            404.8844           -68.45071 
 279.12             360.004             455.6968            403.9536            419.6175            439.028             404.9586           -95.69284 
 279.07             369.508             455.093             403.9871            419.3955            438.6866            404.985            -85.58502 
 279.02             372.789             454.5167            404.0361            419.1952            438.3666            405.0271           -81.72766 
 278.97             397.649             453.9578            404.0903            419.0061            438.0578            405.0744           -56.30878 
 278.92             394.918             453.453             404.1871            418.8655            437.7974            405.1645           -58.53503 
 278.87             346.879             452.9551            404.2798            418.7262            437.5382            405.2504           -106.0761 
 278.82             357.323             452.386             404.29              418.5099            437.2021            405.2539           -95.06296 
 278.77             376.361             451.8439            404.3169            418.3154            436.888             405.2742           -75.48288 
 278.72             407.183             451.3445            404.3758            418.1582            436.6113            405.3266           -44.16153 
 278.67             288.585             450.9084            404.4877            418.059             436.3928            405.432            -162.3235 
 278.62             286.645             450.2778            404.3955            417.7603            435.975             405.3335           -163.6328 
 278.57             330.002             449.6504            404.2965            417.4596            435.5556            405.2281           -119.6484 
 278.52             346.439             449.1033            404.2688            417.2346            435.2122            405.1942           -102.6643 
 278.47             352.551             448.5922            404.2675            417.0405            434.9001            405.1867           -96.04123 
 278.42             380.932             448.0992            404.2754            416.8598            434.6017            405.1884           -67.16721 
 278.37             310.804             447.6625            404.3311            416.731             434.3557            405.238            -136.8585 
 278.32             358.303             447.1133            404.2654            416.4849            433.9929            405.1664           -88.81024 
 278.27             368.687             446.6514            404.2791            416.322             433.7136            405.1741           -77.96442 
 278.22             417.487             446.215             404.3098            416.1799            433.4558            405.1989           -28.728 
 278.17             382.053             445.8701            404.4241            416.1251            433.2859            405.3073           -63.81714 
 278.12             364.036             445.4728            404.4784            416.0138            433.0599            405.3559           -81.4368 
 278.07             303.842             445.052             404.5014            415.8748            432.8069            405.3731           -141.21 
 278.02             281.423             444.5335            404.4196            415.6342            432.4528            405.2856           -163.1105 
 277.97             415.996             443.9807            404.296             415.3553            432.061             405.1564           -27.98474 
 277.92             367.347             443.6637            404.401             415.3082            431.9017            405.2559           -76.31674 
 277.87             380.292             443.2704            404.423             415.1811            431.6629            405.2724           -62.97836 
 277.82             310.654             442.9056            404.4667            415.0787            431.4496            405.3106           -132.2516 
 277.77             303.691             442.4266            404.3898            414.8586            431.1193            405.2283           -138.7356 
 277.72             328.832             441.9395            404.2979            414.6265            430.7777            405.1311           -113.1075 
 277.67             322.499             441.4989            404.2464            414.4376            430.4799            405.0743           -118.9999 
 277.62             384.874             441.0512            404.1817            414.2381            430.1722            405.0044           -56.17719 
 277.57             311.825             440.7151            404.2224            414.1467            429.9733            405.0398           -128.89 
 277.52             309.094             440.2582            404.1366            413.9314            429.6512            404.9489           -131.1642 
 277.47             337.865             439.7998            404.0432            413.711             429.3249            404.8504           -101.9348 
 277.42             364.036             439.3937            403.9966            413.5398            429.0484            404.7987           -75.3577 
 277.37             305.532             439.0363            403.9932            413.4142            428.8181            404.7903           -133.5042 
 277.32             324.54              438.5823            403.8877            413.1889            428.489             404.6798           -114.0423 
 277.27             356.253             438.1632            403.8119            412.9954            428.1924            404.5991           -81.91019 
 277.22             346.859             437.8018            403.7883            412.8565            427.9512            404.5707           -90.94275 
 277.17             333.543             437.4279            403.7473            412.7022            427.6954            404.5248           -103.8849 
 277.12             271.999             437.0341            403.6815            412.5253            427.4175            404.4542           -165.0351 
 277.07             268.187             436.5368            403.5071            412.2419            427.034             404.2751           -168.3498 
 277.02             322.399             436.033             403.3216            411.9493            426.642             404.085            -113.634 
 276.97             314.696             435.6231            403.2252            411.7477            426.3419            403.9839           -120.9271 
 276.92             324.83              435.2018            403.1127            411.5321            426.0284            403.8668           -110.3719 
 276.87             322.109             434.7994            403.0148            411.3327            425.7319            403.7643           -112.6904 
 276.82             347.349             434.3942            402.9095            411.1279            425.4308            403.6544           -87.0452 
 276.77             329.892             434.034             402.845             410.9657            425.1729            403.5855           -104.142 
 276.72             354.912             433.6463            402.7486            410.7732            424.8856            403.4846           -78.73428 
 276.67             358.093             433.3034            402.6929            410.6232            424.6414            403.4245           -75.21042 
 276.62             341.397             432.9684            402.6411            410.4786            424.4035            403.3684           -91.57135 
 276.57             297.999             432.6071            402.559             410.3054            424.1377            403.2819           -134.6081 
 276.52             319.648             432.1726            402.3997            410.0567            423.797             403.1184           -112.5246 
 276.47             342.317             431.7758            402.2742            409.8432            423.4924            402.9886           -89.45877 
 276.42             365.806             431.4189            402.1848            409.6674            423.2262            402.8951           -65.61292 
 276.37             343.607             431.1041            402.134             409.5314            423.0005            402.84             -87.49707 
 276.32             365.436             430.7534            402.0435            409.3574            422.7376            402.7454           -65.31741 
 276.27             383.253             430.4417            401.9886            409.2203            422.5122            402.6864           -47.18875 
 276.22             370.308             430.1632            401.9632            409.1142            422.3185            402.6569           -59.85522 
 276.17             319.838             429.8652            401.9148            408.9863            422.1039            402.6045           -110.0272 
 276.12             337.755             429.482             401.778             408.7714            421.8029            402.4637           -91.72699 
 276.07             420.628             429.1301            401.6692            408.5857            421.5318            402.3509           -8.502136 
 276.02             401.701             428.9223            401.7012            408.5421            421.4035            402.379            -27.22128 
