B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              difference
 523.97             8284.38             8594.258            8580.88             8594.258           -309.8779 
 523.92             8556.62             8594.148            8580.927            8594.148           -37.52832 
 523.87             8570.15             8593.999            8580.931            8593.999           -23.84863 
 523.82             8655.07             8593.85             8580.933            8593.85             61.2207 
 523.77             8339.11             8593.688            8580.92             8593.688           -254.5781 
 523.72             8642.45             8593.581            8580.959            8593.581            48.86914 
 523.67             8715.03             8593.428            8580.949            8593.428            121.6025 
 523.62             8788.47             8593.266            8580.928            8593.266            195.2041 
 523.57             8720.68             8593.094            8580.895            8593.094            127.5859 
 523.52             8591.19             8592.936            8580.873            8592.936           -1.745117 
 523.47             8492.01             8592.8              8580.871            8592.8             -100.79 
 523.42             8403.93             8592.681            8580.885            8592.681           -188.751 
 523.37             8526.96             8592.58             8580.913            8592.58            -65.62012 
 523.32             8769.16             8592.461            8580.922            8592.461            176.6992 
 523.27             8684.17             8592.305            8580.892            8592.305            91.86523 
 523.22             8365.74             8592.165            8580.875            8592.165           -226.4248 
 523.17             8325.74             8592.077            8580.909            8592.077           -266.3369 
 523.12             8652.61             8591.999            8580.95             8591.999            60.61133 
 523.07             8508.88             8591.869            8580.938            8591.869           -82.98926 
 523.02             8580.95             8591.766            8580.95             8591.766           -10.81543 
