B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              Peak 5              Peak 6              difference
 6.77               484.73              428.1384            54.00943            57.04858            417.049             56.05764            54.99355            54.62735            58.4094             56.59164 
 6.72               432.161             443.7878            52.95972            56.11919            432.6825            54.94963            53.92966            53.57116            57.3343            -11.6268 
 6.67               454.442             457.8794            52.03555            55.32293            446.7465            53.97059            52.99162            52.64062            56.38496           -3.437439 
 6.62               449.828             469.9044            51.05484            54.47852            458.7318            52.93807            51.99732            51.65363            55.37929           -20.07642 
 6.57               425.278             479.6224            50.08298            53.65239            468.3973            51.91715            51.01217            50.67559            54.38268           -54.34442 
 6.52               419.624             486.8145            49.16858            52.89441            475.5233            50.95619            50.08474            49.7551             53.44374           -67.19055 
 6.47               477.423             491.2214            48.26575            52.16031            479.8488            50.00904            49.16916            48.84628            52.51657           -13.79843 
 6.42               469.992             492.5449            47.21985            51.2975             481.074             48.92087            48.11077            47.79448            51.44654           -22.55292 
 6.37               453.457             490.8814            46.18948            50.46724            479.2928            47.8501             47.06818            46.7583             50.39225           -37.42444 
 6.32               470.212             486.278             45.19693            49.69522            474.549             46.81886            46.06364            45.76003            49.37597           -16.06604 
 6.27               512.105             478.7637            44.16113            48.90485            466.8672            45.74593            45.0161             44.71859            48.31665            33.34131 
 6.22               530.128             468.464             43.02069            48.04049            456.3675            44.56982            43.86415            43.57259            47.15287            61.664 
 6.17               456.246             455.6881            41.83356            47.16753            443.3517            43.34836            42.66574            42.37999            45.9426             .5578918 
 6.12               437.475             440.9584            40.82358            46.51939            428.3326            42.30531            41.6447             41.36462            44.90968           -3.483429 
 6.07               433.958             424.472             39.8569             45.97441            411.4954            41.30674            40.66719            40.39263            43.92024            9.485962 
 6.02               428.007             406.5397            38.89642            45.5109             393.1353            40.31545            39.69609            39.42691            42.93719            21.46725 
 5.97               408.8               387.5213            37.94812            45.15414            373.5931            39.33738            38.73736            38.47345            41.9665             21.27869 
 5.92               427.035             367.7997            37.04431            44.96035            353.2278            38.40477            37.82333            37.56456            41.04049            59.23529 
 5.87               364.134             347.6239            36.09384            44.86758            332.2592            37.42643            36.86284            36.60908            40.068              16.51007 
 5.82               370.3               327.5183            35.29437            45.10876            311.1766            36.59996            36.05354            35.80467            39.24669            42.78165 
 5.77               338.772             307.6237            34.47794            45.5579             290.0787            35.75735            35.22746            34.98336            38.40859            31.14832 
 5.72               316.639             288.3216            33.73633            46.35598            269.298             34.99037            34.47638            34.23696            37.6455             28.31744 
 5.67               312.009             269.8584            33.04688            47.53703            249.0243            34.27629            33.77765            33.54277            36.93473            42.15063 
 5.62               303.221             252.4384            32.367              49.12276            229.3975            33.57253            33.08866            32.85823            36.23372            50.78264 
 5.57               265.182             236.2966            31.70689            51.19474            210.5813            32.88921            32.4196             32.19353            35.55264            28.88544 
 5.52               280.728             221.7051            31.13789            53.90203            192.7703            32.29767            31.84182            31.61999            34.96283            59.02286 
 5.47               268.359             208.7109            30.52962            57.19671            175.9287            31.66748            31.22492            31.00724            34.33392            59.64813 
 5.42               253.573             197.534             29.95               61.23182            160.1917            31.06657            30.63684            30.42321            33.73382            56.039 
 5.37               275.542             188.3063            29.405              66.0985             145.6061            30.50086            30.08352            29.87386            33.16851            87.23566 
 5.32               236.631             181.0375            28.80513            71.7886             132.1               29.88085            29.47549            29.2697             32.5485             55.59352 
 5.27               229.724             175.9456            28.29863            78.52431            119.8177            29.35476            28.96097            28.75897            32.02201            53.7784 
 5.22               231.981             172.9924            27.80774            86.28922            108.6597            28.8448             28.46221            28.2639             31.51129            58.98863 
 5.17               238.631             172.162             27.31015            95.10502            98.56601            28.32864            27.95688            27.7622             30.99402            66.46899 
 5.12               241.685             173.4153            26.79514            104.9827            89.47583            27.79555            27.43427            27.24312            30.45949            68.26971 
 5.07               267.887             176.6952            26.27142            115.9248            81.33839            27.25423            26.90309            26.71539            29.91641            91.19183 
 5.02               233.253             181.8403            25.68257            127.8366            74.03059            26.64823            26.30689            26.12259            29.30834            51.41267 
 4.97               231.733             188.8533            25.1767             140.7914            67.62975            26.12564            25.79381            25.61281            28.7834             42.87973 
 4.92               256.611             197.466             24.67329            154.5941            61.98244            25.60595            25.28331            25.10556            28.26108            59.14497 
 4.87               249.04              207.3852            24.10803            169.0248            56.95115            25.02481            24.71108            24.53649            27.67705            41.65475 
 4.82               250.288             218.4194            23.55984            183.9633            52.54329            24.46115            24.15605            23.98456            27.11024            31.86859 
 4.77               262.361             230.2374            23.00728            199.1476            48.66859            23.89349            23.59675            23.42829            26.53919            32.12355 
 4.72               288.427             242.4662            22.42395            214.2692            45.23576            23.29543            23.0068             22.8413             25.93752            45.96075 
 4.67               271.805             254.6918            21.77567            228.9746            42.15025            22.63278            22.352              22.18941            25.27104            17.1132 
 4.62               291.032             266.611             21.16632            243.0162            39.46055            22.00942            21.73625            21.57651            24.64364            24.42105 
 4.57               327.247             277.7093            20.50864            255.9294            37.0293             21.33806            21.07227            20.91531            23.96803            49.53775 
 4.52               314.694             287.5105            19.76108            267.2831            34.77013            20.57715            20.31852            20.16428            23.20269            27.1835 
 4.47               299.752             295.7071            19.04227            276.8092            32.762              19.8453             19.59361            19.44204            22.46623            4.044952 
 4.42               303.633             301.9098            18.35815            284.1532            30.97621            19.14845            18.9035             18.75455            21.76461            1.723236 
 4.37               302.737             305.736             17.6629             288.9626            29.33682            18.44077            18.20235            18.05596            21.05198           -2.999023 
 4.32               318.968             306.9476            16.96814            291.0251            27.82966            17.73386            17.50179            17.3579             20.33996            12.02036 
 4.27               308.567             305.3642            16.23215            290.1823            26.39105            16.986              16.76009            16.61865            19.58685            3.202789 
 4.22               313.285             301.0364            15.51968            286.5034            25.06721            16.26194            16.042              15.90297            18.8574             12.24857 
 4.17               273.621             294.0376            14.79401            280.0771            23.80588            15.52493            15.31079            15.17411            18.11486           -20.41663 
 4.12               285.65              284.6938            14.16321            271.2424            22.70225            14.88305            14.67455            14.54018            17.46732            .9562378 
 4.07               281.725             273.1803            13.50156            260.1855            21.61994            14.21057            14.00754            13.87543            16.78906            8.544739 
 4.02               271.613             259.8903            12.84787            247.3082            20.589              13.54629            13.34858            13.21868            16.11889            11.72272 
 3.97               226.643             245.2193            12.21722            233.0131            19.61737            12.90529            12.71274            12.58501            15.47187           -18.57628 
 3.92               239.172             229.6361            11.69464            217.7749            18.78425            12.37258            12.18505            12.05944            14.93305            9.535919 
 3.87               270.944             213.3712            11.14026            201.8289            17.94505            11.80828            11.62563            11.50211            14.36254            57.57275 
 3.82               231.645             196.7238            10.50708            185.478             17.04898            11.16541            10.98749            10.86602            13.71336            34.92117 
 3.77               245.782             180.1803            9.96814             169.2117            16.26596            10.61698            10.44367            10.3242             13.15853            65.60168 
 3.72               220.448             163.887             9.393433            153.1788            15.46351            10.03298            9.864151            9.746646            12.56805            56.561 
 3.67               191.913             148.1759            8.879074            137.7134            14.73569            9.50953             9.345057            9.229476            12.03804            43.73711 
 3.62               182.381             133.2486            8.432999            123.0189            14.0888             9.054554            8.894315            8.780622            11.57642            49.13239 
 3.57               201.028             119.2108            8.009064            109.2021            13.47534            8.621903            8.465783            8.353943            11.13706            81.81717 
 3.52               185.13              106.104             7.538651            96.30574            12.82556            8.142955            7.990842            7.880816            10.65133            79.02602 
 3.47               152.841             94.08321            7.105835            84.48578            12.22262            7.701779            7.553565            7.44532             10.20331            58.7578 
 3.42               161.124             83.22353            6.750671            73.81813            11.70577            7.338427            7.194005            7.087507            9.833056            77.90046 
 3.37               143.645             73.42941            6.374435            64.20788            11.17562            6.954168            6.813437            6.708652            9.441836            70.21559 
 3.32               131.325             64.73971            6.039894            55.69448            10.69436            6.611766            6.474626            6.371522            9.092419            66.58529 
 3.27               135.338             57.09583            5.734558            48.21986            10.249              6.298727            6.165083            6.063627            8.772313            78.24217 
 3.22               116.955             50.39507            5.418701            41.68177            9.79937             5.97532             5.845079            5.745241            8.441792            66.55994 
 3.17               92.2929             44.61708            5.146873            36.06025            9.399619            5.696092            5.569164            5.470913            8.155407            47.67582 
 3.12               87.8351             39.695              4.934494            31.28881            9.064812            5.476457            5.352756            5.256063            7.928573            48.1401 
 3.07               74.8219             35.49426            4.732452            27.2332             8.745513            5.267302            5.146742            5.051577            7.71218             39.32764 
 3.02               88.2953             31.95036            4.561638            23.82924            8.462318            5.089512            4.972012            4.878347            7.527116            56.34495 
 2.97               89.5518             28.91636            4.357567            20.93025            8.150473            4.8786              4.76408             4.671887            7.308897            60.63544 
 2.92               83.4294             26.34444            4.14994             18.48869            7.839427            4.664264            4.552647            4.461899            7.087222            57.08495 
 2.87               66.8587             24.18144            3.956726            16.4516             7.546914            4.464468            4.355679            4.266349            6.880059            42.67727 
 2.82               44.3377             22.38893            3.803425            14.7808             7.298222            4.304709            4.198676            4.110739            6.712907            21.94877 
 2.77               45.6263             20.92514            3.704639            13.43472            7.107751            4.199588            4.09624             4.00967             6.600368            24.70116 
 2.72               39.0356             19.68333            3.60247             12.30681            6.917414            4.091201            3.990471            3.905243            6.484542            19.35227 
 2.67               41.8247             18.64108            3.516117            11.37484            6.746233            3.998746            3.900567            3.816657            6.384628            23.18362 
 2.62               37.1108             17.7406             3.422752            10.58117            6.571217            3.899393            3.803699            3.721083            6.277797            19.3702 
 2.57               21.5966             16.9712             3.340651            9.915295            6.410484            3.811412            3.718142            3.636797            6.182323            4.625401 
 2.52               22.485              16.33555            3.29616             9.380026            6.290238            3.76115             3.670243            3.590145            6.124552            6.149446 
 2.47               17.0908             15.77465            3.249393            8.916491            6.170456            3.708717            3.620114            3.541242            6.064598            1.316149 
 2.42               21.6246             15.2885             3.21566             8.524837            6.066315            3.669419            3.583063            3.505395            6.017768            6.336103 
 2.37               16.2385             14.84083            3.170796            8.168921            5.953532            3.619091            3.534925            3.45844             5.959898            1.397675 
 2.32               16.1265             14.44628            3.138948            7.863501            5.856138            3.581876            3.499847            3.424524            5.915134            1.680222 
 2.27               17.523              14.08461            3.107296            7.588447            5.761205            3.544952            3.465007            3.390825            5.870654            3.438392 
 2.22               7.61905             13.74639            3.072164            7.33443             5.664954            3.50464             3.426729            3.353668            5.822783           -6.127337 
 2.17               6.91477             13.45467            3.061082            7.124616            5.594821            3.488471            3.412544            3.340583            5.799049           -6.539902 
 2.12               5.22609             13.18365            3.05169             6.93328             5.528353            3.474079            3.400088            3.32921             5.777091           -7.957559 
 2.07               10.1641             12.93303            3.046391            6.760228            5.467867            3.463868            3.391764            3.32195             5.759312           -2.768933 
 2.02               6.71068             12.68458            3.029044            6.5873              5.397141            3.441693            3.371433            3.302663            5.729569           -5.973898 
 1.97               2.96519             12.45704            3.020072            6.433339            5.336518            3.427975            3.359514            3.291771            5.708285           -9.491855 
 1.92               5.35014             12.24984            3.020205            6.297825            5.286659            3.423445            3.356739            3.290005            5.696191           -6.899696 
 1.87               3.39736             12.04696            3.014527            6.164834            5.232574            3.413181            3.348188            3.282447            5.678368           -8.649596 
 1.82               6.33453             11.85807            3.013594            6.044101            5.184757            3.40774             3.34442             3.279654            5.665371           -5.523542 
 1.77               3.58944             11.67053            3.005501            5.923038            5.131238            3.395215            3.333527            3.26972             5.645295           -8.08109 
 1.72               2.51701             11.49752            3.004077            5.814898            5.085789            3.389433            3.32934             3.266474            5.63197            -8.980507 
 1.67               2.82113             11.33442            3.005265            5.715125            5.044292            3.386334            3.327798            3.265858            5.621335           -8.513288 
 1.62               2.13285             11.1774             3.005713            5.619935            5.003347            3.382567            3.325551            3.264523            5.61004            -9.044547 
 1.57               2.53301             11.02843            3.00784             5.531361            4.965319            3.380548            3.325017            3.264883            5.600502           -8.495419 
 1.52               1.70868             10.88447            3.008998            5.446413            4.92751             3.377627            3.323545            3.264292            5.590073           -9.175792 
 1.47               1.62865             10.74815            3.012167            5.367761            4.892857            3.376784            3.324118            3.26573             5.581731           -9.119498 
 1.42               2.13285             10.61732            3.015538            5.293316            4.859506            3.376209            3.324925            3.267389            5.573668           -8.484471 
 1.37               1.86875             10.49027            3.01769             5.221397            4.825993            3.374476            3.324544            3.267844            5.564461           -8.621517 
 1.32               .66427              10.36858            3.02049             5.153639            4.794146            3.373454            3.324842            3.268966            5.555978           -9.704305 
 1.27               1.70868             10.25428            3.026232            5.092117            4.76622             3.375435            3.328113            3.273046            5.55051            -8.5456 
 1.22               2.42897             10.14167            3.029443            5.031159            4.736707            3.374945            3.328882            3.274612            5.542586           -7.712704 
 1.17               5.20208             10.03131            3.030907            4.971362            4.706355            3.372765            3.327933            3.274446            5.532987           -4.829233 
 1.12               0                   9.917986            3.025615            4.907548            4.670123            3.363887            3.320258            3.267542            5.516705           -9.917986 
 1.07               1.23649             9.820919            3.032989            4.858978            4.647401            3.36773             3.325277            3.273319            5.51316            -8.584429 
 1.02               5.57423             9.724272            3.037367            4.809844            4.622497            3.368633            3.327329            3.276116            5.506691           -4.150042 
 .97                1.19248             9.620308            3.031185            4.752442            4.587816            3.359028            3.318847            3.268367            5.489731           -8.427828 
 .92                .05602              9.530096            3.035666            4.70787             4.564557            3.36014             3.321056            3.271298            5.483505           -9.474076 
 .87                2.60904             9.445604            3.042928            4.668125            4.544808            3.364084            3.326073            3.277025            5.480129           -6.836564 
 .82                1.33653             9.357712            3.043985            4.624112            4.519561            3.361873            3.324911            3.276562            5.470617           -8.021182 
 .77                0                   9.275591            3.048146            4.585034            4.498099            3.362816            3.32688             3.279217            5.464277           -9.275591 
 .72                .80832              9.199288            3.055575            4.550958            4.480563            3.367075            3.332141            3.285155            5.461273           -8.390968 
 .67                1.19248             9.123468            3.061052            4.516574            4.46171             3.369429            3.335475            3.289155            5.456383           -7.930988 
 .62                .37215              9.049048            3.065606            4.482827            4.442549            3.370907            3.337912            3.292247            5.450637           -8.676898 
 .57                2.43697             8.978863            3.07217             4.452569            4.425992            3.374441            3.342382            3.297363            5.446967           -6.541893 
 .52                1.19248             8.905789            3.073718            4.4187              4.404994            3.373003            3.341861            3.297476            5.438346           -7.713309 
 .47                0                   8.837788            3.078303            4.389203            4.387588            3.374646            3.3444              3.30064             5.432826           -8.837788 
 .42                0                   8.774656            3.085805            4.363892            4.373637            3.37925             3.34988             3.306735            5.430288           -8.774656 
 .37                0                   8.713411            3.093326            4.339807            4.360225            3.383913            3.355401            3.312861            5.427833           -8.713411 
 .32                0                   8.653979            3.100864            4.31689             4.347335            3.388637            3.360963            3.319018            5.425458           -8.653979 
 .27                .42817              8.596285            3.108422            4.295085            4.334951            3.393419            3.366566            3.325207            5.423164           -8.168115 
 .22                3.57343             8.539219            3.114954            4.273299            4.322015            3.397216            3.371165            3.330384            5.419908           -4.965789 
 .17                0                   8.476091            3.113836            4.244858            4.301888            3.393403            3.368136            3.327924            5.409063           -8.476091 
 .12                0                   8.423195            3.121425            4.226073            4.290909            3.398334            3.373835            3.334183            5.406986           -8.423195 
 .07                2.79712             8.371783            3.129032            4.208211            4.280379            3.403321            3.379574            3.340472            5.404988           -5.574663 
 .02                3.20528             8.314987            3.129841            4.184417            4.263468            3.401546            3.378534            3.339976            5.396252           -5.109707 
-.03                0                   8.258554            3.129657            4.160456            4.245968            3.398815            3.376522            3.338498            5.386581           -8.258554 
-.08                0                   8.211244            3.137285            4.145097            4.236671            3.403931            3.382342            3.344844            5.384782           -8.211244 
-.13                0                   8.165212            3.144931            4.130512            4.227774            3.4091              3.388199            3.35122             5.38306            -8.165212 
-.18                0                   8.120415            3.152595            4.11667             4.219264            3.414322            3.394095            3.357626            5.381413           -8.120415 
-.23                0                   8.076809            3.160279            4.103538            4.211131            3.419597            3.400029            3.364063            5.379844           -8.076809 
-.28                0                   8.034351            3.16798             4.091087            4.203365            3.424923            3.406               3.370529            5.37835            -8.034351 
-.33                0                   7.993007            3.175701            4.079292            4.195955            3.4303              3.412009            3.377025            5.376932           -7.993007 
-.38                .86435              7.952734            3.183441            4.068124            4.188891            3.435728            3.418055            3.383551            5.375589           -7.088385 
-.43                3.80152             7.911394            3.189093            4.055453            4.180059            3.439099            3.422031            3.388001            5.372214           -4.109874 
-.48                1.33653             7.863894            3.1876              4.036198            4.164392            3.435357            3.418881            3.385317            5.36175            -6.527364 
-.53                .94438              7.823349            3.192111            4.023484            4.15503             3.437648            3.421752            3.388647            5.357345           -6.87897 
-.58                2.94518             7.784692            3.197589            4.012254            4.146927            3.440936            3.425607            3.392955            5.35396            -4.839512 
-.63                3.29332             7.742062            3.198205            3.996657            4.134245            3.43939             3.424617            3.39241             5.345767           -4.448742 
-.68                3.76551             7.69945             3.197973            3.98069             4.120993            3.437026            3.422796            3.391029            5.33678            -3.933939 
-.73                1.05642             7.656521            3.19659             3.964031            4.106858            3.433538            3.419841            3.388506            5.326695           -6.600101 
-.78                0                   7.620998            3.201805            3.954411            4.099583            3.436677            3.423501            3.392592            5.323261           -7.620998 
-.83                .66427              7.588848            3.209609            3.947802            4.09515             3.44243             3.429765            3.399276            5.322468           -6.924578 
-.88                1.33653             7.55586             3.215812            3.940002            4.089366            3.446611            3.434444            3.404369            5.320127           -6.21933 
-.93                0                   7.521983            3.220392            3.930972            4.082199            3.449194            3.437516            3.40785             5.316213           -7.521983 
-.98                0                   7.492091            3.22824             3.925589            4.078535            3.455071            3.443872            3.414608            5.315619           -7.492091 
-1.03               0                   7.462911            3.236108            3.920589            4.075119            3.460993            3.450263            3.421394            5.315094           -7.462911 
-1.08               0                   7.434424            3.243995            3.91596             4.071943            3.466958            3.456688            3.428209            5.314639           -7.434424 
-1.13               0                   7.406609            3.251901            3.911689            4.069004            3.472967            3.463146            3.435053            5.314253           -7.406609 
-1.18               .94438              7.379449            3.259826            3.907764            4.066296            3.47902             3.469639            3.441925            5.313935           -6.435069 
-1.23               1.05642             7.350625            3.265469            3.901872            4.06151             3.482814            3.473865            3.446524            5.311385           -6.294205 
-1.28               0                   7.32214             3.270853            3.896025            4.056666            3.486372            3.477845            3.450872            5.308624           -7.32214 
-1.33               0                   7.296825            3.278824            3.893059            4.054605            3.492541            3.484427            3.457818            5.308498           -7.296825 
-1.38               0                   7.272097            3.286815            3.890396            4.052753            3.498751            3.491042            3.464791            5.30844            -7.272097 
-1.43               0                   7.247941            3.294826            3.888026            4.051107            3.505003            3.497691            3.471792            5.30845            -7.247941 
-1.48               0                   7.224339            3.302855            3.88594             4.049661            3.511296            3.504372            3.478821            5.308525           -7.224339 
-1.53               1.46859             7.201281            3.310905            3.88413             4.048411            3.51763             3.511087            3.485879            5.308667           -5.732691 
-1.58               2.0048              7.175169            3.315395            3.879007            4.043774            3.520426            3.514255            3.489385            5.305296           -5.170369 
-1.63               3.33733             7.148258            3.318589            3.872828            4.038008            3.521946            3.51614             3.491604            5.300675           -3.810928 
-1.68               1.2485              7.118588            3.318543            3.86364             4.029167            3.520247            3.514799            3.490591            5.292861           -5.870089 
-1.73               2.60904             7.09448             3.323588            3.859766            4.025577            3.523659            3.518561            3.494677            5.290181           -4.485439 
-1.78               1.70868             7.067524            3.32533             3.852804            4.018838            3.523787            3.519032            3.495467            5.284244           -5.358844 
-1.83               2.43697             7.043214            3.329269            3.848251            4.014451            3.526133            3.521713            3.498464            5.28055            -4.606244 
-1.88               1.85674             7.017574            3.331444            3.842136            4.008448            3.526732            3.522642            3.499703            5.275134           -5.160834 
-1.93               2.14486             6.993777            3.335038            3.837636            4.004008            3.52877             3.525002            3.50237             5.271182           -4.848917 
-1.98               1.19248             6.969701            3.337939            3.832633            3.999017            3.530133            3.52668             3.50435             5.26658            -5.777221 
-2.03               .94438              6.948356            3.343168            3.830143            3.996493            3.533842            3.530699            3.508667            5.26435            -6.003976 
-2.08               1.05642             6.928021            3.349014            3.828449            3.994721            3.538186            3.535346            3.513608            5.262779           -5.871602 
-2.13               0                   6.907814            3.354601            3.826669            3.992823            3.542289            3.539746            3.518297            5.260993           -6.907814 
-2.18               0                   6.890569            3.362777            3.827646            3.993642            3.548998            3.546745            3.525583            5.261837           -6.890569 
-2.23               0                   6.873712            3.370972            3.828806            3.994607            3.555744            3.553776            3.532895            5.262743           -6.873712 
-2.28               0                   6.857232            3.379187            3.830143            3.995715            3.562527            3.560837            3.540234            5.263711           -6.857232 
-2.33               1.32853             6.841121            3.387423            3.831654            3.996964            3.569346            3.56793             3.547601            5.26474            -5.512591 
-2.38               2.72909             6.822135            3.392441            3.830097            3.995113            3.572964            3.571815            3.551757            5.262593           -4.093045 
-2.43               3.41337             6.800082            3.394057            3.825282            3.989976            3.573196            3.57231             3.552519            5.257085           -3.386712 
-2.48               .53221              6.776692            3.39401             3.818945            3.983288            3.571781            3.571152            3.551624            5.249954           -6.244483 
-2.53               0                   6.760643            3.400985            3.819765            3.983732            3.577403            3.577026            3.557757            5.249885           -6.760643 
-2.58               0                   6.74622             3.409273            3.822031            3.985597            3.584355            3.584224            3.565211            5.251169           -6.74622 
-2.63               0                   6.732122            3.417582            3.824447            3.987589            3.591341            3.591452            3.572692            5.252513           -6.732122 
-2.68               0                   6.718344            3.425911            3.827008            3.989703            3.598363            3.59871             3.580199            5.253916           -6.718344 
-2.73               0                   6.704879            3.434261            3.82971             3.991939            3.60542             3.605999            3.587734            5.255379           -6.704879 
-2.78               .05602              6.691719            3.44263             3.832551            3.994293            3.612512            3.613317            3.595295            5.256901           -6.635699 
-2.83               1.94478             6.678723            3.450884            3.835391            3.996628            3.619501            3.62053             3.602747            5.258345           -4.733943 
-2.88               0                   6.661419            3.454555            3.83376             3.994475            3.621922            3.623168            3.605622            5.255244           -6.661419 
-2.93               .66427              6.649132            3.462974            3.836986            3.997163            3.629105            3.630565            3.613251            5.256929           -5.984862 
-2.98               2.80512             6.635509            3.469795            3.838719            3.998343            3.634704            3.636373            3.619289            5.257054           -3.830389 
-3.03               2.0008              6.616942            3.471414            3.835354            3.994411            3.635114            3.636988            3.620132            5.252015           -4.616142 
-3.08               1.47659             6.600592            3.474998            3.834053            3.99253             3.637503            3.639577            3.622945            5.248977           -5.124002 
-3.13               1.05642             6.585774            3.479869            3.834136            3.99202             3.64119             3.643461            3.627049            5.247262           -5.529355 
-3.18               2.93717             6.572237            3.485775            3.835351            3.992629            3.645926            3.64839             3.632197            5.246619           -3.635067 
-3.23               1.06443             6.554367            3.487112            3.832088            3.988751            3.646106            3.648759            3.63278             5.241444           -5.489937 
-3.28               0                   6.541296            3.493016            3.833482            3.98952             3.650866            3.653703            3.637937            5.240871           -6.541296 
-3.33               .94438              6.531064            3.501529            3.837573            3.992976            3.658246            3.661264            3.645708            5.242943           -5.586684 
-3.38               1.05642             6.518772            3.507761            3.839468            3.994227            3.663358            3.666553            3.651204            5.242769           -5.462352 
-3.43               .66427              6.506443            3.513736            3.841189            3.995296            3.668223            3.671593            3.656447            5.242372           -5.842173 
-3.48               1.33653             6.495299            3.52068             3.843961            3.997409            3.674071            3.67761             3.662667            5.24298            -5.15877 
-3.53               1.61665             6.482746            3.526003            3.845191            3.997973            3.678309            3.682015            3.66727             5.242002           -4.866096 
-3.58               2.38495             6.469729            3.530656            3.845828            3.997938            3.681889            3.685758            3.671209            5.240389           -4.08478 
-3.63               0                   6.455055            3.533449            3.844679            3.996111            3.683619            3.687648            3.673293            5.236948           -6.455055 
-3.68               1.66467             6.4464              3.54206             3.849423            4.000172            3.691179            3.695364            3.681201            5.23936            -4.78173 
-3.73               5.80632             6.433904            3.546635            3.850202            4.000263            3.694714            3.699053            3.685078            5.23777            -.6275835 
-3.78               .53221              6.411518            3.541128            3.840969            3.990337            3.688178            3.692667            3.678879            5.226131           -5.879308 
-3.83               0                   6.402161            3.548461            3.844644            3.993315            3.694492            3.699128            3.685524            5.227365           -6.402161 
-3.88               0                   6.394304            3.557109            3.849699            3.997671            3.702132            3.706912            3.693489            5.229947           -6.394304 
-3.93               .42817              6.386651            3.565778            3.854842            4.00211             3.709803            3.714725            3.701481            5.232583           -5.958481 
