B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              Peak 5              Peak 6              difference
 7.37               223.745             185.6289            69.12556            71.49555            171.6038            74.11584            70.39578            69.81055            73.83521            38.1161 
 7.32               221.393             196.9294            68.69542            71.13718            183.1966            73.37839            69.94536            69.37263            73.37636            24.46358 
 7.27               242.049             209.2469            68.27063            70.78745            195.7735            72.675              69.50076            68.94021            72.92313            32.80208 
 7.22               250.356             222.4963            67.78717            70.38252            209.252             71.93896            68.99796            68.44923            72.41148            27.85966 
 7.17               268.96              236.6722            67.27928            69.95687            223.6289            71.20201            68.47118            67.93396            71.87566            32.2878 
 7.12               289.484             251.6864            66.71822            69.48202            238.8181            70.43312            67.89165            67.36563            71.28691            37.79762 
 7.07               296.05              267.4519            66.0985             68.95275            254.7345            69.62469            67.2539             66.73876            70.63975            28.59811 
 7.02               298.88              283.9042            65.45877            68.40804            271.3152            68.81345            66.59654            66.09201            69.97282            14.97583 
 6.97               351                 300.927             64.80942            67.85863            288.4453            68.008              65.92995            65.43575            69.29652            50.07297 
 6.92               372.525             318.2335            64.01324            67.16776            305.8391            67.06954            65.11693            64.63277            68.47363            54.29147 
 6.87               343.133             335.7366            63.15497            66.42061            323.4106            66.08134            64.24218            63.7678             67.58887            7.396393 
 6.82               378.567             353.3832            62.37607            65.75926            341.1075            65.18358            63.44717            62.98232            66.78372            25.18375 
 6.77               424.758             370.7786            61.49646            65.00433            358.5355            64.19497            62.5518             62.09623            65.87809            53.9794 
 6.72               410.508             387.6582            60.48587            64.12637            375.4303            63.08418            61.52579            61.07927            64.84171            22.84979 
 6.67               410.168             403.9392            59.51212            63.29427            391.7089            62.01808            60.53695            60.09924            63.84238            6.22876 
 6.62               456.739             419.3196            58.53662            62.47073            407.069             60.95724            59.54669            59.11756            62.84154            37.41937 
 6.57               424.974             433.3966            57.42883            61.52679            421.1069            59.77035            58.42445            58.0037             61.70862           -8.422638 
 6.52               439.252             446.1142            56.40634            60.68204            433.7653            58.67432            57.38782            56.97522            60.66122           -6.862152 
 6.47               499.024             457.0768            55.34128            59.81113            444.6468            57.54069            56.30891            55.90426            59.57146            41.94714 
 6.42               480.416             465.9073            54.10696            58.79048            453.3715            56.24226            55.06104            54.66415            58.31266            14.5087 
 6.37               441.116             472.6012            52.92099            57.84161            459.9317            54.99614            53.86178            53.47246            57.10241           -31.48517 
 6.32               442.345             477.0352            51.84106            57.02707            464.1997            53.85964            52.76885            52.38691            55.99841           -34.69025 
 6.27               446.715             478.9695            50.7547             56.24039            465.9298            52.71989            51.66975            51.295              54.88818           -32.25452 
 6.22               443.866             478.3303            49.65314            55.48026            465.0412            51.56784            50.5557             50.18798            53.76295           -34.46426 
 6.17               423.938             475.1409            48.55646            54.77583            461.5485            50.42327            49.44679            49.08593            52.64281           -51.20288 
 6.12               437.039             469.521             47.51218            54.18568            455.5606            49.33345            48.39053            48.03635            51.57527           -32.48203 
 6.07               466.082             461.5161            46.42853            53.63139            447.1098            48.20641            47.29514            46.94749            50.46855            4.565918 
 6.02               454.262             451.2748            45.26108            53.08449            436.3289            46.99752            46.11617            45.7749             49.27822            2.987183 
 5.97               482.209             439.149             44.12323            52.67728            423.5511            45.82001            44.96703            44.63199            48.11769            43.06003 
 5.92               451.301             425.3               42.90451            52.32148            408.9158            44.56327            43.73725            43.40828            46.87648            26.00101 
 5.87               405.482             410.1841            41.76837            52.20631            392.8535            43.39063            42.59026            42.26723            45.71803           -4.702087 
 5.82               410.624             394.1476            40.75653            52.40306            375.6811            42.34367            41.56777            41.25054            44.68407            16.47641 
 5.77               380.892             377.3558            39.72757            52.80391            357.5305            41.28089            40.52837            40.2168             43.63317            3.536163 
 5.72               389.72              360.2094            38.77847            53.54342            338.7648            40.29918            39.56903            39.263              42.66232            29.51062 
 5.67               363.169             342.8959            37.80215            54.55603            319.5301            39.29137            38.58267            38.28204            41.66442            20.2731 
 5.62               328.707             325.7953            36.897              55.98541            300.1613            38.35579            37.66766            37.37232            40.73787            2.911713 
 5.57               349.228             309.1964            36.08521            57.90216            280.8986            37.51455            36.84619            36.55602            39.90484            40.03165 
 5.52               349.844             293.1938            35.21405            60.20459            261.7859            36.6149             35.96554            35.68042            39.01264            56.65021 
 5.47               332.725             278.0704            34.33878            63.00043            243.0537            35.71202            35.08095            34.80076            38.11648            54.65457 
 5.42               299.008             264.0806            33.50867            66.39178            224.9033            34.85514            34.24169            33.96633            37.26566            34.9274 
 5.37               278.235             251.4507            32.77007            70.47675            207.5096            34.09058            33.49411            33.22347            36.50652            26.78433 
 5.32               254.234             240.2995            32.08719            75.26822            190.9427            33.3825             32.80242            32.53639            35.80326            13.93446 
 5.27               255.43              230.7628            31.46918            80.81924            175.2944            32.74001            32.17575            31.91424            35.16504            24.66718 
 5.22               242.833             222.8686            30.84613            87.0966             160.5562            32.09318            31.5442             31.28711            34.52195            19.96442 
 5.17               264.982             216.7229            30.25639            94.16586            146.8069            31.48033            30.94611            30.69334            33.91232            48.25911 
 5.12               267.755             212.2659            29.60339            101.9461            133.971             30.80486            30.28491            30.03636            33.23959            55.48914 
 5.07               284.106             209.5568            28.94087            110.4922            122.1067            30.12048            29.61433            29.36992            32.5575             74.54919 
 5.02               227.263             208.5315            28.231              119.7516            111.1646            29.38934            28.89654            28.65618            31.82821            18.73152 
 4.97               239.268             209.3356            27.67731            129.8943            101.3238            28.81495            28.33507            28.09867            31.25526            29.93243 
 4.92               249.24              211.6891            27.08867            140.6758            92.35789            28.20615            27.73878            27.50627            30.64751            37.55092 
 4.87               271.24              215.4785            26.47066            152.027             84.22789            27.56851            27.11326            26.88454            30.01054            55.76152 
 4.82               258.824             220.522             25.78972            163.8171            76.84932            26.86845            26.42494            26.19993            29.3108             38.30205 
 4.77               253.918             226.7397            25.14143            176.0222            70.26183            26.20154            25.76939            25.54803            28.64385            27.17833 
 4.72               260.152             233.9096            24.50497            188.479             64.38589            25.54692            25.1258             24.908              27.98888            26.24237 
 4.67               301.068             241.7764            23.84943            200.9922            59.13061            24.87368            24.46324            24.24893            27.31496            59.29155 
 4.62               319.872             249.9985            23.07822            213.2801            54.33934            24.08521            23.68513            23.47424            26.52553            69.87354 
 4.57               311.869             258.3737            22.25253            225.1994            50.01471            23.24269            22.85266            22.64512            25.68176            53.49533 
 4.52               274.342             266.6994            21.44684            236.6039            46.17469            22.42058            22.0403             21.83604            24.85812            7.642609 
 4.47               289.872             274.7708            20.74329            247.3419            42.84808            21.70101            21.33019            21.12914            24.13677            15.10126 
 4.42               287.395             282.1494            19.9946             257.0254            39.83771            20.9367             20.57505            20.37716            23.37041            5.245575 
 4.37               287.807             288.5986            19.2507             265.4633            37.14749            20.17755            19.8248             19.63               22.60899           -.7915955 
 4.32               306.134             293.8371            18.50357            272.4164            34.72751            19.41552            19.07143            18.87965            21.84446            12.29694 
 4.27               288.711             297.5679            17.7034             277.6255            32.49016            18.60081            18.26512            18.0763             21.02703           -8.856873 
 4.22               272.981             299.6821            16.94949            281.0155            30.50105            17.8327             17.50517            17.31926            20.25599           -26.70114 
 4.17               297.007             300.019             16.23721            282.4552            28.72575            17.10655            16.78694            16.60388            19.52671           -3.011963 
 4.12               288.147             298.3741            15.45612            281.7665            27.02774            16.31191            15.99999            15.81972            18.72875           -10.22711 
 4.07               284.086             294.8132            14.69751            279.0379            25.4757             15.54006            15.23562            15.05809            17.9534            -10.72723 
 4.02               301.561             289.3656            13.94809            274.318             24.03682            14.7777             14.48053            14.30569            17.18737            12.19537 
 3.97               317.247             282.0764            13.14795            267.6685            22.63454            13.96492            13.67481            13.5026             16.37074            35.17065 
 3.92               285.302             273.1069            12.30197            259.2651            21.25963            13.10658            12.82334            12.65371            15.5084             12.19513 
 3.87               296.987             262.7844            11.54248            249.4468            20.03251            12.335              12.05843            11.89134            14.73266            34.20261 
 3.82               243.701             251.2076            10.7484             238.3224            18.82215            11.5291             11.25903            11.09442            13.92246           -7.506607 
 3.77               216.851             238.7893            10.10033            226.313             17.80084            10.86947            10.60571            10.44354            13.25839           -21.93829 
 3.72               212.101             225.6908            9.525162            213.5866            16.88863            10.28299            10.02538            9.865606            12.66735           -13.58975 
 3.67               208.283             212.0795            8.961594            200.3166            16.01853            9.708364            9.456728            9.299299            12.08802           -3.796539 
 3.62               217.803             198.1705            8.407089            186.7224            15.18336            9.143034            8.897214            8.742089            11.51787            19.63248 
 3.57               245.594             184.1288            7.82457             172.9731            14.34223            8.54992             8.309761            8.156896            10.91983            61.46515 
 3.52               199.232             170.0875            7.163101            159.2047            13.44109            7.878083            7.643433            7.492785            10.24295            29.14452 
 3.47               169.348             156.4162            6.628769            145.7895            12.68348            7.3336              7.104312            6.955842            9.693316            12.93182 
 3.42               168.183             143.2117            6.176086            132.8264            12.02182            6.870979            6.646914            6.50058             9.225449            24.97128 
 3.37               175.71              130.5144            5.725403            120.3575            11.37475            6.410564            6.191583            6.047348            8.759691            45.19563 
 3.32               167.707             118.3977            5.252502            108.4576            10.71666            5.928133            5.714103            5.571928            8.271828            49.30928 
 3.27               166.11              106.9805            4.800568            97.24667            10.08956            5.466864            5.257657            5.117503            7.805038            59.12955 
 3.22               146.082             96.29903            4.351807            86.76216            9.474688            5.008958            4.804449            4.666281            7.341532            49.78297 
 3.17               127.051             86.43906            3.95752             77.09045            8.922539            4.605711            4.40578             4.269561            6.932607            40.61195 
 3.12               118.343             77.41369            3.615082            68.24543            8.429796            4.254495            4.059023            3.924719            6.575637            40.92931 
 3.07               109.94              69.19385            3.295914            60.19859            7.967293            3.926723            3.735598            3.603173            6.242043            40.74615 
 3.02               118.299             61.76389            2.999237            52.9348             7.533743            3.621614            3.434724            3.304147            5.931044            56.53512 
 2.97               103.689             55.05042            2.678474            46.38114            7.082125            3.292585            3.109825            2.981062            5.596062            48.63858 
 2.92               87.559              49.08093            2.397469            40.56548            6.675889            3.003475            2.82474             2.697759            5.300939            38.47807 
 2.87               106.134             43.8161             2.160553            35.44884            6.319019            2.758614            2.583804            2.458573            5.050008            62.31791 
 2.82               91.5406             39.1108             1.8713              30.88646            5.914774            2.461568            2.290586            2.167075            4.74684             52.4298 
 2.77               70.9804             35.00539            1.621849            26.91895            5.55501             2.204475            2.037225            1.915405            4.483574            35.97501 
 2.72               57.1749             31.46347            1.428894            23.51018            5.256158            2.004025            1.840415            1.720255            4.276901            25.71143 
 2.67               58.6635             28.41356            1.273811            20.58893            4.999358            1.841589            1.68153             1.563002            4.108199            30.24995 
 2.62               35.018              25.76182            1.114155            18.06159            4.741941            1.674718            1.518124            1.401199            3.93502             9.25618 
 2.57               49.888              23.52928            1.019836            15.94939            4.553617            1.573321            1.420107            1.304758            3.827275            26.35872 
 2.52               25.9304             21.56321            .8838863            14.09979            4.327225            1.430424            1.280509            1.166709            3.677992            4.367188 
 2.47               32.8852             19.92945            .814209             12.57881            4.170491            1.353929            1.207232            1.094955            3.595077            12.95575 
 2.42               23.1413             18.50404            .724987             11.26268            3.997432            1.258015            1.11446             1.00368             3.49271             4.63726 
 2.37               14.7819             17.2993             .6626263            10.16386            3.854298            1.189085            1.048597            .9392885            3.417296           -2.517395 
 2.32               12.0408             16.28137            .6233473            9.248663            3.737164            1.143357            1.005863            .8980007            3.365055           -4.240568 
 2.27               17.1509             15.40844            .5915852            8.475414            3.630327            1.105263            .9706912            .8642515            3.320422            1.742456 
 2.22               15.3501             14.63607            .545517             7.799794            3.511834            1.052976            .9212588            .8162178            3.261573            .7140303 
 2.17               12.2969             13.96412            .5043316            7.221801            3.400753            1.005684            .8767536            .7730879            3.207695           -1.667217 
 2.12               16.4706             13.37976            .4715252            6.728723            3.300464            .9668795            .8406711            .7383579            3.162284            3.090845 
 2.07               22.421              12.84923            .4270172            6.286922            3.190779            .9164797            .7929299            .6919469            3.105259            9.571768 
 2.02               11.7367             12.35621            .3658304            5.880171            3.066617            .8495049            .728552             .6288773            3.031642           -.6195126 
 1.97               10.3561             11.93757            .334197             5.545445            2.974114            .8121849            .693769             .595381             2.987664           -1.581472 
 1.92               3.36134             11.55985            .3063161            5.249382            2.887377            .7787163            .6627792            .565657             2.947523           -8.198515 
 1.87               7.33894             11.23246            .2978172            5.001475            2.821948            .7647265            .6512114            .5553343            2.926848           -3.893516 
 1.82               4.77391             10.91987            .2782292            4.766298            2.747274            .7397422            .6285938            .5339417            2.895167           -6.14596 
 1.77               3.7535              10.6362             .2657223            4.558041            2.681447            .7219313            .6130959            .519649             2.870651           -6.882704 
 1.72               3.96158             10.37391            .2560196            4.369238            2.620117            .707015             .6004404            .5081792            2.84902            -6.412332 
 1.67               3.19328             10.12696            .2457108            4.193927            2.559803            .6915809            .5872161            .4961217            2.826864           -6.933678 
 1.62               2.80912             9.895952            .2375107            4.032785            2.503153            .6783417            .5761372            .4861909            2.806897           -7.086832 
 1.57               2.82113             9.678129            .2303567            3.883118            2.449041            .6662332            .5661407            .4773241            2.788056           -6.856999 
 1.52               0                   9.471015            .2231492            3.742511            2.396308            .6541536            .5561261            .4684214            2.769241           -9.471015 
 1.47               1.47259             9.281369            .22377              3.617786            2.352778            .6499831            .5539748            .4673644            2.758332           -7.808779 
 1.42               2.52901             9.096345            .2202959            3.496156            2.306474            .6417966            .5477629            .4622295            2.743406           -6.567335 
 1.37               .80832              8.916325            .2138731            3.378055            2.25849             .6307388            .5386363            .454163             2.725608           -8.108005 
 1.32               2.80112             8.748381            .2122195            3.270609            2.216495            .6245257            .5343119            .4508821            2.712655           -5.947261 
 1.27               3.20128             8.581648            .2050171            3.163002            2.170124            .6128377            .5244716            .4420691            2.694229           -5.380368 
 1.22               1.19248             8.420068            .1966817            3.059224            2.123747            .6000892            .5135305            .4321393            2.674746           -7.227588 
 1.17               0                   8.269925            .1939115            2.965606            2.084022            .5929766            .5081861            .4277905            2.660901           -8.269925 
 1.12               0                   8.1286              .1944509            2.879571            2.048652            .5892431            .5061826            .4267673            2.650439           -8.1286 
 1.07               0                   7.992457            .1949919            2.797525            2.014289            .5855789            .5042112            .4257612            2.640052           -7.992457 
 1.02               0                   7.861203            .1955343            2.719212            1.980897            .5819827            .5022716            .424772             2.629739           -7.861203 
 .97                0                   7.734567            .1960783            2.644403            1.94844             .5784531            .5003631            .4237994            2.619499           -7.734567 
 .92                1.84074             7.612304            .1966238            2.572889            1.916885            .5749888            .4984854            .4228434            2.609331           -5.771564 
 .87                2.21689             7.489067            .19205              2.499355            1.881079            .5664675            .4915171            .4167828            2.594115           -5.272177 
 .82                1.94478             7.368706            .1864169            2.427687            1.845051            .5569481            .4835178            .4096775            2.577909           -5.423926 
 .77                0                   7.252826            .1815252            2.35952             1.810572            .54823              .4762879            .4033281            2.562513           -7.252826 
 .72                .80832              7.145901            .1820302            2.29936             1.78227             .5449672            .474482             .4023895            2.552583           -6.337581 
 .67                2.05682             7.040116            .180288             2.239421            1.752473            .5395147            .4704559            .3992177            2.540473           -4.983296 
 .62                3.13725             6.934081            .1750674            2.178342            1.719924            .5306402            .4629781            .3925815            2.524953           -3.796831 
 .57                0                   6.828106            .1668268            2.116458            1.685057            .5188007            .4525063            .3829389            2.50648            -6.828106 
 .52                0                   6.733775            .1672909            2.06538             1.659573            .5157202            .4507651            .3820145            2.496777           -6.733775 
 .47                0                   6.642251            .1677563            2.016296            1.634746            .5126939            .4490505            .3811047            2.487141           -6.642251 
 .42                0                   6.553411            .168223             1.969107            1.610555            .5097209            .4473622            .3802093            2.477572           -6.553411 
 .37                0                   6.467138            .168691             1.923719            1.586977            .5068001            .4456998            .3793283            2.468068           -6.467138 
 .32                1.67267             6.38332             .1691602            1.880042            1.563994            .5039305            .4440629            .3784612            2.458631           -4.71065 
 .27                4.32973             6.297201            .1649776            1.833341            1.536933            .496458             .437798             .372955             2.444604           -1.967471 
 .22                0                   6.20593             .1533914            1.780786            1.503023            .48163              .4241531            .3600577            2.423237           -6.20593 
 .17                .94438              6.12883             .1538181            1.741719            1.481664            .478862             .4225442            .3591857            2.413945           -5.18445 
 .12                1.72069             6.051173            .1516188            1.701433            1.4582              .4735142            .4183321            .3556998            2.402089           -4.330483 
 .07                1.33653             5.973338            .1472538            1.660322            1.433073            .4660459            .4119767            .3500602            2.388128           -4.636808 
 .02                0                   5.898466            .1439452            1.621547            1.409492            .4596787            .4067001            .3454891            2.375285           -5.898466 
-.03                0                   5.829135            .1443457            1.587702            1.390093            .457064             .4051542            .3446386            2.366212           -5.829135 
-.08                0                   5.761566            .1447472            1.555025            1.371154            .4544933            .4036309            .3438009            2.357199           -5.761566 
-.13                0                   5.695691            .1451499            1.523463            1.352661            .4519656            .4021299            .3429757            2.348246           -5.695691 
-.18                0                   5.631446            .1455537            1.492967            1.3346              .4494803            .4006509            .342163             2.339354           -5.631446 
-.23                0                   5.568771            .1459586            1.463492            1.316958            .4470365            .3991936            .3413626            2.330521           -5.568771 
-.28                0                   5.507606            .1463647            1.434992            1.299724            .4446336            .3977577            .3405743            2.321747           -5.507606 
-.33                0                   5.447896            .1467719            1.407428            1.282884            .4422707            .3963429            .339798             2.313032           -5.447896 
-.38                0                   5.38959             .1471802            1.380758            1.266428            .4399472            .394949             .3390337            2.304374           -5.38959 
-.43                1.31653             5.332636            .1475897            1.354946            1.250344            .4376625            .3935756            .3382812            2.295774           -4.016106 
-.48                2.68507             5.273325            .1443377            1.326294            1.230959            .4317532            .3885599            .3338777            2.283569           -2.588255 
-.53                1.46859             5.211455            .1372695            1.294613            1.208108            .4220638            .3797469            .3256684            2.267603           -3.742865 
-.58                .53221              5.154166            .1335658            1.267051            1.188961            .4157745            .3743169            .3208338            2.255057           -4.621956 
-.63                0                   5.100644            .1324568            1.24281             1.172739            .4121148            .3714999            .3186041            2.24516            -5.100644 
-.68                .94438              5.049733            .1328253            1.220742            1.158316            .4099669            .3701785            .3178619            2.236794           -4.105353 
-.73                1.05642             4.997292            .1305676            1.196717            1.141578            .4052264            .3662488            .3145034            2.225856           -3.940872 
-.78                0                   4.945592            .1279919            1.173016            1.124826            .4002011            .3620186            .3108367            2.214653           -4.945592 
-.83                .05602              4.89785             .1283479            1.152865            1.1113              .3981401            .3607375            .3101115            2.206435           -4.84183 
-.88                1.94478             4.850944            .1285492            1.133152            1.097907            .3959561            .3593187            .3092409            2.198115           -2.906164 
-.93                0                   4.799745            .1234965            1.108758            1.079538            .3885495            .3526627            .3031259            2.184593           -4.799745 
-.98                0                   4.754871            .1238401            1.090309            1.066838            .3865701            .3514197            .3024164            2.176518           -4.754871 
-1.03               0                   4.710898            .1241846            1.072391            1.054402            .3846219            .350194             .3017172            2.168496           -4.710898 
-1.08               .80832              4.6678              .1245301            1.054983            1.042224            .3827044            .3489855            .301028             2.160525           -3.85948 
-1.13               1.19248             4.6233              .1226277            1.035819            1.028049            .3785684            .345545             .2980999            2.150357           -3.43082 
-1.18               1.61665             4.578546            .1196514            1.016054            1.013044            .3733872            .3410463            .2941069            2.139164           -2.961895 
-1.23               3.85354             4.533399            .1154869            .9955574            .9970874            .3670459            .3353749            .2889344            2.126834           -.6798592 
-1.28               .53221              4.48279             .1050878            .9692658            .9751276            .354498             .3234842            .277536             2.108317           -3.95058 
-1.33               1.88876             4.442141            .1038996            .9526095            .9626038            .3511882            .3208196            .2753572            2.099061           -2.55338 
-1.38               2.16887             4.398442            9.893417E-02        .9325854            .9465222            .3441281            .3143926            .2694096            2.086075           -2.229572 
-1.43               1.94478             4.354656            9.317565E-02        .9121635            .9298611            .3363013            .3071871            .2626773            2.072344           -2.409876 
-1.48               0                   4.312165            8.802459E-02        .8927305            .9140159            .3291079            .3006037            .2565608            2.059269           -4.312165 
-1.53               0                   4.275736            8.826947E-02        .879062             .9037697            .327336             .2994305            .2558485            2.051636           -4.275736 
-1.58               0                   4.239955            8.851504E-02        .8657502            .8937221            .3255899            .2982721            .2551449            2.044051           -4.239955 
-1.63               0                   4.204806            8.876128E-02        .8527831            .8838683            .3238692            .2971283            .2544501            2.036514           -4.204806 
-1.68               0                   4.170271            8.900821E-02        .8401492            .8742034            .3221735            .2959989            .2537639            2.029023           -4.170271 
-1.73               0                   4.136332            8.925582E-02        .8278374            .8647227            .3205023            .2948838            .2530862            2.021579           -4.136332 
-1.78               .37215              4.102974            8.950412E-02        .8158374            .855422             .3188554            .2937828            .252417             2.01418            -3.730824 
-1.83               1.62865             4.069146            8.871782E-02        .8031035            .8452613            .316197             .2916604            .2507209            2.005792           -2.440496 
-1.88               1.46859             4.032371            8.443379E-02        .787163             .8317735            .3100636            .2860533            .2455346            1.993951           -2.563781 
-1.93               .53221              3.996563            8.058313E-02        .7719377            .8188854            .3043859            .2808924            .2407892            1.982588           -3.464353 
-1.98               1.60864             3.963871            7.932675E-02        .7595794            .8087542            .3013246            .2783385            .2386455            1.973863           -2.355232 
-2.03               2.39296             3.92869             7.507229E-02        .7444872            .7957835            .2952869            .2727991            .2335111            1.962184           -1.53573 
-2.08               0                   3.89181             6.862397E-02        .727457             .7807738            .2870767            .2650782            .2261901            1.948354           -3.89181 
-2.13               0                   3.862051            6.881489E-02        .7173139            .7725545            .2855266            .2640088            .2255155            1.941206           -3.862051 
-2.18               .37215              3.832764            6.900632E-02        .7074117            .7644834            .2839978            .262952             .2248485            1.934102           -3.460614 
-2.23               1.62865             3.8029              6.816304E-02        .6967077            .7555219            .2814546            .2608723            .2231538            1.926005           -2.17425 
-2.28               1.46859             3.769986            6.382179E-02        .6827315            .7432033            .2754334            .2553065            .2179682            1.914452           -2.301396 
-2.33               .53221              3.737942            5.991378E-02        .6694076            .7314557            .2698652            .2501855            .2132226            1.903374           -3.205732 
-2.38               0                   3.708918            5.859987E-02        .6588902            .7224367            .2669105            .2476701            .2110779            1.894932           -3.708918 
-2.43               0                   3.681787            5.876289E-02        .6500559            .7150262            .2654518            .2466429            .2104169            1.888007           -3.681787 
-2.48               0                   3.655062            5.892637E-02        .6414221            .7077447            .2640124            .2456274            .209763             1.881124           -3.655062 
-2.53               0                   3.628734            .0590903            .632983             .7005893            .262592             .2446234            .2091162            1.874282           -3.628734 
-2.58               0                   3.602793            5.925469E-02        .6247328            .6935571            .2611902            .2436307            .2084763            1.86748            -3.602793 
-2.63               .37215              3.577232            5.941954E-02        .6166661            .6866456            .2598069            .2426493            .2078433            1.860718           -3.205082 
-2.68               5.65026             3.551005            .0585494            .6077422            .6788165            .2574063            .2406435            .2061817            1.852961            2.099255 
-2.73               3.98159             3.510453            4.299355E-02        .5843055            .6564167            .2403374            .2239625            .1898407            1.830558            .4711373 
-2.78               0                   3.474853            3.203662E-02        .5656354            .638728             .2278845            .2118909            .1781049            1.812792           -3.474853 
-2.83               0                   3.450644            3.212574E-02        .5581747            .6321955            .2264946            .2108755            .1774213            1.806111           -3.450644 
-2.88               .66427              3.426773            3.221512E-02        .5508727            .6257706            .2251216            .2098705            .176744             1.799469           -2.762503 
-2.93               1.33653             3.401384            3.045678E-02        .5418773            .6176034            .2219173            .2070278            .1742251            1.791017           -2.064854 
-2.98               0                   3.374442            2.682333E-02        .5311567            .6076641            .2168541            .2023199            .1698371            1.780727           -3.374442 
-3.03               0                   3.351525            2.689795E-02        .5242899            .6015336            .2155148            .2013298            .169163             1.774183           -3.351525 
-3.08               0                   3.328916            2.697278E-02        .5175653            .595502             .2141914            .2003495            .168495             1.767677           -3.328916 
-3.13               0                   3.306611            2.704781E-02        .5109789            .5895672            .2128836            .199379             .1678331            1.761208           -3.306611 
-3.18               0                   3.284601            2.712306E-02        .5045272            .5837272            .2115913            .1984182            .167177             1.754775           -3.284601 
-3.23               0                   3.262881            2.719852E-02        .4982063            .57798              .2103142            .1974668            .1665269            1.748379           -3.262881 
-3.28               0                   3.241445            2.727418E-02        .4920131            .5723239            .2090521            .1965248            .1658826            1.74202            -3.241445 
-3.33               .37215              3.220288            2.735007E-02        .485944             .5667566            .2078048            .1955922            .165244             1.735696           -2.848138 
