B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              difference
 304.32             2064.57             2977.68             2961.128            2961.128            2975.692            2963.117           -913.1104 
 304.27             2088.18             2975.02             2958.356            2958.356            2973.012            2960.364           -886.8401 
 304.22             1997.19             2972.351            2955.574            2955.574            2970.324            2957.601           -975.1611 
 304.17             2170.33             2969.563            2952.672            2952.672            2967.516            2954.719           -799.2327 
 304.12             2267.41             2966.907            2949.901            2949.901            2964.841            2951.968           -699.4973 
 304.07             2166.25             2964.315            2947.192            2947.192            2962.229            2949.279           -798.0649 
 304.02             2046.49             2961.598            2944.358            2944.358            2959.491            2946.465           -915.1084 
 303.97             2050.3              2958.737            2941.378            2941.378            2956.61             2943.506           -908.437 
 303.92             2113.15             2955.846            2938.367            2938.367            2953.698            2940.516           -842.6963 
 303.87             2019.96             2952.983            2935.382            2935.382            2950.813            2937.552           -933.0229 
 303.82             1929.8              2949.999            2932.275            2932.275            2947.807            2934.467           -1020.198 
 303.77             2033.88             2946.894            2929.047            2929.047            2944.681            2931.26            -913.0143 
 303.72             2121.73             2943.853            2925.88             2925.88             2941.617            2928.116           -822.123 
 303.67             1959.21             2940.862            2922.762            2922.762            2938.604            2925.021           -981.6519 
 303.62             1951.88             2937.683            2919.456            2919.456            2935.402            2921.737           -985.8033 
 303.57             2153.08             2934.462            2916.105            2916.105            2932.157            2918.409           -781.3818 
 303.52             2143.67             2931.397            2912.909            2912.909            2929.069            2915.237           -787.7271 
 303.47             2108.61             2928.292            2909.671            2909.671            2925.939            2912.023           -819.6814 
 303.42             2050.88             2925.12             2906.366            2906.366            2922.743            2908.742           -874.24 
 303.37             2076.48             2921.861            2902.971            2902.971            2919.459            2905.373           -845.3809 
 303.32             2123.19             2918.592            2899.565            2899.565            2916.165            2901.992           -795.4016 
 303.27             2254.79             2915.333            2896.168            2896.168            2912.881            2898.62            -660.543 
 303.22             2018.12             2912.167            2892.863            2892.863            2909.689            2895.341           -894.0475 
 303.17             1943.25             2908.746            2889.299            2889.299            2906.241            2891.804           -965.4956 
 303.12             2099.81             2905.216            2885.627            2885.627            2902.685            2888.158           -805.406 
 303.07             2025.49             2901.799            2882.065            2882.065            2899.24             2884.623           -876.3086 
 303.02             2057.38             2898.277            2878.396            2878.396            2895.69             2880.982           -840.8967 
 302.97             1968.48             2894.749            2874.72             2874.72             2892.135            2877.334           -926.2688 
 302.92             2032.71             2891.101            2870.922            2870.922            2888.458            2873.565           -858.3906 
 302.87             2138.62             2887.477            2867.146            2867.146            2884.805            2869.818           -748.8564 
 302.82             2103.56             2883.918            2863.434            2863.434            2881.216            2866.136           -780.3577 
 302.77             2034.48             2880.291            2859.653            2859.653            2877.56             2862.384           -845.8113 
 302.72             2117.66             2876.564            2855.769            2855.769            2873.802            2858.531           -758.9043 
 302.67             2055.03             2872.88             2851.926            2851.926            2870.087            2854.719           -817.8503 
 302.62             2072.79             2869.102            2847.987            2847.987            2866.277            2850.812           -796.3118 
 302.57             2055.63             2865.304            2844.027            2844.027            2862.448            2846.883           -809.6741 
 302.52             2031.58             2861.454            2840.012            2840.012            2858.565            2842.901           -829.8739 
 302.47             2021.8              2857.544            2835.936            2835.936            2854.622            2838.858           -835.7439 
 302.42             1861.81             2853.588            2831.811            2831.811            2850.632            2834.767           -991.7776 
 302.37             1988.72             2849.441            2827.493            2827.493            2846.45             2830.484           -860.7207 
 302.32             2043.11             2845.374            2823.254            2823.254            2842.348            2826.279           -802.2638 
 302.27             2099.19             2841.32             2819.025            2819.025            2838.259            2822.086           -742.1301 
 302.22             2092.6              2837.283            2814.811            2814.811            2834.186            2817.908           -744.6831 
 302.17             2086.13             2833.203            2810.552            2810.552            2830.069            2813.686           -747.0732 
 302.12             2007.11             2829.081            2806.249            2806.249            2825.909            2809.42            -821.9711 
 302.07             2141.52             2824.846            2801.83             2801.83             2821.636            2805.04            -683.3262 
 302.02             2073.23             2820.701            2797.499            2797.499            2817.453            2800.748           -747.4712 
 301.97             1972.14             2816.455            2793.065            2793.065            2813.167            2796.353           -844.3148 
 301.92             1946.46             2812.075            2788.494            2788.494            2808.746            2791.822           -865.6147 
 301.87             2048.55             2807.63             2783.856            2783.856            2804.26             2787.225           -759.0796 
 301.82             2103.11             2803.242            2779.272            2779.272            2799.831            2782.684           -700.1318 
 301.77             2213.67             2798.868            2774.7              2774.7              2795.414            2778.154           -585.198 
 301.72             2174.41             2794.563            2770.194            2770.194            2791.065            2773.691           -620.1526 
 301.67             2085.62             2790.185            2765.613            2765.613            2786.644            2769.155           -704.5647 
 301.62             2015.1              2785.687            2760.909            2760.909            2782.1              2764.495           -770.5868 
 301.57             2154.8              2781.083            2756.096            2756.096            2777.45             2759.729           -626.2825 
 301.52             2002.6              2776.573            2751.375            2751.375            2772.894            2755.054           -773.973 
 301.47             2003.99             2771.881            2746.469            2746.469            2768.154            2750.195           -767.8906 
 301.42             2164.91             2767.149            2741.521            2741.521            2763.374            2745.296           -602.2395 
 301.37             2064.95             2762.532            2736.683            2736.683            2758.708            2740.508           -697.5823 
 301.32             2060.09             2757.782            2731.71             2731.71             2753.907            2735.586           -697.6924 
 301.27             2172.71             2752.989            2726.691            2726.691            2749.063            2730.618           -580.2793 
 301.22             2129.48             2748.264            2721.737            2721.737            2744.285            2725.716           -618.7842 
 301.17             2049.45             2743.461            2716.702            2716.702            2739.428            2720.734           -694.011 
 301.12             2219.3              2738.543            2711.549            2711.549            2734.456            2715.636           -519.2434 
 301.07             2224.78             2733.749            2706.515            2706.515            2729.605            2710.658           -508.9688 
 301.02             2142.77             2728.923            2701.448            2701.448            2724.723            2705.648           -586.1533 
 300.97             2088.03             2723.984            2696.262            2696.262            2719.726            2700.521           -635.9539 
 300.92             2117.1              2718.953            2690.983            2690.983            2714.636            2695.301           -601.8533 
 300.87             2183.01             2713.912            2685.689            2685.689            2709.534            2690.067           -530.9021 
 300.82             2235.25             2708.895            2680.416            2680.416            2704.455            2684.856           -473.6448 
 300.77             2201.41             2703.891            2675.152            2675.152            2699.387            2679.655           -502.4807 
 300.72             2308.53             2698.818            2669.815            2669.815            2694.25             2674.383           -390.2881 
 300.67             2309.97             2693.811            2664.541            2664.541            2689.177            2669.174           -383.8408 
 300.62             2317.8              2688.771            2659.229            2659.229            2684.07             2663.93            -370.9709 
 300.57             2317.37             2683.704            2653.887            2653.887            2678.934            2658.656           -366.3337 
 300.52             2122.19             2678.602            2648.506            2648.506            2673.762            2653.345           -556.4121 
 300.47             2174.18             2673.279            2642.899            2642.899            2668.367            2647.811           -499.0991 
 300.42             2309.59             2667.966            2637.299            2637.299            2662.981            2642.283           -358.3762 
 300.37             2366.34             2662.746            2631.786            2631.786            2657.686            2636.846           -296.406 
 300.32             2274.48             2657.545            2626.288            2626.288            2652.408            2631.425           -383.0652 
 300.27             2266.16             2652.223            2620.665            2620.665            2647.008            2625.88            -386.0632 
 300.22             2329.91             2646.857            2614.992            2614.992            2641.561            2620.288           -316.9468 
 300.17             2299.75             2641.516            2609.341            2609.341            2636.138            2614.719           -341.7661 
 300.12             2267.65             2636.112            2603.622            2603.622            2630.651            2609.083           -368.4624 
 300.07             2207.49             2630.642            2597.831            2597.831            2625.095            2603.379           -423.1523 
 300.02             2317.57             2625.079            2591.942            2591.942            2619.444            2597.578           -307.5093 
 299.97             2402.69             2619.584            2586.116            2586.116            2613.858            2591.842           -216.894 
 299.92             2519.76             2614.135            2580.331            2580.331            2608.317            2586.149           -94.37524 
 299.87             2424.52             2608.766            2574.62             2574.62             2602.854            2580.533           -184.2463 
 299.82             2401.57             2603.276            2568.783            2568.783            2597.266            2574.792           -201.7058 
 299.77             2360.16             2597.731            2562.885            2562.885            2591.623            2568.994           -237.5713 
 299.72             2285.96             2592.115            2556.909            2556.909            2585.904            2563.12            -306.1545 
 299.67             2400.25             2586.393            2550.823            2550.823            2580.078            2557.137           -186.1426 
 299.62             2305.63             2580.745            2544.804            2544.804            2574.324            2551.225           -275.115 
 299.57             2348.05             2574.974            2538.656            2538.656            2568.443            2545.186           -226.9236 
 299.52             2468.08             2569.208            2532.506            2532.506            2562.565            2539.149           -101.1282 
 299.47             2368.43             2563.524            2526.432            2526.432            2556.766            2533.19            -195.094 
 299.42             2228.79             2557.713            2520.224            2520.224            2550.837            2527.1             -328.9231 
 299.37             2299.19             2551.735            2513.842            2513.842            2544.738            2520.839           -252.5454 
 299.32             2155.79             2545.788            2507.483            2507.483            2538.666            2514.605           -389.998 
 299.27             2165.58             2539.668            2500.945            2500.945            2532.419            2508.195           -374.0884 
 299.22             2061.02             2533.52             2494.371            2494.371            2526.139            2501.752           -472.5002 
 299.17             2203.62             2527.233            2487.65             2487.65             2519.718            2495.166           -323.613 
 299.12             2173.08             2521.043            2481.019            2481.019            2513.389            2488.673           -347.9634 
 299.07             2144.76             2514.786            2474.312            2474.312            2506.99             2482.108           -370.0264 
 299.02             2223.39             2508.465            2467.532            2467.532            2500.522            2475.475           -285.0752 
 298.97             2151                2502.18             2460.781            2460.781            2494.088            2468.874           -351.1804 
 298.92             2322.75             2495.79             2453.916            2453.916            2487.543            2462.163           -173.0403 
 298.87             2253.6              2489.527            2447.167            2447.167            2481.12             2455.573           -235.9265 
 298.82             2102.84             2483.163            2440.31             2440.31             2474.593            2448.88            -380.323 
 298.77             1939.55             2476.62             2433.263            2433.263            2467.882            2442.001           -537.0701 
 298.72             1975.12             2469.882            2426.011            2426.011            2460.97             2434.923           -494.7616 
 298.67             2138.15             2463.135            2418.741            2418.741            2454.045            2427.831           -324.9851 
 298.62             2076.75             2456.502            2411.575            2411.575            2447.229            2420.848           -379.7524 
 298.57             2133.19             2449.774            2404.302            2404.302            2440.312            2413.764           -316.5842 
 298.52             1994.59             2443.061            2397.032            2397.032            2433.403            2406.69            -448.4708 
 298.47             1995.04             2436.178            2389.582            2389.582            2426.319            2399.44            -441.1377 
 298.42             1950.33             2429.254            2382.079            2382.079            2419.188            2392.145           -478.9244 
 298.37             1863.45             2422.248            2374.481            2374.481            2411.969            2384.761           -558.7983 
 298.32             2007.25             2415.118            2366.747            2366.747            2404.617            2377.248           -407.8679 
 298.27             1874.62             2408.082            2359.094            2359.094            2397.354            2369.823           -533.4623 
 298.22             1965.36             2400.88             2351.262            2351.262            2389.917            2362.225           -435.5204 
 298.17             1890.98             2393.723            2343.46             2343.46             2382.517            2354.667           -502.7434 
 298.12             1825.58             2386.456            2335.533            2335.533            2374.998            2346.991           -560.8759 
 298.07             1769.05             2379.084            2327.488            2327.488            2367.366            2339.206           -610.0344 
 298.02             1943.23             2371.617            2319.331            2319.331            2359.63             2331.318           -428.3872 
 297.97             1934.45             2364.273            2311.281            2311.281            2352.007            2323.547           -429.8235 
 297.92             1801.01             2356.883            2303.167            2303.167            2344.328            2315.722           -555.873 
 297.87             2025.61             2349.327            2294.87             2294.87             2336.472            2307.725           -323.7169 
 297.82             2003.96             2341.946            2286.729            2286.729            2328.779            2299.896           -337.9856 
 297.77             1956.81             2334.509            2278.513            2278.513            2321.019            2292.003           -377.6992 
 297.72             1885.54             2326.993            2270.197            2270.197            2313.166            2284.024           -441.4531 
 297.67             1841.63             2319.375            2261.757            2261.757            2305.197            2275.936           -477.745 
 297.62             1918.12             2311.68             2253.217            2253.217            2297.135            2267.763           -393.5604 
 297.57             1887.18             2304.024            2244.692            2244.692            2289.095            2259.621           -416.8444 
 297.52             1749.67             2296.308            2236.079            2236.079            2280.977            2251.41            -546.6381 
 297.47             1770.81             2288.43             2227.276            2227.276            2272.677            2243.029           -517.6201 
 297.42             1805.1              2280.542            2218.431            2218.431            2264.343            2234.629           -475.4415 
 297.37             1931.49             2272.658            2209.558            2209.558            2255.99             2226.226           -341.1682 
 297.32             1904.01             2264.871            2200.744            2200.744            2247.705            2217.91            -360.8608 
 297.27             1918.1              2257.04             2191.847            2191.847            2239.345            2209.542           -338.9401 
 297.22             2004.68             2249.208            2182.903            2182.903            2230.948            2201.162           -244.5275 
 297.17             1979.14             2241.448            2173.984            2173.984            2222.586            2192.847           -262.3085 
 297.12             1899.47             2233.663            2164.983            2164.983            2214.151            2184.495           -334.1934 
 297.07             1838.45             2225.805            2155.848            2155.848            2205.592            2176.061           -387.3547 
 297.02             1774.01             2217.898            2146.595            2146.595            2196.926            2167.567           -443.8877 
 296.97             1956.27             2209.943            2137.218            2137.218            2188.145            2159.016           -253.6733 
 296.92             1991.17             2202.188            2127.953            2127.953            2179.487            2150.653           -211.0179 
 296.87             1867.65             2194.506            2118.662            2118.662            2170.815            2142.353           -326.8563 
 296.82             1718.67             2186.759            2109.194            2109.194            2161.976            2133.976           -468.0885 
 296.77             1826.29             2178.934            2099.521            2099.521            2152.945            2125.51            -352.644 
 296.72             1925.76             2171.289            2089.887            2089.887            2143.963            2117.213           -245.5291 
 296.67             1907.02             2163.839            2080.284            2080.284            2135.025            2109.098           -256.8186 
 296.62             1947.79             2156.494            2070.603            2070.603            2126.021            2101.077           -208.7043 
 296.57             1925.66             2149.334            2060.899            2060.899            2117.006            2093.227           -223.6737 
 296.52             1945.53             2142.328            2051.114            2051.114            2107.924            2085.518           -196.7976 
 296.47             1968.96             2135.542            2041.286            2041.286            2098.811            2078.017           -166.582 
 296.42             1822.1              2129.015            2031.419            2031.419            2089.673            2070.76            -306.9147 
 296.37             1868.74             2122.623            2021.351            2021.351            2080.349            2063.625           -253.8826 
 296.32             1814.36             2116.582            2011.262            2011.262            2071.017            2056.827           -302.2218 
 296.27             1847.8              2110.846            2001.058            2001.058            2061.586            2050.318           -263.0457 
 296.22             1906.2              2105.538            1990.821            1990.821            2052.136            2044.223           -199.3381 
 296.17             1801.87             2100.737            1980.576            1980.576            2042.693            2038.62            -298.8666 
 296.12             1870.98             2096.345            1970.167            1970.167            2033.102            2033.409           -225.3647 
 296.07             1725.44             2092.576            1959.758            1959.758            2023.528            2028.806           -367.1362 
 296.02             1798.59             2089.295            1949.145            1949.145            2013.767            2024.673           -290.7054 
 295.97             1872.84             2086.762            1938.534            1938.534            2004.024            2021.272           -213.9222 
 295.92             1920.93             2085.049            1927.928            1927.928            1994.304            2018.673           -164.1188 
 295.87             1895.29             2084.207            1917.302            1917.302            1984.583            2016.926           -188.9165 
 295.82             2059.14             2084.221            1906.587            1906.587            1974.79             2016.018           -25.08105 
 295.77             2040.7              2085.355            1895.965            1895.965            1965.11             2016.211           -44.65552 
 295.72             2076.49             2087.493            1885.263            1885.263            1955.369            2017.387           -11.00317 
 295.67             1994.38             2090.759            1874.534            1874.534            1945.621            2019.672           -96.37927 
 295.62             2100.21             2095.115            1863.665            1863.665            1935.755            2023.025            5.095459 
 295.57             2182.38             2100.78             1852.834            1852.834            1925.947            2027.667            81.6001 
 295.52             2078.67             2107.809            1842.02             1842.02             1916.179            2033.65            -29.13916 
 295.47             2208.76             2116.054            1831.048            1831.048            1906.274            2040.828            92.70581 
 295.42             2182.8              2125.788            1820.138            1820.138            1896.455            2049.471            57.01245 
 295.37             2280.01             2136.909            1809.145            1809.145            1886.577            2059.477            143.1013 
 295.32             2177.59             2149.528            1798.185            1798.185            1876.756            2070.957            28.06177 
 295.27             2232.12             2163.495            1787.069            1787.069            1866.805            2083.759            68.625 
 295.22             2142.31             2178.922            1775.945            1775.945            1856.872            2097.995           -36.61182 
 295.17             2376.83             2195.667            1764.676            1764.676            1846.82             2113.523            181.1631 
 295.12             2474.05             2214.021            1753.571            1753.571            1836.96             2130.632            260.0288 
 295.07             2336.99             2233.77             1742.502            1742.502            1827.164            2149.108            103.22 
 295.02             2454                2254.658            1731.249            1731.249            1817.214            2168.693            199.3418 
 294.97             2440.33             2276.796            1720.05             1720.05             1807.348            2189.499            163.5337 
 294.92             2404.52             2299.973            1708.784            1708.784            1797.446            2211.311            104.5469 
 294.87             2655.42             2324.059            1697.428            1697.428            1787.487            2234                331.3613 
 294.82             2549.77             2349.135            1686.257            1686.257            1777.745            2257.647            200.6353 
 294.77             2483.14             2374.741            1674.935            1674.935            1767.886            2281.789            108.3992 
 294.72             2436.9              2400.678            1663.496            1663.496            1757.946            2306.228            36.22217 
 294.67             2603.57             2426.777            1651.958            1651.958            1747.943            2330.792            176.793 
 294.62             2717.34             2453.038            1640.525            1640.525            1738.083            2355.479            264.3025 
 294.57             2594.45             2479.121            1629.148            1629.148            1728.317            2379.952            115.3289 
 294.52             2572.1              2504.588            1617.605            1617.605            1718.426            2403.767            67.51221 
 294.47             2737.89             2529.209            1605.988            1605.988            1708.502            2426.695            208.6812 
 294.42             2779.42             2552.896            1594.477            1594.477            1698.727            2448.646            226.5239 
 294.37             2555.46             2575.254            1582.957            1582.957            1688.987            2469.224           -19.79443 
 294.32             2476.55             2595.681            1571.174            1571.174            1679.03             2487.824           -119.1306 
 294.27             2548.54             2614.037            1559.262            1559.262            1668.992            2504.306           -65.49658 
 294.22             2459.42             2630.118            1547.363            1547.363            1659.016            2518.466           -170.6982 
 294.17             2458.55             2643.49             1535.325            1535.325            1648.951            2529.865           -184.9402 
 294.12             2493.81             2653.961            1523.231            1523.231            1638.883            2538.31            -160.1514 
 294.07             2564.86             2661.273            1511.113            1511.113            1628.845            2543.542           -96.41333 
 294.02             2649.78             2665.252            1499.009            1499.009            1618.877            2545.383           -15.47192 
 293.97             2623.99             2665.698            1486.931            1486.931            1608.995            2543.634           -41.70776 
 293.92             2706.21             2662.369            1474.777            1474.777            1599.095            2538.051            43.84082 
 293.87             2619.21             2655.276            1462.648            1462.648            1589.286            2528.638           -36.06616 
 293.82             2587.08             2644.213            1450.386            1450.386            1579.406            2515.193           -57.1333 
 293.77             2424.94             2629.253            1438.039            1438.039            1569.512            2497.781           -204.3135 
 293.72             2454.36             2610.352            1425.484            1425.484            1559.477            2476.359           -155.9919 
 293.67             2484.86             2587.821            1412.898            1412.898            1549.485            2451.234           -102.9612 
 293.62             2776.75             2561.835            1400.285            1400.285            1539.542            2422.577            214.9153 
 293.57             2482.02             2532.885            1387.894            1387.894            1529.899            2390.879           -50.8645 
 293.52             2621.79             2500.654            1375.171            1375.171            1520.007            2355.817            121.1362 
 293.47             2387.8              2465.859            1362.525            1362.525            1510.276            2318.108           -78.05884 
 293.42             2388.44             2428.436            1349.601            1349.601            1500.354            2277.682           -39.99609 
 293.37             2329.08             2388.9              1336.618            1336.618            1490.468            2235.05            -59.81982 
 293.32             2337.71             2347.543            1323.519            1323.519            1480.56             2190.502           -9.832764 
 293.27             2410.03             2304.708            1310.367            1310.367            1470.699            2144.375            105.322 
 293.22             2280.31             2260.803            1297.223            1297.223            1460.95             2097.076            19.50684 
 293.17             2278.54             2215.919            1283.895            1283.895            1451.124            2048.69             62.62109 
 293.12             2245.79             2170.443            1270.503            1270.503            1441.35             1999.596            75.34717 
 293.07             2211.76             2124.659            1257.017            1257.017            1431.597            1950.08             87.10107 
 293.02             2239.68             2078.783            1243.435            1243.435            1421.872            1900.346            160.8965 
 292.97             2040.1              2033.155            1229.814            1229.814            1412.236            1850.734            6.94458 
 292.92             1948.74             1987.76             1215.939            1215.939            1402.478            1801.221           -39.02014 
 292.87             1958.56             1942.882            1201.906            1201.906            1392.706            1752.081            15.67847 
 292.82             2040.74             1898.837            1187.812            1187.812            1383.017            1703.632            141.9033 
 292.77             1830.29             1855.823            1173.725            1173.725            1373.49             1656.057           -25.53247 
 292.72             1846.1              1813.741            1159.367            1159.367            1363.85             1609.258            32.35876 
 292.67             1791.71             1772.912            1144.949            1144.949            1354.318            1563.543            18.79822 
 292.62             1774.83             1733.358            1130.405            1130.405            1344.838            1518.925            41.47205 
 292.57             1805.21             1695.233            1115.768            1115.768            1335.447            1475.554            109.9773 
 292.52             1967.45             1658.621            1101.084            1101.084            1326.205            1433.5              308.8287 
 292.47             1719.13             1623.73             1086.479            1086.479            1317.242            1392.966            95.40039 
 292.42             1538.66             1590.191            1071.563            1071.563            1308.181            1353.573           -51.53101 
 292.37             1580.56             1558.077            1056.397            1056.397            1299.096            1315.377            22.48352 
 292.32             1569.47             1527.624            1041.187            1041.187            1290.2              1278.611            41.84631 
 292.27             1476.84             1498.76             1025.884            1025.884            1281.462            1243.183           -21.92017 
 292.22             1422.01             1471.41             1010.41             1010.41             1272.808            1209.012           -49.39966 
 292.17             1389.29             1445.574            994.7985            994.7985            1264.291            1176.082           -56.2843 
 292.12             1280.26             1421.238            979.0685            979.0685            1255.948            1144.359           -140.9784 
 292.07             1326.61             1398.302            963.1464            963.1464            1247.714            1113.734           -71.69165 
 292.02             1349.13             1376.86             947.178             947.178             1239.758            1084.279           -27.72986 
 291.97             1312.59             1356.854            931.1415            931.1415            1232.069            1055.926           -44.26392 
 291.92             1267.34             1338.177            914.9804            914.9804            1224.614            1028.544           -70.83679 
 291.87             1348.48             1320.773            898.6854            898.6854            1217.408            1002.05             27.70728 
 291.82             1337.72             1304.716            882.3762            882.3762            1210.584            976.5084            33.00415 
 291.77             1342.11             1289.876            865.9663            865.9663            1204.089            951.7534            52.23401 
 291.72             1245.08             1276.223            849.4699            849.4699            1197.951            927.7415           -31.1427 
 291.67             1246.48             1263.621            832.7896            832.7896            1192.106            904.3043           -17.14087 
 291.62             1303.88             1252.132            816.0172            816.0172            1186.683            881.4661            51.74841 
 291.57             1255.3              1241.772            799.2061            799.2061            1181.751            859.2266            13.52808 
 291.52             1332.7              1232.426            782.2557            782.2557            1177.261            837.4203            100.2739 
 291.47             1345.89             1224.186            765.2855            765.2855            1173.354            816.1176            121.7045 
 291.42             1407.03             1216.984            748.2355            748.2355            1170.016            795.2035            190.0459 
 291.37             1316.86             1210.871            731.1517            731.1517            1167.349            774.6741            105.989 
 291.32             1161.28             1205.693            713.8903            713.8903            1165.238            754.3455           -44.41345 
 291.27             1208.11             1201.414            696.3864            696.3864            1163.693            734.1078            6.695679 
 291.22             1377.67             1198.23             678.8298            678.8298            1162.943            714.117             179.4396 
 291.17             1370.79             1196.302            661.3389            661.3389            1163.185            694.4555            174.4883 
 291.12             1320.07             1195.52             643.7484            643.7484            1164.342            674.9261            124.5503 
 291.07             1196.48             1195.884            626.0162            626.0162            1166.438            655.4614            .5964355 
 291.02             1300.7              1197.423            608.0707            608.0707            1169.531            635.9629            103.2769 
 290.97             1308.77             1200.432            590.1271            590.1271            1173.933            616.6254            108.3384 
 290.92             1384.43             1204.959            572.0956            572.0956            1179.716            597.3384            179.4709 
 290.87             1299.57             1211.249            554.0406            554.0406            1187.141            578.1486            88.32117 
 290.82             1252.26             1219.326            535.8101            535.8101            1196.246            558.8897            32.9342 
 290.77             1366.92             1229.519            517.4378            517.4378            1207.376            539.5811            137.401 
 290.72             1269.63             1242.281            499.0774            499.0774            1220.992            520.3657            27.34949 
 290.67             1259.85             1257.849            480.5284            480.5284            1237.345            501.0324            2.00061 
 290.62             1306.74             1276.867            461.872             461.872             1257.086            481.653             29.87292 
 290.57             1273.59             1300.02             443.162             443.162             1280.907            462.2746           -26.42969 
 290.52             1439.59             1328.138            424.3228            424.3228            1309.646            442.8141            111.4524 
 290.47             1578.67             1362.424            405.5437            405.5437            1344.511            423.4559            216.2463 
 290.42             1603.12             1404.215            386.803             386.803             1386.845            404.1731            198.9047 
 290.37             1534.99             1455.098            367.9938            367.9938            1438.238            384.8541            79.89185 
 290.32             1721.33             1516.918            349.0278            349.0278            1500.538            365.4079            204.4122 
 290.27             1779.01             1592.467            330.147             330.147             1576.542            346.0725            186.5428 
 290.22             1819                1684.456            311.2322            311.2322            1668.962            326.7268            134.5436 
 290.17             1993.93             1796.418            292.2678            292.2678            1781.334            307.3527            197.5116 
 290.12             2157.28             1932.688            273.3838            273.3838            1917.994            288.0778            224.592 
 290.07             2433.34             2097.822            254.573             254.573             2083.501            268.8939            335.5178 
 290.02             2687.77             2297.591            235.947             235.947             2283.628            249.9105            390.1787 
 289.97             2856.46             2537.823            217.4919            217.4919            2524.201            231.113             318.6375 
 289.92             3023.92             2825.316            199.1313            199.1313            2812.024            212.4237            198.604 
 289.87             3440.82             3167.653            180.8679            180.8679            3154.677            193.844             273.1672 
 289.82             3728.52             3572.456            162.9446            162.9446            3559.784            175.6164            156.0642 
 289.77             4291.43             4048.272            145.2476            145.2476            4035.894            157.6261            243.1582 
 289.72             4922.93             4603.017            128.0476            128.0476            4590.921            140.1435            319.9136 
 289.67             5448.77             5245.132            111.4231            111.4231            5233.309            123.2461            203.6382 
 289.62             5950.84             5982.639            95.28882            95.28882            5971.079            106.8482           -31.79883 
 289.57             7124.2              6821.389            79.63452            79.63452            6810.084            90.93917            302.8115 
 289.52             7595.93             7768.639            65.11548            65.11549            7757.581            76.17368           -172.709 
 289.47             8603.52             8826.468            51.08716            51.08717            8815.647            61.90705           -222.9482 
 289.42             9973.42             9997.76             38.07642            38.07643            9987.171            48.66562           -24.33984 
 289.37             11398.9             11283.01            26.45337            26.45339            11272.65            36.81902            115.8887 
 289.32             12807.8             12677.11            16.30396            16.30398            12666.96            26.45315            130.6865 
 289.27             13928.8             14174.91            7.649658            7.649704            14164.97            17.58892           -246.1143 
 289.22             15276.6             15763.88            .2463379            .2464091            15754.15            9.982188           -487.2822 
 289.17             16909.1             17430.9            -5.657959           -5.657847            17421.36            3.880593           -521.8008 
 289.12             18808.3             19159.11           -9.759521           -9.759348            19149.76           -.4125109           -350.8047 
 289.07             20291.7             20924.34           -11.76147           -11.76121            20915.18           -2.600249           -632.6426 
 289.02             22529.7             22701.92           -12.01343           -12.01302            22692.94           -3.032677           -172.2227 
 288.97             24535.9             24459.89           -9.757568           -9.75694             24451.09           -.9519711            76.00977 
 288.92             26247.7             26164.76           -5.157959           -5.157003            26156.13            3.477496            82.93555 
 288.87             27399.8             27779.4             1.549072            1.550517            27770.92            10.01911           -379.5957 
 288.82             28353.1             29260.79            9.877197            9.879368            29252.48            18.18656           -907.6953 
 288.77             29660.2             30568.71            19.66235            19.6656             30560.55            27.81542           -908.5059 
 288.72             31239.4             31660.7             31.26978            31.2746             31652.69            39.27095           -421.2969 
 288.67             31865.8             32500.07            44.99634            45.00346            32492.21            52.84978           -634.2715 
 288.62             32312.6             33054.83            59.96899            59.97946            33047.11            67.67862           -742.2324 
 288.57             33393.4             33302.4             76.03345            76.04873            33294.81            83.60321            91 
 288.52             33746.1             33234.02            93.8147             93.8369             33226.56            101.2482            512.082 
 288.47             33484.8             32852.73            112.6389            112.671             32845.39            119.9399            632.0742 
 288.42             32877.4             32174.43            131.9377            131.9838            32167.21            139.1097            702.9668 
 288.37             31914.5             31225.44            151.3733            151.4391            31218.32            158.4194            689.0625 
 288.32             30574.3             30041.86            170.5959            170.6894            30034.84            177.5196            532.4395 
 288.27             29368.3             28661.93            189.2229            189.3548            28654.99            196.0272            706.373 
 288.22             28406.3             27129.3             207.3577            207.5429            27122.43            214.0456            1276.998 
 288.17             26679               25484.73            225.2073            225.4659            25477.9             231.7819            1194.27 
 288.12             24232.6             23765.6             242.0198            242.3789            23758.77            248.4837            467.002 
 288.07             22451               22009.38            257.0667            257.5624            22002.53            263.4228            441.6172 
 288.02             20294.1             20246.91            270.9338            271.6144            20239.98            277.1848            47.18555 
 287.97             18658.6             18508.33            283.217             284.146             18501.25            289.3654            150.2676 
 287.92             16793.9             16817.25            294.3713            295.6322            16809.94            300.4195           -23.34766 
 287.87             15330.8             15192.57            304.1379            305.8399            15184.91            310.0883            138.2344 
 287.82             13327.1             13652.74            312.8606            315.1446            13644.6             318.7156           -325.6377 
 287.77             12084.5             12207.54            319.9875            323.0359            12198.73            325.7494           -123.043 
 287.72             10638.3             10867.98            326.2024            330.2472            10858.26            331.8733           -229.6777 
 287.67             9097.54             9638.037            331.2834            336.6203            9627.118            336.8655           -540.4971 
 287.62             8162.34             8519.015            335.1042            342.1072            8506.517            340.5995           -356.6748 
