B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              difference
 313.92             3240.13             3078.785            3072.61             3072.61             3078.24             3073.154            161.3452 
 313.87             3283.22             3079.206            3073.006            3073.006            3078.659            3073.553            204.0139 
 313.82             3096.28             3079.674            3073.449            3073.449            3079.124            3073.999            16.60596 
 313.77             3326.85             3079.97             3073.719            3073.719            3079.417            3074.272            246.8801 
 313.72             3171.11             3080.489            3074.213            3074.213            3079.933            3074.768            90.62158 
 313.67             3110.52             3080.866            3074.565            3074.565            3080.308            3075.123            29.65381 
 313.62             3211.57             3081.189            3074.862            3074.862            3080.628            3075.423            130.3806 
 313.57             3108.98             3081.612            3075.259            3075.259            3081.048            3075.823            27.36792 
 313.52             2988.09             3081.941            3075.562            3075.562            3081.375            3076.129           -93.85107 
 313.47             2975.73             3082.157            3075.752            3075.752            3081.588            3076.322           -106.4275 
 313.42             3134.45             3082.362            3075.93             3075.93             3081.789            3076.503            52.08813 
 313.37             3102.73             3082.718            3076.259            3076.259            3082.142            3076.835            20.01245 
 313.32             2986.69             3083.046            3076.561            3076.561            3082.468            3077.139           -96.35596 
 313.27             2966.19             3083.265            3076.754            3076.754            3082.684            3077.335           -117.0754 
 313.22             2957.72             3083.466            3076.927            3076.927            3082.881            3077.511           -125.7456 
 313.17             3022.94             3083.656            3077.09             3077.09             3083.069            3077.678           -60.71655 
 313.12             3241.32             3083.909            3077.315            3077.315            3083.318            3077.906            157.4114 
 313.07             3030.36             3084.371            3077.75             3077.75             3083.777            3078.343           -54.0105 
 313.02             3113.16             3084.636            3077.988            3077.988            3084.04             3078.584            28.52344 
 312.97             3240.66             3084.982            3078.305            3078.305            3084.382            3078.905            155.6777 
 312.92             3165.27             3085.453            3078.748            3078.748            3084.85             3079.351            79.81738 
 312.87             3132.55             3085.857            3079.124            3079.124            3085.251            3079.73             46.69312 
 312.82             3182.2              3086.234            3079.472            3079.472            3085.625            3080.082            95.96582 
 312.77             3158.74             3086.662            3079.872            3079.872            3086.049            3080.484            72.07813 
 312.72             3190.11             3087.071            3080.252            3080.252            3086.456            3080.868            103.0388 
 312.67             3003.36             3087.515            3080.667            3080.667            3086.896            3081.286           -84.15479 
 312.62             3018.71             3087.785            3080.907            3080.907            3087.162            3081.53            -69.07471 
 312.57             3026.12             3088.069            3081.162            3081.162            3087.443            3081.788           -61.94873 
 312.52             3058.54             3088.361            3081.425            3081.425            3087.732            3082.054           -29.82104 
 312.47             2972.11             3088.685            3081.719            3081.719            3088.053            3082.352           -116.575 
 312.42             3006.63             3088.928            3081.932            3081.932            3088.292            3082.568           -82.2981 
 312.37             3020.83             3089.203            3082.177            3082.177            3088.564            3082.816           -68.37329 
 312.32             2996.8              3089.493            3082.436            3082.436            3088.85             3083.079           -92.69263 
 312.27             2884.9              3089.76             3082.673            3082.673            3089.114            3083.319           -204.8596 
 312.22             3006.48             3089.919            3082.802            3082.802            3089.27             3083.451           -83.43921 
 312.17             3179.78             3090.193            3083.044            3083.044            3089.54             3083.698            89.58716 
 312.12             3094.68             3090.633            3083.453            3083.453            3089.976            3084.11             4.047363 
 312.07             2927.01             3090.996            3083.784            3083.784            3090.335            3084.445           -163.9856 
 312.02             2929.29             3091.2              3083.958            3083.958            3090.536            3084.622           -161.9102 
 311.97             3024.86             3091.406            3084.131            3084.131            3090.738            3084.799           -66.54541 
 311.92             3165.77             3091.7              3084.394            3084.394            3091.029            3085.065            74.06958 
 311.87             3180.66             3092.131            3084.793            3084.793            3091.456            3085.468            88.52856 
 311.82             2964.14             3092.58             3085.209            3085.209            3091.902            3085.888           -128.4404 
 311.77             3016.29             3092.827            3085.423            3085.423            3092.145            3086.106           -76.53711 
 311.72             3038.44             3093.122            3085.686            3085.686            3092.436            3086.372           -54.68237 
 311.67             3006.02             3093.44             3085.97             3085.97             3092.75             3086.661           -87.41992 
 311.62             2858.43             3093.728            3086.225            3086.225            3093.033            3086.919           -235.2976 
 311.57             2864.64             3093.874            3086.338            3086.338            3093.176            3087.036           -229.2341 
 311.52             2878.58             3094.023            3086.453            3086.453            3093.321            3087.155           -215.4429 
 311.47             3012.67             3094.182            3086.578            3086.578            3093.476            3087.284           -81.51245 
 311.42             3099.64             3094.467            3086.829            3086.829            3093.757            3087.539            5.172607 
 311.37             2957.67             3094.836            3087.164            3087.164            3094.122            3087.878           -137.1665 
 311.32             2918.97             3095.071            3087.364            3087.364            3094.353            3088.082           -176.1013 
 311.27             3061.57             3095.269            3087.526            3087.526            3094.546            3088.249           -33.69849 
 311.22             2851.65             3095.601            3087.823            3087.823            3094.875            3088.55            -243.9509 
 311.17             2944.95             3095.733            3087.921            3087.921            3095.003            3088.651           -150.7834 
 311.12             3024.01             3095.952            3088.104            3088.104            3095.217            3088.838           -71.94189 
 311.07             2973.91             3096.245            3088.361            3088.361            3095.506            3089.1             -122.3352 
 311.02             2948.34             3096.491            3088.57             3088.57             3095.747            3089.314           -148.1506 
 310.97             2883.22             3096.711            3088.754            3088.754            3095.963            3089.502           -213.491 
 310.92             2915.65             3096.868            3088.875            3088.875            3096.116            3089.627           -181.218 
 310.87             2855.38             3097.053            3089.023            3089.023            3096.297            3089.78            -241.6733 
 310.82             2844.95             3097.179            3089.112            3089.112            3096.418            3089.873           -252.2292 
 310.77             2805.31             3097.292            3089.187            3089.187            3096.526            3089.952           -291.9814 
 310.72             2733.45             3097.362            3089.22             3089.22             3096.592            3089.99            -363.9124 
 310.67             2843.85             3097.359            3089.179            3089.179            3096.585            3089.953           -253.509 
 310.62             2774.52             3097.456            3089.237            3089.237            3096.677            3090.016           -322.9358 
 310.57             2699.23             3097.482            3089.225            3089.225            3096.698            3090.009           -398.252 
 310.52             2799.29             3097.431            3089.135            3089.135            3096.642            3089.923           -298.1406 
 310.47             2882                3097.468            3089.133            3089.133            3096.675            3089.926           -215.4678 
 310.42             2683.89             3097.579            3089.205            3089.205            3096.781            3090.003           -413.6895 
 310.37             2678.77             3097.498            3089.084            3089.084            3096.695            3089.887           -418.7278 
 310.32             2996.21             3097.404            3088.95             3088.95             3096.596            3089.758           -101.1938 
 310.27             2895.7              3097.606            3089.113            3089.113            3096.793            3089.925           -201.906 
 310.22             2846.88             3097.712            3089.177            3089.177            3096.894            3089.995           -250.8318 
 310.17             2782.54             3097.767            3089.193            3089.193            3096.945            3090.015           -315.2273 
 310.12             2915.28             3097.758            3089.142            3089.142            3096.93             3089.969           -182.4775 
 310.07             2743.82             3097.869            3089.212            3089.212            3097.037            3090.045           -354.0493 
 310.02             2797.36             3097.814            3089.116            3089.116            3096.977            3089.954           -300.4543 
 309.97             2861.72             3097.804            3089.064            3089.064            3096.961            3089.907           -236.0842 
 309.92             2902.59             3097.851            3089.068            3089.068            3097.002            3089.916           -195.2605 
 309.87             3008.19             3097.932            3089.107            3089.107            3097.079            3089.961           -89.74243 
 309.82             2938.55             3098.112            3089.244            3089.244            3097.253            3090.103           -159.5623 
 309.77             2863.56             3098.225            3089.314            3089.314            3097.361            3090.178           -234.6653 
 309.72             2745.3              3098.265            3089.31             3089.31             3097.395            3090.179           -352.9646 
 309.67             2615.55             3098.187            3089.188            3089.188            3097.312            3090.063           -482.6367 
 309.62             2719.92             3097.978            3088.935            3088.935            3097.097            3089.816           -378.0581 
 309.57             2747.91             3097.86             3088.772            3088.772            3096.973            3089.659           -349.9497 
 309.52             2676.21             3097.76             3088.629            3088.629            3096.869            3089.521           -421.5505 
 309.47             2806.68             3097.586            3088.409            3088.409            3096.688            3089.307           -290.9063 
 309.42             2773.82             3097.528            3088.306            3088.306            3096.625            3089.209           -323.7083 
 309.37             2811.15             3097.434            3088.166            3088.166            3096.525            3089.075           -286.2839 
 309.32             2685.07             3097.369            3088.054            3088.054            3096.454            3088.969           -412.2986 
 309.27             2775.39             3097.177            3087.816            3087.816            3096.256            3088.737           -321.7874 
 309.22             2726.46             3097.064            3087.656            3087.656            3096.137            3088.583           -370.6042 
 309.17             2732.47             3096.898            3087.443            3087.443            3095.965            3088.376           -364.428 
 309.12             2842.18             3096.73             3087.228            3087.228            3095.791            3088.167           -254.55 
 309.07             2636.75             3096.66             3087.109            3087.109            3095.715            3088.055           -459.9099 
 309.02             2591.82             3096.388            3086.789            3086.789            3095.437            3087.741           -504.5679 
 308.97             2492.78             3096.064            3086.416            3086.416            3095.106            3087.374           -603.2837 
 308.92             2680.38             3095.634            3085.937            3085.937            3094.669            3086.901           -415.2537 
 308.87             2635.43             3095.37             3085.624            3085.624            3094.399            3086.594           -459.9399 
 308.82             2597.64             3095.054            3085.259            3085.259            3094.077            3086.236           -497.4146 
 308.77             2700.85             3094.693            3084.847            3084.847            3093.709            3085.83            -393.8425 
 308.72             2701.59             3094.419            3084.523            3084.523            3093.429            3085.513           -392.8289 
 308.67             2667.26             3094.137            3084.19             3084.19             3093.141            3085.187           -426.8774 
 308.62             2601.53             3093.814            3083.816            3083.816            3092.811            3084.819           -492.2844 
 308.57             2804.92             3093.419            3083.369            3083.369            3092.409            3084.379           -288.4993 
 308.52             2842.79             3093.208            3083.105            3083.105            3092.191            3084.122           -250.4177 
 308.47             2533.16             3093.026            3082.871            3082.871            3092.002            3083.895           -559.8662 
 308.42             2591.67             3092.543            3082.335            3082.335            3091.512            3083.366           -500.8728 
 308.37             2769.18             3092.103            3081.842            3081.842            3091.065            3082.88            -322.9231 
 308.32             2562.55             3091.822            3081.506            3081.506            3090.776            3082.552           -529.2715 
 308.27             2505.55             3091.335            3080.965            3080.965            3090.282            3082.018           -585.7847 
 308.22             2560.13             3090.781            3080.357            3080.357            3089.722            3081.417           -530.6516 
 308.17             2659.9              3090.267            3079.787            3079.787            3089.199            3080.854           -430.3667 
 308.12             2681.85             3089.835            3079.3              3079.3              3088.761            3080.375           -407.9854 
 308.07             2506.89             3089.415            3078.824            3078.824            3088.333            3079.906           -582.5249 
 308.02             2504.3              3088.817            3078.169            3078.169            3087.727            3079.259           -584.5171 
 307.97             2631.56             3088.203            3077.499            3077.499            3087.105            3078.596           -456.6431 
 307.92             2542.17             3087.697            3076.935            3076.935            3086.592            3078.041           -545.5273 
 307.87             2486.61             3087.094            3076.274            3076.274            3085.981            3077.388           -600.4841 
 307.82             2464.66             3086.425            3075.547            3075.547            3085.304            3076.668           -621.7651 
 307.77             2411.76             3085.72             3074.783            3074.783            3084.591            3075.913           -673.9604 
 307.72             2248.2              3084.95             3073.954            3073.954            3083.813            3075.091           -836.75 
 307.67             2461.77             3084.006            3072.95             3072.95             3082.861            3074.096           -622.2363 
 307.62             2405.55             3083.247            3072.13             3072.13             3082.093            3073.284           -677.6965 
 307.57             2370.9              3082.418            3071.24             3071.24             3081.256            3072.403           -711.5178 
 307.52             2513.17             3081.539            3070.3              3070.3              3080.368            3071.471           -568.3687 
 307.47             2301.15             3080.778            3069.478            3069.478            3079.599            3070.657           -779.6279 
 307.42             2334.19             3079.8              3068.437            3068.437            3078.612            3069.625           -745.6101 
 307.37             2482.63             3078.834            3067.408            3067.408            3077.637            3068.605           -596.2041 
 307.32             2433.14             3077.991            3066.502            3066.502            3076.785            3067.708           -644.8511 
 307.27             2431.83             3077.085            3065.532            3065.532            3075.871            3066.747           -645.2554 
 307.22             2479.5              3076.162            3064.544            3064.544            3074.938            3065.768           -596.6616 
 307.17             2614.24             3075.266            3063.584            3063.584            3074.034            3064.817           -461.0264 
 307.12             2416.57             3074.484            3062.737            3062.737            3073.242            3063.979           -657.9143 
 307.07             2335.03             3073.501            3061.687            3061.687            3072.25             3062.938           -738.4707 
 307.02             2337.82             3072.421            3060.541            3060.541            3071.161            3061.802           -734.6013 
 306.97             2536.89             3071.325            3059.377            3059.377            3070.055            3060.648           -534.4355 
 306.92             2435.88             3070.4              3058.385            3058.385            3069.12             3059.665           -634.5205 
 306.87             2435.22             3069.364            3057.28             3057.28             3068.074            3058.569           -634.1438 
 306.82             2324.63             3068.309            3056.156            3056.156            3067.01             3057.456           -743.6794 
 306.77             2303.38             3067.131            3054.908            3054.908            3065.822            3056.218           -763.7515 
 306.72             2317.19             3065.913            3053.62             3053.62             3064.593            3054.94            -748.7229 
 306.67             2266.65             3064.688            3052.323            3052.323            3063.357            3053.654           -798.0376 
 306.62             2397.56             3063.393            3050.957            3050.957            3062.052            3052.298           -665.8328 
 306.57             2490.76             3062.202            3049.694            3049.694            3060.851            3051.045           -571.4417 
 306.52             2429.76             3061.081            3048.501            3048.501            3059.719            3049.863           -631.3213 
 306.47             2485.19             3059.885            3047.232            3047.232            3058.513            3048.604           -574.6956 
 306.42             2289.19             3058.725            3045.997            3045.997            3057.342            3047.38            -769.5349 
 306.37             2175.39             3057.36             3044.557            3044.557            3055.965            3045.951           -881.9697 
 306.32             2236.55             3055.864            3042.986            3042.986            3054.458            3044.391           -819.3135 
 306.27             2381.99             3054.401            3041.448            3041.448            3052.985            3042.864           -672.4114 
 306.22             2502.21             3053.055            3040.025            3040.025            3051.627            3041.453           -550.8455 
 306.17             2465.91             3051.805            3038.697            3038.697            3050.365            3040.136           -585.895 
 306.12             2426.79             3050.502            3037.316            3037.316            3049.051            3038.768           -623.7124 
 306.07             2329.88             3049.145            3035.88             3035.88             3047.682            3037.343           -719.2649 
 306.02             2292.82             3047.675            3034.331            3034.331            3046.2              3035.806           -754.8552 
 305.97             2336.27             3046.149            3032.724            3032.724            3044.662            3034.211           -709.8789 
 305.92             2336.31             3044.641            3031.135            3031.135            3043.142            3032.635           -708.3313 
 305.87             2253.28             3043.113            3029.525            3029.525            3041.601            3031.037           -789.833 
 305.82             2239.53             3041.483            3027.813            3027.813            3039.959            3029.338           -801.9534 
 305.77             2262.21             3039.817            3026.063            3026.063            3038.28             3027.601           -777.6072 
 305.72             2123.25             3038.149            3024.311            3024.311            3036.598            3025.861           -914.8987 
 305.67             2159.71             3036.323            3022.401            3022.401            3034.76             3023.964           -876.6135 
 305.62             2204.96             3034.506            3020.498            3020.498            3032.929            3022.074           -829.5459 
 305.57             2139.56             3032.706            3018.611            3018.611            3031.116            3020.201           -893.1458 
 305.52             2139.01             3030.817            3016.635            3016.635            3029.214            3018.239           -891.8074 
 305.47             2182.67             3028.902            3014.632            3014.632            3027.285            3016.249           -846.2319 
 305.42             2213.28             3027.001            3012.642            3012.642            3025.37             3014.273           -813.7207 
 305.37             2104.86             3025.103            3010.654            3010.654            3023.458            3012.299           -920.2429 
 305.32             2193.81             3023.076            3008.536            3008.536            3021.416            3010.196           -829.2656 
 305.27             2160.98             3021.105            3006.474            3006.474            3019.432            3008.148           -860.1255 
 305.22             2193.55             3019.077            3004.354            3004.354            3017.389            3006.042           -825.5271 
 305.17             2092.6              3017.053            3002.237            3002.237            3015.35             3003.94            -924.4534 
 305.12             2147.25             3014.906            2999.995            2999.995            3013.188            3001.714           -867.6563 
 305.07             2061.28             3012.782            2997.776            2997.776            3011.049            2999.51            -951.5022 
 305.02             2010.03             3010.549            2995.446            2995.446            3008.799            2997.195           -1000.519 
 304.97             2234.7              3008.235            2993.036            2993.036            3006.47             2994.801           -773.5352 
 304.92             2317                3006.106            2990.808            2990.808            3004.325            2992.589           -689.1057 
 304.87             2107.31             3004.029            2988.633            2988.633            3002.232            2990.429           -896.7188 
 304.82             2272.27             3001.727            2986.231            2986.231            2999.914            2988.044           -729.4568 
 304.77             2320.73             2999.553            2983.956            2983.956            2997.724            2985.786           -678.8235 
 304.72             2266.17             2997.401            2981.702            2981.702            2995.555            2983.548           -731.231 
 304.67             2185.22             2995.172            2979.37             2979.37             2993.309            2981.233           -809.9519 
 304.62             2045.72             2992.839            2976.933            2976.933            2990.958            2978.813           -947.1189 
 304.57             2095.11             2990.344            2974.333            2974.333            2988.446            2976.231           -895.2341 
 304.52             2101.51             2987.866            2971.749            2971.749            2985.95             2973.664           -886.356 
 304.47             2071.94             2985.363            2969.139            2969.139            2983.43             2971.073           -913.4233 
 304.42             2152.77             2982.802            2966.469            2966.469            2980.85             2968.421           -830.0315 
 304.37             2089.09             2980.286            2963.844            2963.844            2978.316            2965.814           -891.1963 
